model,noise_type,snr_train,snr_test,accuracy
baseline,dog_bark_foreground,24,27,0.9529652351738241
noise-aware,dog_bark_foreground,24,27,0.9578732106339468
baseline,dog_bark_foreground,24,30,0.9554192229038855
noise-aware,dog_bark_foreground,24,30,0.9586912065439673
baseline,dog_bark_foreground,27,-3,0.8441717791411043
noise-aware,dog_bark_foreground,27,-3,0.805316973415133
baseline,dog_bark_foreground,27,0,0.8687116564417178
noise-aware,dog_bark_foreground,27,0,0.838036809815951
baseline,dog_bark_foreground,27,3,0.894478527607362
noise-aware,dog_bark_foreground,27,3,0.8652351738241308
baseline,dog_bark_foreground,27,6,0.9114519427402863
noise-aware,dog_bark_foreground,27,6,0.8883435582822086
baseline,dog_bark_foreground,27,9,0.9263803680981595
noise-aware,dog_bark_foreground,27,9,0.9087934560327199
baseline,dog_bark_foreground,27,12,0.9331288343558283
noise-aware,dog_bark_foreground,27,12,0.9269938650306748
baseline,dog_bark_foreground,27,15,0.938241308793456
noise-aware,dog_bark_foreground,27,15,0.939877300613497
baseline,dog_bark_foreground,27,18,0.9443762781186094
noise-aware,dog_bark_foreground,27,18,0.947239263803681
baseline,dog_bark_foreground,27,21,0.949079754601227
noise-aware,dog_bark_foreground,27,21,0.9523517382413088
baseline,dog_bark_foreground,27,24,0.9515337423312883
noise-aware,dog_bark_foreground,27,24,0.9556237218813906
baseline,dog_bark_foreground,27,27,0.9537832310838446
noise-aware,dog_bark_foreground,27,27,0.9568507157464212
baseline,dog_bark_foreground,27,30,0.9550102249488752
noise-aware,dog_bark_foreground,27,30,0.9582822085889571
baseline,dog_bark_foreground,30,-3,0.8384458077709611
noise-aware,dog_bark_foreground,30,-3,0.7934560327198364
baseline,dog_bark_foreground,30,0,0.8662576687116564
noise-aware,dog_bark_foreground,30,0,0.8298568507157464
baseline,dog_bark_foreground,30,3,0.8907975460122699
noise-aware,dog_bark_foreground,30,3,0.8568507157464212
baseline,dog_bark_foreground,30,6,0.9075664621676892
noise-aware,dog_bark_foreground,30,6,0.879959100204499
baseline,dog_bark_foreground,30,9,0.9224948875255624
noise-aware,dog_bark_foreground,30,9,0.901635991820041
baseline,dog_bark_foreground,30,12,0.9323108384458078
noise-aware,dog_bark_foreground,30,12,0.9241308793456032
baseline,dog_bark_foreground,30,15,0.9376278118609407
noise-aware,dog_bark_foreground,30,15,0.9353783231083844
baseline,dog_bark_foreground,30,18,0.9445807770961145
noise-aware,dog_bark_foreground,30,18,0.9439672801635992
baseline,dog_bark_foreground,30,21,0.9470347648261759
noise-aware,dog_bark_foreground,30,21,0.9496932515337423
baseline,dog_bark_foreground,30,24,0.9517382413087935
noise-aware,dog_bark_foreground,30,24,0.9537832310838446
baseline,dog_bark_foreground,30,27,0.9541922290388548
noise-aware,dog_bark_foreground,30,27,0.9548057259713701
baseline,dog_bark_foreground,30,30,0.9552147239263804
noise-aware,dog_bark_foreground,30,30,0.9554192229038855
baseline,street_music_foreground,-3,-3,0.5241308793456033
noise-aware,street_music_foreground,-3,-3,0.48957055214723927
baseline,street_music_foreground,-3,0,0.6300613496932516
noise-aware,street_music_foreground,-3,0,0.6306748466257669
baseline,street_music_foreground,-3,3,0.7083844580777097
noise-aware,street_music_foreground,-3,3,0.7083844580777097
baseline,street_music_foreground,-3,6,0.7568507157464213
noise-aware,street_music_foreground,-3,6,0.7511247443762781
baseline,street_music_foreground,-3,9,0.7959100204498978
noise-aware,street_music_foreground,-3,9,0.7770961145194274
baseline,street_music_foreground,-3,12,0.8188139059304703
noise-aware,street_music_foreground,-3,12,0.781799591002045
baseline,street_music_foreground,-3,15,0.838241308793456
noise-aware,street_music_foreground,-3,15,0.7811860940695297
baseline,street_music_foreground,-3,18,0.849079754601227
noise-aware,street_music_foreground,-3,18,0.7787321063394683
baseline,street_music_foreground,-3,21,0.850920245398773
noise-aware,street_music_foreground,-3,21,0.772597137014315
baseline,street_music_foreground,-3,24,0.8531697341513292
noise-aware,street_music_foreground,-3,24,0.7717791411042945
baseline,street_music_foreground,-3,27,0.8558282208588958
noise-aware,street_music_foreground,-3,27,0.7701431492842535
baseline,street_music_foreground,-3,30,0.8568507157464212
noise-aware,street_music_foreground,-3,30,0.7709611451942741
baseline,street_music_foreground,0,-3,0.523517382413088
noise-aware,street_music_foreground,0,-3,0.4852760736196319
baseline,street_music_foreground,0,0,0.6515337423312884
noise-aware,street_music_foreground,0,0,0.6503067484662577
baseline,street_music_foreground,0,3,0.7384458077709611
noise-aware,street_music_foreground,0,3,0.7443762781186094
baseline,street_music_foreground,0,6,0.791002044989775
noise-aware,street_music_foreground,0,6,0.8006134969325154
baseline,street_music_foreground,0,9,0.8259713701431493
noise-aware,street_music_foreground,0,9,0.8249488752556238
baseline,street_music_foreground,0,12,0.8468302658486707
noise-aware,street_music_foreground,0,12,0.8341513292433538
baseline,street_music_foreground,0,15,0.8650306748466258
noise-aware,street_music_foreground,0,15,0.838241308793456
baseline,street_music_foreground,0,18,0.8719836400817996
noise-aware,street_music_foreground,0,18,0.838241308793456
baseline,street_music_foreground,0,21,0.8770961145194274
noise-aware,street_music_foreground,0,21,0.8359918200408998
baseline,street_music_foreground,0,24,0.878118609406953
noise-aware,street_music_foreground,0,24,0.8357873210633947
baseline,street_music_foreground,0,27,0.8805725971370143
noise-aware,street_music_foreground,0,27,0.838036809815951
baseline,street_music_foreground,0,30,0.8832310838445808
noise-aware,street_music_foreground,0,30,0.8370143149284254
baseline,street_music_foreground,3,-3,0.4930470347648262
noise-aware,street_music_foreground,3,-3,0.45807770961145194
baseline,street_music_foreground,3,0,0.652556237218814
noise-aware,street_music_foreground,3,0,0.6462167689161554
baseline,street_music_foreground,3,3,0.7591002044989775
noise-aware,street_music_foreground,3,3,0.7648261758691206
baseline,street_music_foreground,3,6,0.8175869120654397
noise-aware,street_music_foreground,3,6,0.8255623721881391
baseline,street_music_foreground,3,9,0.8533742331288343
noise-aware,street_music_foreground,3,9,0.8515337423312883
baseline,street_music_foreground,3,12,0.872597137014315
noise-aware,street_music_foreground,3,12,0.8631901840490798
baseline,street_music_foreground,3,15,0.8852760736196319
noise-aware,street_music_foreground,3,15,0.870756646216769
baseline,street_music_foreground,3,18,0.8903885480572598
noise-aware,street_music_foreground,3,18,0.8732106339468303
baseline,street_music_foreground,3,21,0.9
noise-aware,street_music_foreground,3,21,0.876278118609407
baseline,street_music_foreground,3,24,0.9030674846625767
noise-aware,street_music_foreground,3,24,0.876278118609407
baseline,street_music_foreground,3,27,0.9038854805725971
noise-aware,street_music_foreground,3,27,0.8758691206543967
baseline,street_music_foreground,3,30,0.9040899795501023
noise-aware,street_music_foreground,3,30,0.8752556237218814
baseline,street_music_foreground,6,-3,0.46278118609406954
noise-aware,street_music_foreground,6,-3,0.44539877300613495
baseline,street_music_foreground,6,0,0.6333333333333333
noise-aware,street_music_foreground,6,0,0.6523517382413088
baseline,street_music_foreground,6,3,0.7617586912065439
noise-aware,street_music_foreground,6,3,0.7764826175869121
baseline,street_music_foreground,6,6,0.8306748466257668
noise-aware,street_music_foreground,6,6,0.841717791411043
baseline,street_music_foreground,6,9,0.8660531697341514
noise-aware,street_music_foreground,6,9,0.8719836400817996
baseline,street_music_foreground,6,12,0.8865030674846626
noise-aware,street_music_foreground,6,12,0.8881390593047035
baseline,street_music_foreground,6,15,0.8989775051124744
noise-aware,street_music_foreground,6,15,0.8952965235173824
baseline,street_music_foreground,6,18,0.9059304703476483
noise-aware,street_music_foreground,6,18,0.9022494887525563
baseline,street_music_foreground,6,21,0.9096114519427403
noise-aware,street_music_foreground,6,21,0.903680981595092
baseline,street_music_foreground,6,24,0.9155419222903886
noise-aware,street_music_foreground,6,24,0.9057259713701431
baseline,street_music_foreground,6,27,0.9188139059304703
noise-aware,street_music_foreground,6,27,0.9059304703476483
baseline,street_music_foreground,6,30,0.9196319018404908
noise-aware,street_music_foreground,6,30,0.9059304703476483
baseline,street_music_foreground,9,-3,0.3985685071574642
noise-aware,street_music_foreground,9,-3,0.423721881390593
baseline,street_music_foreground,9,0,0.5875255623721881
noise-aware,street_music_foreground,9,0,0.6357873210633946
baseline,street_music_foreground,9,3,0.741717791411043
noise-aware,street_music_foreground,9,3,0.7811860940695297
baseline,street_music_foreground,9,6,0.8310838445807771
noise-aware,street_music_foreground,9,6,0.8494887525562372
baseline,street_music_foreground,9,9,0.8793456032719836
noise-aware,street_music_foreground,9,9,0.8838445807770962
baseline,street_music_foreground,9,12,0.9002044989775051
noise-aware,street_music_foreground,9,12,0.9004089979550102
baseline,street_music_foreground,9,15,0.9120654396728016
noise-aware,street_music_foreground,9,15,0.910838445807771
baseline,street_music_foreground,9,18,0.9208588957055215
noise-aware,street_music_foreground,9,18,0.916359918200409
baseline,street_music_foreground,9,21,0.9237218813905931
noise-aware,street_music_foreground,9,21,0.9220858895705522
baseline,street_music_foreground,9,24,0.9286298568507158
noise-aware,street_music_foreground,9,24,0.9218813905930471
baseline,street_music_foreground,9,27,0.9302658486707567
noise-aware,street_music_foreground,9,27,0.9249488752556237
baseline,street_music_foreground,9,30,0.9331288343558283
noise-aware,street_music_foreground,9,30,0.9251533742331288
baseline,street_music_foreground,12,-3,0.37852760736196317
noise-aware,street_music_foreground,12,-3,0.35828220858895704
baseline,street_music_foreground,12,0,0.5674846625766872
noise-aware,street_music_foreground,12,0,0.5775051124744376
baseline,street_music_foreground,12,3,0.721881390593047
noise-aware,street_music_foreground,12,3,0.7539877300613497
baseline,street_music_foreground,12,6,0.8206543967280163
noise-aware,street_music_foreground,12,6,0.8396728016359918
baseline,street_music_foreground,12,9,0.872597137014315
noise-aware,street_music_foreground,12,9,0.883640081799591
baseline,street_music_foreground,12,12,0.9010224948875256
noise-aware,street_music_foreground,12,12,0.9049079754601227
baseline,street_music_foreground,12,15,0.9161554192229039
noise-aware,street_music_foreground,12,15,0.9151329243353783
baseline,street_music_foreground,12,18,0.9235173824130879
noise-aware,street_music_foreground,12,18,0.92719836400818
baseline,street_music_foreground,12,21,0.9265848670756647
noise-aware,street_music_foreground,12,21,0.9312883435582822
baseline,street_music_foreground,12,24,0.9331288343558283
noise-aware,street_music_foreground,12,24,0.9298568507157464
baseline,street_music_foreground,12,27,0.9357873210633947
noise-aware,street_music_foreground,12,27,0.9300613496932515
baseline,street_music_foreground,12,30,0.9370143149284254
noise-aware,street_music_foreground,12,30,0.9331288343558283
baseline,street_music_foreground,15,-3,0.3576687116564417
noise-aware,street_music_foreground,15,-3,0.3423312883435583
baseline,street_music_foreground,15,0,0.5368098159509203
noise-aware,street_music_foreground,15,0,0.5445807770961145
baseline,street_music_foreground,15,3,0.7024539877300614
noise-aware,street_music_foreground,15,3,0.7411042944785277
baseline,street_music_foreground,15,6,0.8079754601226994
noise-aware,street_music_foreground,15,6,0.8411042944785276
baseline,street_music_foreground,15,9,0.8680981595092024
noise-aware,street_music_foreground,15,9,0.8918200408997955
baseline,street_music_foreground,15,12,0.9022494887525563
noise-aware,street_music_foreground,15,12,0.9098159509202454
baseline,street_music_foreground,15,15,0.9184049079754601
noise-aware,street_music_foreground,15,15,0.9235173824130879
baseline,street_music_foreground,15,18,0.9282208588957055
noise-aware,street_music_foreground,15,18,0.9310838445807771
baseline,street_music_foreground,15,21,0.9343558282208589
noise-aware,street_music_foreground,15,21,0.9370143149284254
baseline,street_music_foreground,15,24,0.938241308793456
noise-aware,street_music_foreground,15,24,0.9376278118609407
baseline,street_music_foreground,15,27,0.9408997955010225
noise-aware,street_music_foreground,15,27,0.9388548057259714
baseline,street_music_foreground,15,30,0.9429447852760736
noise-aware,street_music_foreground,15,30,0.941717791411043
baseline,street_music_foreground,18,-3,0.3151329243353783
noise-aware,street_music_foreground,18,-3,0.345398773006135
baseline,street_music_foreground,18,0,0.5065439672801636
noise-aware,street_music_foreground,18,0,0.5462167689161554
baseline,street_music_foreground,18,3,0.6858895705521473
noise-aware,street_music_foreground,18,3,0.7421267893660531
baseline,street_music_foreground,18,6,0.8008179959100205
noise-aware,street_music_foreground,18,6,0.8447852760736196
baseline,street_music_foreground,18,9,0.8650306748466258
noise-aware,street_music_foreground,18,9,0.8936605316973415
baseline,street_music_foreground,18,12,0.8971370143149284
noise-aware,street_music_foreground,18,12,0.9151329243353783
baseline,street_music_foreground,18,15,0.9206543967280164
noise-aware,street_music_foreground,18,15,0.9274028629856851
baseline,street_music_foreground,18,18,0.9288343558282208
noise-aware,street_music_foreground,18,18,0.9353783231083844
baseline,street_music_foreground,18,21,0.9355828220858896
noise-aware,street_music_foreground,18,21,0.9404907975460123
baseline,street_music_foreground,18,24,0.9394683026584867
noise-aware,street_music_foreground,18,24,0.9433537832310839
baseline,street_music_foreground,18,27,0.9427402862985685
noise-aware,street_music_foreground,18,27,0.9458077709611452
baseline,street_music_foreground,18,30,0.9468302658486708
noise-aware,street_music_foreground,18,30,0.9466257668711656
baseline,street_music_foreground,21,-3,0.3196319018404908
noise-aware,street_music_foreground,21,-3,0.33026584867075665
baseline,street_music_foreground,21,0,0.49918200408997954
noise-aware,street_music_foreground,21,0,0.520040899795501
baseline,street_music_foreground,21,3,0.678118609406953
noise-aware,street_music_foreground,21,3,0.718200408997955
baseline,street_music_foreground,21,6,0.798159509202454
noise-aware,street_music_foreground,21,6,0.8351738241308794
baseline,street_music_foreground,21,9,0.8642126789366054
noise-aware,street_music_foreground,21,9,0.8948875255623722
baseline,street_music_foreground,21,12,0.8971370143149284
noise-aware,street_music_foreground,21,12,0.916359918200409
baseline,street_music_foreground,21,15,0.9226993865030675
noise-aware,street_music_foreground,21,15,0.929038854805726
baseline,street_music_foreground,21,18,0.9314928425357873
noise-aware,street_music_foreground,21,18,0.938036809815951
baseline,street_music_foreground,21,21,0.9366053169734151
noise-aware,street_music_foreground,21,21,0.9433537832310839
baseline,street_music_foreground,21,24,0.9413087934560327
noise-aware,street_music_foreground,21,24,0.9431492842535787
baseline,street_music_foreground,21,27,0.945398773006135
noise-aware,street_music_foreground,21,27,0.9474437627811861
baseline,street_music_foreground,21,30,0.949079754601227
noise-aware,street_music_foreground,21,30,0.9488752556237219
baseline,street_music_foreground,24,-3,0.3155419222903885
noise-aware,street_music_foreground,24,-3,0.3245398773006135
baseline,street_music_foreground,24,0,0.4897750511247444
noise-aware,street_music_foreground,24,0,0.5057259713701432
baseline,street_music_foreground,24,3,0.6695296523517382
noise-aware,street_music_foreground,24,3,0.7096114519427403
baseline,street_music_foreground,24,6,0.7989775051124745
noise-aware,street_music_foreground,24,6,0.8284253578732106
baseline,street_music_foreground,24,9,0.8609406952965235
noise-aware,street_music_foreground,24,9,0.8938650306748466
baseline,street_music_foreground,24,12,0.8987730061349694
noise-aware,street_music_foreground,24,12,0.9184049079754601
baseline,street_music_foreground,24,15,0.9198364008179959
noise-aware,street_music_foreground,24,15,0.9319018404907975
baseline,street_music_foreground,24,18,0.9325153374233128
noise-aware,street_music_foreground,24,18,0.9390593047034764
baseline,street_music_foreground,24,21,0.9402862985685072
noise-aware,street_music_foreground,24,21,0.9462167689161555
baseline,street_music_foreground,24,24,0.9445807770961145
noise-aware,street_music_foreground,24,24,0.947239263803681
baseline,street_music_foreground,24,27,0.9464212678936605
noise-aware,street_music_foreground,24,27,0.9498977505112475
baseline,street_music_foreground,24,30,0.9486707566462168
noise-aware,street_music_foreground,24,30,0.9521472392638037
baseline,street_music_foreground,27,-3,0.25316973415132926
noise-aware,street_music_foreground,27,-3,0.33026584867075665
baseline,street_music_foreground,27,0,0.4149284253578732
noise-aware,street_music_foreground,27,0,0.5083844580777096
baseline,street_music_foreground,27,3,0.6098159509202454
noise-aware,street_music_foreground,27,3,0.7087934560327198
baseline,street_music_foreground,27,6,0.7578732106339469
noise-aware,street_music_foreground,27,6,0.8282208588957055
baseline,street_music_foreground,27,9,0.8427402862985685
noise-aware,street_music_foreground,27,9,0.8928425357873211
baseline,street_music_foreground,27,12,0.8877300613496932
noise-aware,street_music_foreground,27,12,0.916359918200409
baseline,street_music_foreground,27,15,0.9122699386503067
noise-aware,street_music_foreground,27,15,0.9314928425357873
baseline,street_music_foreground,27,18,0.9306748466257668
noise-aware,street_music_foreground,27,18,0.939877300613497
baseline,street_music_foreground,27,21,0.9386503067484663
noise-aware,street_music_foreground,27,21,0.9449897750511247
baseline,street_music_foreground,27,24,0.9421267893660532
noise-aware,street_music_foreground,27,24,0.9482617586912065
baseline,street_music_foreground,27,27,0.9470347648261759
noise-aware,street_music_foreground,27,27,0.9511247443762781
baseline,street_music_foreground,27,30,0.9494887525562372
noise-aware,street_music_foreground,27,30,0.9521472392638037
baseline,street_music_foreground,30,-3,0.283640081799591
noise-aware,street_music_foreground,30,-3,0.3257668711656442
baseline,street_music_foreground,30,0,0.45664621676891615
noise-aware,street_music_foreground,30,0,0.5083844580777096
baseline,street_music_foreground,30,3,0.6431492842535788
noise-aware,street_music_foreground,30,3,0.7079754601226994
baseline,street_music_foreground,30,6,0.7791411042944786
noise-aware,street_music_foreground,30,6,0.8296523517382413
baseline,street_music_foreground,30,9,0.8517382413087935
noise-aware,street_music_foreground,30,9,0.8920245398773006
baseline,street_music_foreground,30,12,0.8920245398773006
noise-aware,street_music_foreground,30,12,0.9194274028629856
baseline,street_music_foreground,30,15,0.9161554192229039
noise-aware,street_music_foreground,30,15,0.9341513292433538
baseline,street_music_foreground,30,18,0.9316973415132924
noise-aware,street_music_foreground,30,18,0.9431492842535787
baseline,street_music_foreground,30,21,0.9408997955010225
noise-aware,street_music_foreground,30,21,0.9474437627811861
baseline,street_music_foreground,30,24,0.9480572597137015
noise-aware,street_music_foreground,30,24,0.9496932515337423
baseline,street_music_foreground,30,27,0.9505112474437628
noise-aware,street_music_foreground,30,27,0.9529652351738241
baseline,street_music_foreground,30,30,0.9519427402862985
noise-aware,street_music_foreground,30,30,0.9546012269938651
