model,noise_type,snr_train,snr_test,accuracy
noise-aware,car_horn_background,6,18,0.940081799591002
baseline,car_horn_background,6,21,0.943762781186094
noise-aware,car_horn_background,6,21,0.9464212678936605
baseline,car_horn_background,6,24,0.9478527607361963
noise-aware,car_horn_background,6,24,0.950920245398773
baseline,car_horn_background,9,-3,0.714519427402863
noise-aware,car_horn_background,9,-3,0.6147239263803681
baseline,car_horn_background,9,0,0.8087934560327198
noise-aware,car_horn_background,9,0,0.7044989775051125
baseline,car_horn_background,9,3,0.8621676891615542
noise-aware,car_horn_background,9,3,0.7797546012269939
baseline,car_horn_background,9,6,0.8926380368098159
noise-aware,car_horn_background,9,6,0.8390593047034764
baseline,car_horn_background,9,9,0.90920245398773
noise-aware,car_horn_background,9,9,0.8822085889570552
baseline,car_horn_background,9,12,0.9226993865030675
noise-aware,car_horn_background,9,12,0.907361963190184
baseline,car_horn_background,9,15,0.9337423312883436
noise-aware,car_horn_background,9,15,0.9263803680981595
baseline,car_horn_background,9,18,0.9413087934560327
noise-aware,car_horn_background,9,18,0.940081799591002
baseline,car_horn_background,9,21,0.943762781186094
noise-aware,car_horn_background,9,21,0.9464212678936605
baseline,car_horn_background,9,24,0.9478527607361963
noise-aware,car_horn_background,9,24,0.9507157464212679
baseline,car_horn_background,12,-3,0.7110429447852761
noise-aware,car_horn_background,12,-3,0.6102249488752556
baseline,car_horn_background,12,0,0.8065439672801636
noise-aware,car_horn_background,12,0,0.6991820040899795
baseline,car_horn_background,12,3,0.8603271983640082
noise-aware,car_horn_background,12,3,0.7768916155419223
baseline,car_horn_background,12,6,0.8916155419222904
noise-aware,car_horn_background,12,6,0.838036809815951
baseline,car_horn_background,12,9,0.9081799591002045
noise-aware,car_horn_background,12,9,0.8805725971370143
baseline,car_horn_background,12,12,0.9222903885480572
noise-aware,car_horn_background,12,12,0.9067484662576687
baseline,car_horn_background,12,15,0.9333333333333333
noise-aware,car_horn_background,12,15,0.9249488752556237
baseline,car_horn_background,12,18,0.9408997955010225
noise-aware,car_horn_background,12,18,0.9388548057259714
baseline,car_horn_background,12,21,0.9431492842535787
noise-aware,car_horn_background,12,21,0.9464212678936605
baseline,car_horn_background,12,24,0.947239263803681
noise-aware,car_horn_background,12,24,0.9505112474437628
baseline,car_horn_background,15,-3,0.708997955010225
noise-aware,car_horn_background,15,-3,0.6092024539877301
baseline,car_horn_background,15,0,0.8040899795501022
noise-aware,car_horn_background,15,0,0.6979550102249489
baseline,car_horn_background,15,3,0.8597137014314928
noise-aware,car_horn_background,15,3,0.7738241308793457
baseline,car_horn_background,15,6,0.8912065439672802
noise-aware,car_horn_background,15,6,0.8366053169734151
baseline,car_horn_background,15,9,0.9077709611451943
noise-aware,car_horn_background,15,9,0.8805725971370143
baseline,car_horn_background,15,12,0.9222903885480572
noise-aware,car_horn_background,15,12,0.9063394683026584
baseline,car_horn_background,15,15,0.9329243353783231
noise-aware,car_horn_background,15,15,0.9251533742331288
baseline,car_horn_background,15,18,0.9411042944785276
noise-aware,car_horn_background,15,18,0.939877300613497
baseline,car_horn_background,15,21,0.9429447852760736
noise-aware,car_horn_background,15,21,0.9464212678936605
baseline,car_horn_background,15,24,0.9470347648261759
noise-aware,car_horn_background,15,24,0.9505112474437628
baseline,car_horn_background,18,-3,0.7063394683026585
noise-aware,car_horn_background,18,-3,0.6071574642126789
baseline,car_horn_background,18,0,0.8032719836400818
noise-aware,car_horn_background,18,0,0.6957055214723926
baseline,car_horn_background,18,3,0.8578732106339468
noise-aware,car_horn_background,18,3,0.7709611451942741
baseline,car_horn_background,18,6,0.8912065439672802
noise-aware,car_horn_background,18,6,0.8339468302658487
baseline,car_horn_background,18,9,0.9077709611451943
noise-aware,car_horn_background,18,9,0.8797546012269939
baseline,car_horn_background,18,12,0.9220858895705522
noise-aware,car_horn_background,18,12,0.9051124744376278
baseline,car_horn_background,18,15,0.9325153374233128
noise-aware,car_horn_background,18,15,0.9245398773006135
baseline,car_horn_background,18,18,0.9408997955010225
noise-aware,car_horn_background,18,18,0.9394683026584867
baseline,car_horn_background,18,21,0.9429447852760736
noise-aware,car_horn_background,18,21,0.9464212678936605
baseline,car_horn_background,18,24,0.9470347648261759
noise-aware,car_horn_background,18,24,0.9507157464212679
baseline,car_horn_background,21,-3,0.7030674846625767
noise-aware,car_horn_background,21,-3,0.6042944785276073
baseline,car_horn_background,21,0,0.8014314928425358
noise-aware,car_horn_background,21,0,0.6932515337423313
baseline,car_horn_background,21,3,0.8564417177914111
noise-aware,car_horn_background,21,3,0.7689161554192229
baseline,car_horn_background,21,6,0.8910020449897751
noise-aware,car_horn_background,21,6,0.8335378323108384
baseline,car_horn_background,21,9,0.907157464212679
noise-aware,car_horn_background,21,9,0.8789366053169734
baseline,car_horn_background,21,12,0.9216768916155419
noise-aware,car_horn_background,21,12,0.903680981595092
baseline,car_horn_background,21,15,0.9321063394683027
noise-aware,car_horn_background,21,15,0.9239263803680982
baseline,car_horn_background,21,18,0.9406952965235174
noise-aware,car_horn_background,21,18,0.9390593047034764
baseline,car_horn_background,21,21,0.9429447852760736
noise-aware,car_horn_background,21,21,0.9462167689161555
baseline,car_horn_background,21,24,0.947239263803681
noise-aware,car_horn_background,21,24,0.950920245398773
baseline,car_horn_background,24,-3,0.7010224948875255
noise-aware,car_horn_background,24,-3,0.6047034764826176
baseline,car_horn_background,24,0,0.7991820040899795
noise-aware,car_horn_background,24,0,0.6936605316973415
baseline,car_horn_background,24,3,0.8562372188139059
noise-aware,car_horn_background,24,3,0.7666666666666667
baseline,car_horn_background,24,6,0.8905930470347648
noise-aware,car_horn_background,24,6,0.8312883435582822
baseline,car_horn_background,24,9,0.9067484662576687
noise-aware,car_horn_background,24,9,0.878118609406953
baseline,car_horn_background,24,12,0.9206543967280164
noise-aware,car_horn_background,24,12,0.903476482617587
baseline,car_horn_background,24,15,0.9319018404907975
noise-aware,car_horn_background,24,15,0.9243353783231084
baseline,car_horn_background,24,18,0.9404907975460123
noise-aware,car_horn_background,24,18,0.9388548057259714
baseline,car_horn_background,24,21,0.9429447852760736
noise-aware,car_horn_background,24,21,0.9458077709611452
baseline,car_horn_background,24,24,0.947239263803681
noise-aware,car_horn_background,24,24,0.9496932515337423
baseline,dog_bark_foreground,-3,-3,0.8411042944785276
noise-aware,dog_bark_foreground,-3,-3,0.840081799591002
baseline,dog_bark_foreground,-3,0,0.8734151329243354
noise-aware,dog_bark_foreground,-3,0,0.8713701431492843
baseline,dog_bark_foreground,-3,3,0.8946830265848671
noise-aware,dog_bark_foreground,-3,3,0.8957055214723927
baseline,dog_bark_foreground,-3,6,0.9132924335378323
noise-aware,dog_bark_foreground,-3,6,0.912678936605317
baseline,dog_bark_foreground,-3,9,0.9267893660531697
noise-aware,dog_bark_foreground,-3,9,0.9245398773006135
baseline,dog_bark_foreground,-3,12,0.9366053169734151
noise-aware,dog_bark_foreground,-3,12,0.93640081799591
baseline,dog_bark_foreground,-3,15,0.9451942740286299
noise-aware,dog_bark_foreground,-3,15,0.9466257668711656
baseline,dog_bark_foreground,-3,18,0.9501022494887525
noise-aware,dog_bark_foreground,-3,18,0.9541922290388548
baseline,dog_bark_foreground,-3,21,0.9550102249488752
noise-aware,dog_bark_foreground,-3,21,0.9570552147239264
baseline,dog_bark_foreground,-3,24,0.9572597137014315
noise-aware,dog_bark_foreground,-3,24,0.9591002044989775
baseline,dog_bark_foreground,0,-3,0.8384458077709611
noise-aware,dog_bark_foreground,0,-3,0.8396728016359918
baseline,dog_bark_foreground,0,0,0.8715746421267894
noise-aware,dog_bark_foreground,0,0,0.869120654396728
baseline,dog_bark_foreground,0,3,0.8934560327198364
noise-aware,dog_bark_foreground,0,3,0.8948875255623722
baseline,dog_bark_foreground,0,6,0.9130879345603272
noise-aware,dog_bark_foreground,0,6,0.9118609406952966
baseline,dog_bark_foreground,0,9,0.9269938650306748
noise-aware,dog_bark_foreground,0,9,0.9249488752556237
baseline,dog_bark_foreground,0,12,0.9368098159509203
noise-aware,dog_bark_foreground,0,12,0.9359918200408998
baseline,dog_bark_foreground,0,15,0.9451942740286299
noise-aware,dog_bark_foreground,0,15,0.9464212678936605
baseline,dog_bark_foreground,0,18,0.9492842535787321
noise-aware,dog_bark_foreground,0,18,0.9541922290388548
baseline,dog_bark_foreground,0,21,0.9548057259713701
noise-aware,dog_bark_foreground,0,21,0.9574642126789366
baseline,dog_bark_foreground,0,24,0.9572597137014315
noise-aware,dog_bark_foreground,0,24,0.9591002044989775
baseline,dog_bark_foreground,3,-3,0.8368098159509203
noise-aware,dog_bark_foreground,3,-3,0.8372188139059304
baseline,dog_bark_foreground,3,0,0.870756646216769
noise-aware,dog_bark_foreground,3,0,0.869120654396728
baseline,dog_bark_foreground,3,3,0.8924335378323108
noise-aware,dog_bark_foreground,3,3,0.8934560327198364
baseline,dog_bark_foreground,3,6,0.9124744376278119
noise-aware,dog_bark_foreground,3,6,0.9112474437627812
baseline,dog_bark_foreground,3,9,0.9259713701431492
noise-aware,dog_bark_foreground,3,9,0.9247443762781186
baseline,dog_bark_foreground,3,12,0.9368098159509203
noise-aware,dog_bark_foreground,3,12,0.9361963190184049
baseline,dog_bark_foreground,3,15,0.9449897750511247
noise-aware,dog_bark_foreground,3,15,0.9466257668711656
baseline,dog_bark_foreground,3,18,0.9488752556237219
noise-aware,dog_bark_foreground,3,18,0.9541922290388548
baseline,dog_bark_foreground,3,21,0.9550102249488752
noise-aware,dog_bark_foreground,3,21,0.9578732106339468
baseline,dog_bark_foreground,3,24,0.9570552147239264
noise-aware,dog_bark_foreground,3,24,0.9593047034764827
baseline,dog_bark_foreground,6,-3,0.8351738241308794
noise-aware,dog_bark_foreground,6,-3,0.8359918200408998
baseline,dog_bark_foreground,6,0,0.8703476482617587
noise-aware,dog_bark_foreground,6,0,0.8660531697341514
baseline,dog_bark_foreground,6,3,0.8918200408997955
noise-aware,dog_bark_foreground,6,3,0.8926380368098159
baseline,dog_bark_foreground,6,6,0.9122699386503067
noise-aware,dog_bark_foreground,6,6,0.9100204498977505
baseline,dog_bark_foreground,6,9,0.9253578732106339
noise-aware,dog_bark_foreground,6,9,0.9247443762781186
baseline,dog_bark_foreground,6,12,0.9361963190184049
noise-aware,dog_bark_foreground,6,12,0.9359918200408998
baseline,dog_bark_foreground,6,15,0.9445807770961145
noise-aware,dog_bark_foreground,6,15,0.9462167689161555
baseline,dog_bark_foreground,6,18,0.949079754601227
noise-aware,dog_bark_foreground,6,18,0.9537832310838446
baseline,dog_bark_foreground,6,21,0.9546012269938651
noise-aware,dog_bark_foreground,6,21,0.9578732106339468
baseline,dog_bark_foreground,6,24,0.9566462167689161
noise-aware,dog_bark_foreground,6,24,0.9595092024539877
baseline,dog_bark_foreground,9,-3,0.8349693251533742
noise-aware,dog_bark_foreground,9,-3,0.8343558282208589
baseline,dog_bark_foreground,9,0,0.8697341513292434
noise-aware,dog_bark_foreground,9,0,0.8656441717791411
baseline,dog_bark_foreground,9,3,0.8914110429447852
noise-aware,dog_bark_foreground,9,3,0.8920245398773006
baseline,dog_bark_foreground,9,6,0.9116564417177914
noise-aware,dog_bark_foreground,9,6,0.90920245398773
baseline,dog_bark_foreground,9,9,0.9257668711656442
noise-aware,dog_bark_foreground,9,9,0.9233128834355828
baseline,dog_bark_foreground,9,12,0.9361963190184049
noise-aware,dog_bark_foreground,9,12,0.93640081799591
baseline,dog_bark_foreground,9,15,0.9443762781186094
noise-aware,dog_bark_foreground,9,15,0.9466257668711656
baseline,dog_bark_foreground,9,18,0.9488752556237219
noise-aware,dog_bark_foreground,9,18,0.9535787321063395
baseline,dog_bark_foreground,9,21,0.9543967280163599
noise-aware,dog_bark_foreground,9,21,0.9570552147239264
baseline,dog_bark_foreground,9,24,0.9560327198364008
noise-aware,dog_bark_foreground,9,24,0.9597137014314928
baseline,dog_bark_foreground,12,-3,0.8353783231083844
noise-aware,dog_bark_foreground,12,-3,0.8331288343558282
baseline,dog_bark_foreground,12,0,0.8695296523517383
noise-aware,dog_bark_foreground,12,0,0.8648261758691207
baseline,dog_bark_foreground,12,3,0.8914110429447852
noise-aware,dog_bark_foreground,12,3,0.8916155419222904
baseline,dog_bark_foreground,12,6,0.9116564417177914
noise-aware,dog_bark_foreground,12,6,0.9081799591002045
baseline,dog_bark_foreground,12,9,0.9251533742331288
noise-aware,dog_bark_foreground,12,9,0.9229038854805726
baseline,dog_bark_foreground,12,12,0.9357873210633947
noise-aware,dog_bark_foreground,12,12,0.9357873210633947
baseline,dog_bark_foreground,12,15,0.9449897750511247
noise-aware,dog_bark_foreground,12,15,0.9464212678936605
baseline,dog_bark_foreground,12,18,0.9492842535787321
noise-aware,dog_bark_foreground,12,18,0.9533742331288344
baseline,dog_bark_foreground,12,21,0.9541922290388548
noise-aware,dog_bark_foreground,12,21,0.9564417177914111
baseline,dog_bark_foreground,12,24,0.9564417177914111
noise-aware,dog_bark_foreground,12,24,0.959918200408998
baseline,dog_bark_foreground,15,-3,0.8353783231083844
noise-aware,dog_bark_foreground,15,-3,0.8333333333333334
baseline,dog_bark_foreground,15,0,0.8693251533742331
noise-aware,dog_bark_foreground,15,0,0.8640081799591002
baseline,dog_bark_foreground,15,3,0.8912065439672802
noise-aware,dog_bark_foreground,15,3,0.8918200408997955
baseline,dog_bark_foreground,15,6,0.9112474437627812
noise-aware,dog_bark_foreground,15,6,0.9079754601226994
baseline,dog_bark_foreground,15,9,0.9251533742331288
noise-aware,dog_bark_foreground,15,9,0.9231083844580777
baseline,dog_bark_foreground,15,12,0.9359918200408998
noise-aware,dog_bark_foreground,15,12,0.9353783231083844
baseline,dog_bark_foreground,15,15,0.9451942740286299
noise-aware,dog_bark_foreground,15,15,0.9460122699386503
baseline,dog_bark_foreground,15,18,0.9492842535787321
noise-aware,dog_bark_foreground,15,18,0.9533742331288344
baseline,dog_bark_foreground,15,21,0.9539877300613497
noise-aware,dog_bark_foreground,15,21,0.9566462167689161
baseline,dog_bark_foreground,15,24,0.9562372188139059
noise-aware,dog_bark_foreground,15,24,0.959918200408998
baseline,dog_bark_foreground,18,-3,0.8351738241308794
noise-aware,dog_bark_foreground,18,-3,0.8329243353783231
baseline,dog_bark_foreground,18,0,0.8683026584867075
noise-aware,dog_bark_foreground,18,0,0.86359918200409
baseline,dog_bark_foreground,18,3,0.8905930470347648
noise-aware,dog_bark_foreground,18,3,0.8916155419222904
baseline,dog_bark_foreground,18,6,0.911042944785276
noise-aware,dog_bark_foreground,18,6,0.9081799591002045
baseline,dog_bark_foreground,18,9,0.9249488752556237
noise-aware,dog_bark_foreground,18,9,0.9226993865030675
baseline,dog_bark_foreground,18,12,0.9357873210633947
noise-aware,dog_bark_foreground,18,12,0.9351738241308793
baseline,dog_bark_foreground,18,15,0.9443762781186094
noise-aware,dog_bark_foreground,18,15,0.9460122699386503
baseline,dog_bark_foreground,18,18,0.9492842535787321
noise-aware,dog_bark_foreground,18,18,0.9529652351738241
baseline,dog_bark_foreground,18,21,0.9539877300613497
noise-aware,dog_bark_foreground,18,21,0.9566462167689161
baseline,dog_bark_foreground,18,24,0.9564417177914111
noise-aware,dog_bark_foreground,18,24,0.9601226993865031
baseline,dog_bark_foreground,21,-3,0.8339468302658487
noise-aware,dog_bark_foreground,21,-3,0.8329243353783231
baseline,dog_bark_foreground,21,0,0.8670756646216768
noise-aware,dog_bark_foreground,21,0,0.8631901840490798
baseline,dog_bark_foreground,21,3,0.8905930470347648
noise-aware,dog_bark_foreground,21,3,0.8912065439672802
baseline,dog_bark_foreground,21,6,0.9106339468302659
noise-aware,dog_bark_foreground,21,6,0.9077709611451943
baseline,dog_bark_foreground,21,9,0.9253578732106339
noise-aware,dog_bark_foreground,21,9,0.9226993865030675
baseline,dog_bark_foreground,21,12,0.9359918200408998
noise-aware,dog_bark_foreground,21,12,0.9349693251533743
baseline,dog_bark_foreground,21,15,0.9445807770961145
noise-aware,dog_bark_foreground,21,15,0.9458077709611452
baseline,dog_bark_foreground,21,18,0.9492842535787321
noise-aware,dog_bark_foreground,21,18,0.9527607361963191
baseline,dog_bark_foreground,21,21,0.9537832310838446
noise-aware,dog_bark_foreground,21,21,0.9570552147239264
baseline,dog_bark_foreground,21,24,0.9564417177914111
noise-aware,dog_bark_foreground,21,24,0.9603271983640081
baseline,dog_bark_foreground,24,-3,0.8337423312883435
noise-aware,dog_bark_foreground,24,-3,0.8325153374233129
baseline,dog_bark_foreground,24,0,0.8666666666666667
noise-aware,dog_bark_foreground,24,0,0.8631901840490798
baseline,dog_bark_foreground,24,3,0.8903885480572598
noise-aware,dog_bark_foreground,24,3,0.8903885480572598
baseline,dog_bark_foreground,24,6,0.9106339468302659
noise-aware,dog_bark_foreground,24,6,0.907361963190184
baseline,dog_bark_foreground,24,9,0.9249488752556237
noise-aware,dog_bark_foreground,24,9,0.9226993865030675
baseline,dog_bark_foreground,24,12,0.9359918200408998
noise-aware,dog_bark_foreground,24,12,0.934560327198364
baseline,dog_bark_foreground,24,15,0.9443762781186094
noise-aware,dog_bark_foreground,24,15,0.9458077709611452
baseline,dog_bark_foreground,24,18,0.9494887525562372
noise-aware,dog_bark_foreground,24,18,0.9525562372188139
baseline,dog_bark_foreground,24,21,0.9537832310838446
noise-aware,dog_bark_foreground,24,21,0.9572597137014315
baseline,dog_bark_foreground,24,24,0.9562372188139059
noise-aware,dog_bark_foreground,24,24,0.9603271983640081
baseline,street_music_foreground,-3,-3,0.27280163599182006
noise-aware,street_music_foreground,-3,-3,0.3286298568507158
baseline,street_music_foreground,-3,0,0.4462167689161554
noise-aware,street_music_foreground,-3,0,0.5425357873210634
baseline,street_music_foreground,-3,3,0.6468302658486708
noise-aware,street_music_foreground,-3,3,0.7247443762781186
baseline,street_music_foreground,-3,6,0.7846625766871166
noise-aware,street_music_foreground,-3,6,0.8343558282208589
baseline,street_music_foreground,-3,9,0.8640081799591002
noise-aware,street_music_foreground,-3,9,0.8881390593047035
baseline,street_music_foreground,-3,12,0.9065439672801636
noise-aware,street_music_foreground,-3,12,0.912678936605317
baseline,street_music_foreground,-3,15,0.9253578732106339
noise-aware,street_music_foreground,-3,15,0.9292433537832311
baseline,street_music_foreground,-3,18,0.9351738241308793
noise-aware,street_music_foreground,-3,18,0.9361963190184049
baseline,street_music_foreground,-3,21,0.9390593047034764
noise-aware,street_music_foreground,-3,21,0.9425357873210634
baseline,street_music_foreground,-3,24,0.943558282208589
noise-aware,street_music_foreground,-3,24,0.9498977505112475
baseline,street_music_foreground,0,-3,0.27116564417177913
noise-aware,street_music_foreground,0,-3,0.3212678936605317
baseline,street_music_foreground,0,0,0.4425357873210634
noise-aware,street_music_foreground,0,0,0.5331288343558283
baseline,street_music_foreground,0,3,0.6456032719836401
noise-aware,street_music_foreground,0,3,0.7204498977505113
baseline,street_music_foreground,0,6,0.7840490797546013
noise-aware,street_music_foreground,0,6,0.8321063394683027
baseline,street_music_foreground,0,9,0.8652351738241308
noise-aware,street_music_foreground,0,9,0.8871165644171779
baseline,street_music_foreground,0,12,0.907361963190184
noise-aware,street_music_foreground,0,12,0.9124744376278119
baseline,street_music_foreground,0,15,0.9261758691206544
noise-aware,street_music_foreground,0,15,0.9274028629856851
baseline,street_music_foreground,0,18,0.9349693251533743
noise-aware,street_music_foreground,0,18,0.9353783231083844
baseline,street_music_foreground,0,21,0.9390593047034764
noise-aware,street_music_foreground,0,21,0.9427402862985685
baseline,street_music_foreground,0,24,0.9439672801635992
noise-aware,street_music_foreground,0,24,0.9501022494887525
baseline,street_music_foreground,3,-3,0.2715746421267894
noise-aware,street_music_foreground,3,-3,0.318200408997955
baseline,street_music_foreground,3,0,0.4392638036809816
noise-aware,street_music_foreground,3,0,0.5304703476482617
baseline,street_music_foreground,3,3,0.6437627811860941
noise-aware,street_music_foreground,3,3,0.7188139059304703
baseline,street_music_foreground,3,6,0.7830265848670757
noise-aware,street_music_foreground,3,6,0.8321063394683027
baseline,street_music_foreground,3,9,0.8648261758691207
noise-aware,street_music_foreground,3,9,0.885480572597137
baseline,street_music_foreground,3,12,0.9069529652351738
noise-aware,street_music_foreground,3,12,0.9118609406952966
baseline,street_music_foreground,3,15,0.9265848670756647
noise-aware,street_music_foreground,3,15,0.9280163599182004
baseline,street_music_foreground,3,18,0.9349693251533743
noise-aware,street_music_foreground,3,18,0.9351738241308793
baseline,street_music_foreground,3,21,0.9386503067484663
noise-aware,street_music_foreground,3,21,0.9427402862985685
baseline,street_music_foreground,3,24,0.9447852760736196
noise-aware,street_music_foreground,3,24,0.9494887525562372
baseline,street_music_foreground,6,-3,0.2715746421267894
noise-aware,street_music_foreground,6,-3,0.3137014314928425
baseline,street_music_foreground,6,0,0.4404907975460123
noise-aware,street_music_foreground,6,0,0.5259713701431493
baseline,street_music_foreground,6,3,0.6429447852760736
noise-aware,street_music_foreground,6,3,0.7151329243353783
baseline,street_music_foreground,6,6,0.7834355828220859
noise-aware,street_music_foreground,6,6,0.8296523517382413
baseline,street_music_foreground,6,9,0.8648261758691207
noise-aware,street_music_foreground,6,9,0.8850715746421268
baseline,street_music_foreground,6,12,0.9077709611451943
noise-aware,street_music_foreground,6,12,0.9116564417177914
baseline,street_music_foreground,6,15,0.9261758691206544
noise-aware,street_music_foreground,6,15,0.9280163599182004
baseline,street_music_foreground,6,18,0.9355828220858896
noise-aware,street_music_foreground,6,18,0.9353783231083844
baseline,street_music_foreground,6,21,0.9390593047034764
noise-aware,street_music_foreground,6,21,0.9433537832310839
baseline,street_music_foreground,6,24,0.9456032719836401
noise-aware,street_music_foreground,6,24,0.9492842535787321
baseline,street_music_foreground,9,-3,0.2734151329243354
noise-aware,street_music_foreground,9,-3,0.3112474437627812
baseline,street_music_foreground,9,0,0.43885480572597135
noise-aware,street_music_foreground,9,0,0.5231083844580777
baseline,street_music_foreground,9,3,0.6425357873210634
noise-aware,street_music_foreground,9,3,0.7139059304703477
baseline,street_music_foreground,9,6,0.7834355828220859
noise-aware,street_music_foreground,9,6,0.8288343558282208
baseline,street_music_foreground,9,9,0.8644171779141104
noise-aware,street_music_foreground,9,9,0.8840490797546012
baseline,street_music_foreground,9,12,0.9075664621676892
noise-aware,street_music_foreground,9,12,0.9118609406952966
baseline,street_music_foreground,9,15,0.9267893660531697
noise-aware,street_music_foreground,9,15,0.9274028629856851
baseline,street_music_foreground,9,18,0.9355828220858896
noise-aware,street_music_foreground,9,18,0.9355828220858896
baseline,street_music_foreground,9,21,0.9396728016359919
noise-aware,street_music_foreground,9,21,0.9427402862985685
baseline,street_music_foreground,9,24,0.9458077709611452
noise-aware,street_music_foreground,9,24,0.9498977505112475
baseline,street_music_foreground,12,-3,0.27361963190184047
noise-aware,street_music_foreground,12,-3,0.3081799591002045
baseline,street_music_foreground,12,0,0.43885480572597135
noise-aware,street_music_foreground,12,0,0.5218813905930471
baseline,street_music_foreground,12,3,0.6415132924335378
noise-aware,street_music_foreground,12,3,0.7132924335378323
baseline,street_music_foreground,12,6,0.7832310838445807
noise-aware,street_music_foreground,12,6,0.8278118609406953
baseline,street_music_foreground,12,9,0.8648261758691207
noise-aware,street_music_foreground,12,9,0.8848670756646216
baseline,street_music_foreground,12,12,0.907157464212679
noise-aware,street_music_foreground,12,12,0.911042944785276
baseline,street_music_foreground,12,15,0.9267893660531697
noise-aware,street_music_foreground,12,15,0.9261758691206544
baseline,street_music_foreground,12,18,0.9351738241308793
noise-aware,street_music_foreground,12,18,0.9357873210633947
baseline,street_music_foreground,12,21,0.9396728016359919
noise-aware,street_music_foreground,12,21,0.9427402862985685
baseline,street_music_foreground,12,24,0.9456032719836401
noise-aware,street_music_foreground,12,24,0.9492842535787321
baseline,street_music_foreground,15,-3,0.27423312883435585
noise-aware,street_music_foreground,15,-3,0.3075664621676892
baseline,street_music_foreground,15,0,0.4361963190184049
noise-aware,street_music_foreground,15,0,0.5222903885480572
baseline,street_music_foreground,15,3,0.6378323108384458
noise-aware,street_music_foreground,15,3,0.7137014314928425
