seed,noise_percentage,noise_test,accuracy,noise_snr
21,60,babble,0.9511247443762781,18.0
22,60,babble,0.9543967280163599,18.0
23,60,babble,0.9496932515337423,18.0
24,60,babble,0.9527607361963191,18.0
0,60,babble,0.9464212678936605,15.0
1,60,babble,0.9468302658486708,15.0
2,60,babble,0.9470347648261759,15.0
3,60,babble,0.9441717791411043,15.0
4,60,babble,0.9441717791411043,15.0
5,60,babble,0.9501022494887525,15.0
6,60,babble,0.9449897750511247,15.0
7,60,babble,0.9478527607361963,15.0
8,60,babble,0.9466257668711656,15.0
9,60,babble,0.949079754601227,15.0
10,60,babble,0.949079754601227,15.0
11,60,babble,0.9503067484662576,15.0
12,60,babble,0.9456032719836401,15.0
13,60,babble,0.9470347648261759,15.0
14,60,babble,0.9484662576687116,15.0
15,60,babble,0.9468302658486708,15.0
16,60,babble,0.9480572597137015,15.0
17,60,babble,0.943558282208589,15.0
18,60,babble,0.9466257668711656,15.0
19,60,babble,0.9482617586912065,15.0
20,60,babble,0.9466257668711656,15.0
21,60,babble,0.9456032719836401,15.0
22,60,babble,0.9498977505112475,15.0
23,60,babble,0.9460122699386503,15.0
24,60,babble,0.945398773006135,15.0
0,60,babble,0.9376278118609407,12.0
1,60,babble,0.9390593047034764,12.0
2,60,babble,0.9394683026584867,12.0
3,60,babble,0.9357873210633947,12.0
4,60,babble,0.9374233128834356,12.0
5,60,babble,0.9441717791411043,12.0
6,60,babble,0.9357873210633947,12.0
7,60,babble,0.9386503067484663,12.0
8,60,babble,0.9427402862985685,12.0
9,60,babble,0.9404907975460123,12.0
10,60,babble,0.9431492842535787,12.0
11,60,babble,0.9425357873210634,12.0
12,60,babble,0.9404907975460123,12.0
13,60,babble,0.9378323108384458,12.0
14,60,babble,0.9390593047034764,12.0
15,60,babble,0.9415132924335379,12.0
16,60,babble,0.9402862985685072,12.0
17,60,babble,0.9333333333333333,12.0
18,60,babble,0.9392638036809816,12.0
19,60,babble,0.939877300613497,12.0
20,60,babble,0.9390593047034764,12.0
21,60,babble,0.9372188139059304,12.0
22,60,babble,0.9374233128834356,12.0
23,60,babble,0.9378323108384458,12.0
24,60,babble,0.9402862985685072,12.0
0,60,babble,0.9274028629856851,9.0
1,60,babble,0.9294478527607362,9.0
2,60,babble,0.9284253578732107,9.0
3,60,babble,0.9280163599182004,9.0
4,60,babble,0.9245398773006135,9.0
5,60,babble,0.9331288343558283,9.0
6,60,babble,0.9259713701431492,9.0
7,60,babble,0.9284253578732107,9.0
8,60,babble,0.9319018404907975,9.0
9,60,babble,0.9302658486707567,9.0
10,60,babble,0.9339468302658487,9.0
11,60,babble,0.9294478527607362,9.0
12,60,babble,0.9269938650306748,9.0
13,60,babble,0.9300613496932515,9.0
14,60,babble,0.9294478527607362,9.0
15,60,babble,0.9300613496932515,9.0
16,60,babble,0.9294478527607362,9.0
17,60,babble,0.9284253578732107,9.0
18,60,babble,0.9284253578732107,9.0
19,60,babble,0.9310838445807771,9.0
20,60,babble,0.9296523517382413,9.0
21,60,babble,0.9274028629856851,9.0
22,60,babble,0.9204498977505112,9.0
23,60,babble,0.92719836400818,9.0
24,60,babble,0.9314928425357873,9.0
0,60,babble,0.9120654396728016,6.0
1,60,babble,0.9137014314928426,6.0
2,60,babble,0.9151329243353783,6.0
3,60,babble,0.9153374233128835,6.0
4,60,babble,0.911042944785276,6.0
5,60,babble,0.9149284253578732,6.0
6,60,babble,0.9102249488752556,6.0
7,60,babble,0.911042944785276,6.0
8,60,babble,0.9137014314928426,6.0
9,60,babble,0.9184049079754601,6.0
10,60,babble,0.9175869120654396,6.0
11,60,babble,0.9132924335378323,6.0
12,60,babble,0.9134969325153375,6.0
13,60,babble,0.914519427402863,6.0
14,60,babble,0.9120654396728016,6.0
15,60,babble,0.9184049079754601,6.0
16,60,babble,0.9151329243353783,6.0
17,60,babble,0.9120654396728016,6.0
18,60,babble,0.9139059304703476,6.0
19,60,babble,0.9122699386503067,6.0
20,60,babble,0.9149284253578732,6.0
21,60,babble,0.9141104294478528,6.0
22,60,babble,0.908997955010225,6.0
23,60,babble,0.9114519427402863,6.0
24,60,babble,0.9149284253578732,6.0
0,60,babble,0.8865030674846626,3.0
1,60,babble,0.8858895705521472,3.0
2,60,babble,0.8901840490797546,3.0
3,60,babble,0.8936605316973415,3.0
4,60,babble,0.8867075664621676,3.0
5,60,babble,0.8881390593047035,3.0
6,60,babble,0.8881390593047035,3.0
7,60,babble,0.8869120654396728,3.0
8,60,babble,0.8907975460122699,3.0
9,60,babble,0.8940695296523518,3.0
10,60,babble,0.8916155419222904,3.0
11,60,babble,0.8922290388548058,3.0
12,60,babble,0.8887525562372188,3.0
13,60,babble,0.8932515337423312,3.0
14,60,babble,0.8950920245398774,3.0
15,60,babble,0.8940695296523518,3.0
16,60,babble,0.8910020449897751,3.0
17,60,babble,0.8912065439672802,3.0
18,60,babble,0.8916155419222904,3.0
19,60,babble,0.8852760736196319,3.0
20,60,babble,0.8877300613496932,3.0
21,60,babble,0.8891615541922291,3.0
22,60,babble,0.8830265848670756,3.0
23,60,babble,0.8926380368098159,3.0
24,60,babble,0.8932515337423312,3.0
0,60,babble,0.8425357873210634,0.0
1,60,babble,0.847443762781186,0.0
2,60,babble,0.8521472392638036,0.0
3,60,babble,0.8486707566462167,0.0
4,60,babble,0.8498977505112475,0.0
5,60,babble,0.845398773006135,0.0
6,60,babble,0.845398773006135,0.0
7,60,babble,0.8482617586912066,0.0
8,60,babble,0.8488752556237219,0.0
9,60,babble,0.8529652351738242,0.0
10,60,babble,0.8515337423312883,0.0
11,60,babble,0.8554192229038855,0.0
12,60,babble,0.8478527607361963,0.0
13,60,babble,0.850920245398773,0.0
14,60,babble,0.8507157464212679,0.0
15,60,babble,0.8513292433537832,0.0
16,60,babble,0.8460122699386503,0.0
17,60,babble,0.8541922290388548,0.0
18,60,babble,0.8486707566462167,0.0
19,60,babble,0.8421267893660531,0.0
20,60,babble,0.84560327198364,0.0
21,60,babble,0.849284253578732,0.0
22,60,babble,0.8386503067484663,0.0
23,60,babble,0.850920245398773,0.0
24,60,babble,0.8476482617586912,0.0
0,60,babble,0.7703476482617587,-3.0
1,60,babble,0.7840490797546013,-3.0
2,60,babble,0.7869120654396728,-3.0
3,60,babble,0.7797546012269939,-3.0
4,60,babble,0.7832310838445807,-3.0
5,60,babble,0.781799591002045,-3.0
6,60,babble,0.7748466257668711,-3.0
7,60,babble,0.783640081799591,-3.0
8,60,babble,0.7852760736196319,-3.0
9,60,babble,0.7766871165644171,-3.0
10,60,babble,0.7830265848670757,-3.0
11,60,babble,0.7789366053169734,-3.0
12,60,babble,0.7793456032719837,-3.0
13,60,babble,0.7842535787321063,-3.0
14,60,babble,0.7838445807770961,-3.0
15,60,babble,0.7822085889570553,-3.0
16,60,babble,0.7785276073619631,-3.0
17,60,babble,0.789161554192229,-3.0
18,60,babble,0.7811860940695297,-3.0
19,60,babble,0.7766871165644171,-3.0
20,60,babble,0.779959100204499,-3.0
21,60,babble,0.7791411042944786,-3.0
22,60,babble,0.7801635991820041,-3.0
23,60,babble,0.7789366053169734,-3.0
24,60,babble,0.7848670756646217,-3.0
0,60,kitchen,0.9543967280163599,24.0
1,60,kitchen,0.9529652351738241,24.0
2,60,kitchen,0.9562372188139059,24.0
3,60,kitchen,0.9541922290388548,24.0
4,60,kitchen,0.9531697341513292,24.0
5,60,kitchen,0.9572597137014315,24.0
6,60,kitchen,0.9525562372188139,24.0
7,60,kitchen,0.9570552147239264,24.0
8,60,kitchen,0.9521472392638037,24.0
9,60,kitchen,0.9535787321063395,24.0
10,60,kitchen,0.9578732106339468,24.0
11,60,kitchen,0.9586912065439673,24.0
12,60,kitchen,0.9539877300613497,24.0
13,60,kitchen,0.9537832310838446,24.0
14,60,kitchen,0.9558282208588957,24.0
15,60,kitchen,0.9556237218813906,24.0
16,60,kitchen,0.9574642126789366,24.0
17,60,kitchen,0.9525562372188139,24.0
18,60,kitchen,0.9494887525562372,24.0
19,60,kitchen,0.9550102249488752,24.0
20,60,kitchen,0.9564417177914111,24.0
21,60,kitchen,0.9554192229038855,24.0
22,60,kitchen,0.9541922290388548,24.0
23,60,kitchen,0.9558282208588957,24.0
24,60,kitchen,0.9539877300613497,24.0
0,60,kitchen,0.9527607361963191,21.0
1,60,kitchen,0.9525562372188139,21.0
2,60,kitchen,0.9548057259713701,21.0
3,60,kitchen,0.9507157464212679,21.0
4,60,kitchen,0.950920245398773,21.0
5,60,kitchen,0.9546012269938651,21.0
6,60,kitchen,0.9519427402862985,21.0
7,60,kitchen,0.9543967280163599,21.0
8,60,kitchen,0.9492842535787321,21.0
9,60,kitchen,0.9525562372188139,21.0
10,60,kitchen,0.9554192229038855,21.0
11,60,kitchen,0.9572597137014315,21.0
12,60,kitchen,0.9523517382413088,21.0
13,60,kitchen,0.9521472392638037,21.0
14,60,kitchen,0.9548057259713701,21.0
15,60,kitchen,0.9533742331288344,21.0
16,60,kitchen,0.9566462167689161,21.0
17,60,kitchen,0.9498977505112475,21.0
18,60,kitchen,0.9476482617586912,21.0
19,60,kitchen,0.9539877300613497,21.0
20,60,kitchen,0.9543967280163599,21.0
21,60,kitchen,0.9529652351738241,21.0
22,60,kitchen,0.9525562372188139,21.0
23,60,kitchen,0.9521472392638037,21.0
24,60,kitchen,0.9552147239263804,21.0
0,60,kitchen,0.9501022494887525,18.0
1,60,kitchen,0.9505112474437628,18.0
2,60,kitchen,0.9523517382413088,18.0
3,60,kitchen,0.9492842535787321,18.0
4,60,kitchen,0.9494887525562372,18.0
5,60,kitchen,0.9496932515337423,18.0
6,60,kitchen,0.9517382413087935,18.0
7,60,kitchen,0.9511247443762781,18.0
8,60,kitchen,0.9486707566462168,18.0
9,60,kitchen,0.9503067484662576,18.0
10,60,kitchen,0.9535787321063395,18.0
11,60,kitchen,0.9556237218813906,18.0
12,60,kitchen,0.9482617586912065,18.0
13,60,kitchen,0.9507157464212679,18.0
14,60,kitchen,0.9533742331288344,18.0
15,60,kitchen,0.9517382413087935,18.0
16,60,kitchen,0.9550102249488752,18.0
17,60,kitchen,0.9498977505112475,18.0
18,60,kitchen,0.9456032719836401,18.0
19,60,kitchen,0.9513292433537832,18.0
20,60,kitchen,0.9523517382413088,18.0
21,60,kitchen,0.9480572597137015,18.0
22,60,kitchen,0.9507157464212679,18.0
23,60,kitchen,0.9515337423312883,18.0
24,60,kitchen,0.9535787321063395,18.0
0,60,kitchen,0.9478527607361963,15.0
1,60,kitchen,0.9474437627811861,15.0
2,60,kitchen,0.9505112474437628,15.0
3,60,kitchen,0.947239263803681,15.0
4,60,kitchen,0.947239263803681,15.0
5,60,kitchen,0.9449897750511247,15.0
6,60,kitchen,0.9470347648261759,15.0
7,60,kitchen,0.9492842535787321,15.0
8,60,kitchen,0.9462167689161555,15.0
9,60,kitchen,0.9484662576687116,15.0
10,60,kitchen,0.9501022494887525,15.0
11,60,kitchen,0.9533742331288344,15.0
12,60,kitchen,0.9458077709611452,15.0
13,60,kitchen,0.9505112474437628,15.0
14,60,kitchen,0.9511247443762781,15.0
15,60,kitchen,0.9480572597137015,15.0
16,60,kitchen,0.9517382413087935,15.0
17,60,kitchen,0.9480572597137015,15.0
18,60,kitchen,0.941717791411043,15.0
19,60,kitchen,0.9488752556237219,15.0
20,60,kitchen,0.9488752556237219,15.0
21,60,kitchen,0.9466257668711656,15.0
22,60,kitchen,0.9478527607361963,15.0
23,60,kitchen,0.9486707566462168,15.0
24,60,kitchen,0.9492842535787321,15.0
0,60,kitchen,0.9443762781186094,12.0
1,60,kitchen,0.9464212678936605,12.0
2,60,kitchen,0.9468302658486708,12.0
3,60,kitchen,0.9433537832310839,12.0
4,60,kitchen,0.9439672801635992,12.0
5,60,kitchen,0.9408997955010225,12.0
6,60,kitchen,0.9451942740286299,12.0
7,60,kitchen,0.9482617586912065,12.0
8,60,kitchen,0.9439672801635992,12.0
9,60,kitchen,0.9458077709611452,12.0
10,60,kitchen,0.9462167689161555,12.0
11,60,kitchen,0.9501022494887525,12.0
12,60,kitchen,0.941922290388548,12.0
13,60,kitchen,0.9492842535787321,12.0
14,60,kitchen,0.9464212678936605,12.0
15,60,kitchen,0.9447852760736196,12.0
16,60,kitchen,0.9470347648261759,12.0
17,60,kitchen,0.9464212678936605,12.0
18,60,kitchen,0.9388548057259714,12.0
19,60,kitchen,0.9460122699386503,12.0
20,60,kitchen,0.9470347648261759,12.0
21,60,kitchen,0.943762781186094,12.0
22,60,kitchen,0.9439672801635992,12.0
23,60,kitchen,0.9443762781186094,12.0
24,60,kitchen,0.9445807770961145,12.0
0,60,kitchen,0.9411042944785276,9.0
1,60,kitchen,0.9406952965235174,9.0
2,60,kitchen,0.941922290388548,9.0
3,60,kitchen,0.9392638036809816,9.0
4,60,kitchen,0.9392638036809816,9.0
5,60,kitchen,0.9392638036809816,9.0
6,60,kitchen,0.938036809815951,9.0
7,60,kitchen,0.9449897750511247,9.0
8,60,kitchen,0.9388548057259714,9.0
9,60,kitchen,0.9394683026584867,9.0
10,60,kitchen,0.9421267893660532,9.0
11,60,kitchen,0.943558282208589,9.0
12,60,kitchen,0.9386503067484663,9.0
13,60,kitchen,0.945398773006135,9.0
14,60,kitchen,0.940081799591002,9.0
15,60,kitchen,0.9425357873210634,9.0
16,60,kitchen,0.941922290388548,9.0
17,60,kitchen,0.943558282208589,9.0
18,60,kitchen,0.9355828220858896,9.0
19,60,kitchen,0.9396728016359919,9.0
20,60,kitchen,0.9447852760736196,9.0
21,60,kitchen,0.940081799591002,9.0
22,60,kitchen,0.9406952965235174,9.0
23,60,kitchen,0.9427402862985685,9.0
24,60,kitchen,0.9408997955010225,9.0
0,60,kitchen,0.934560327198364,6.0
1,60,kitchen,0.9353783231083844,6.0
2,60,kitchen,0.9368098159509203,6.0
3,60,kitchen,0.9368098159509203,6.0
4,60,kitchen,0.9361963190184049,6.0
5,60,kitchen,0.9355828220858896,6.0
6,60,kitchen,0.932719836400818,6.0
7,60,kitchen,0.9394683026584867,6.0
8,60,kitchen,0.9337423312883436,6.0
9,60,kitchen,0.93640081799591,6.0
10,60,kitchen,0.9390593047034764,6.0
11,60,kitchen,0.938241308793456,6.0
12,60,kitchen,0.9337423312883436,6.0
13,60,kitchen,0.9384458077709611,6.0
14,60,kitchen,0.9341513292433538,6.0
15,60,kitchen,0.9390593047034764,6.0
16,60,kitchen,0.9392638036809816,6.0
17,60,kitchen,0.9394683026584867,6.0
18,60,kitchen,0.9339468302658487,6.0
19,60,kitchen,0.9353783231083844,6.0
20,60,kitchen,0.938036809815951,6.0
21,60,kitchen,0.9378323108384458,6.0
22,60,kitchen,0.9376278118609407,6.0
23,60,kitchen,0.9388548057259714,6.0
24,60,kitchen,0.9353783231083844,6.0
0,60,kitchen,0.930879345603272,3.0
1,60,kitchen,0.9292433537832311,3.0
2,60,kitchen,0.930879345603272,3.0
3,60,kitchen,0.9314928425357873,3.0
4,60,kitchen,0.9316973415132924,3.0
5,60,kitchen,0.9302658486707567,3.0
6,60,kitchen,0.9257668711656442,3.0
7,60,kitchen,0.9325153374233128,3.0
8,60,kitchen,0.9294478527607362,3.0
9,60,kitchen,0.9294478527607362,3.0
10,60,kitchen,0.9316973415132924,3.0
11,60,kitchen,0.9321063394683027,3.0
12,60,kitchen,0.9282208588957055,3.0
13,60,kitchen,0.9335378323108384,3.0
14,60,kitchen,0.9292433537832311,3.0
15,60,kitchen,0.9329243353783231,3.0
16,60,kitchen,0.9298568507157464,3.0
17,60,kitchen,0.9323108384458078,3.0
18,60,kitchen,0.929038854805726,3.0
19,60,kitchen,0.930879345603272,3.0
20,60,kitchen,0.9314928425357873,3.0
21,60,kitchen,0.9312883435582822,3.0
22,60,kitchen,0.9304703476482618,3.0
23,60,kitchen,0.9351738241308793,3.0
24,60,kitchen,0.9294478527607362,3.0
0,60,kitchen,0.9251533742331288,0.0
1,60,kitchen,0.9220858895705522,0.0
2,60,kitchen,0.9212678936605317,0.0
3,60,kitchen,0.9261758691206544,0.0
4,60,kitchen,0.9233128834355828,0.0
5,60,kitchen,0.9237218813905931,0.0
6,60,kitchen,0.9202453987730062,0.0
7,60,kitchen,0.9231083844580777,0.0
8,60,kitchen,0.9255623721881391,0.0
9,60,kitchen,0.9235173824130879,0.0
10,60,kitchen,0.9247443762781186,0.0
11,60,kitchen,0.9249488752556237,0.0
12,60,kitchen,0.9208588957055215,0.0
13,60,kitchen,0.9286298568507158,0.0
14,60,kitchen,0.9239263803680982,0.0
15,60,kitchen,0.9253578732106339,0.0
16,60,kitchen,0.9177914110429448,0.0
17,60,kitchen,0.9276073619631902,0.0
18,60,kitchen,0.9212678936605317,0.0
19,60,kitchen,0.9208588957055215,0.0
20,60,kitchen,0.9190184049079755,0.0
21,60,kitchen,0.9196319018404908,0.0
22,60,kitchen,0.9237218813905931,0.0
23,60,kitchen,0.9235173824130879,0.0
24,60,kitchen,0.9229038854805726,0.0
0,60,kitchen,0.9112474437627812,-3.0
1,60,kitchen,0.9149284253578732,-3.0
2,60,kitchen,0.908997955010225,-3.0
3,60,kitchen,0.9155419222903886,-3.0
4,60,kitchen,0.9122699386503067,-3.0
5,60,kitchen,0.911042944785276,-3.0
6,60,kitchen,0.9120654396728016,-3.0
7,60,kitchen,0.9106339468302659,-3.0
8,60,kitchen,0.9141104294478528,-3.0
9,60,kitchen,0.9169734151329243,-3.0
10,60,kitchen,0.9151329243353783,-3.0
11,60,kitchen,0.9165644171779141,-3.0
12,60,kitchen,0.910838445807771,-3.0
13,60,kitchen,0.9184049079754601,-3.0
14,60,kitchen,0.910838445807771,-3.0
15,60,kitchen,0.9159509202453988,-3.0
16,60,kitchen,0.905316973415133,-3.0
17,60,kitchen,0.9173824130879346,-3.0
18,60,kitchen,0.908997955010225,-3.0
19,60,kitchen,0.9120654396728016,-3.0
20,60,kitchen,0.905521472392638,-3.0
21,60,kitchen,0.9087934560327199,-3.0
22,60,kitchen,0.9141104294478528,-3.0
23,60,kitchen,0.910838445807771,-3.0
24,60,kitchen,0.9130879345603272,-3.0
0,60,office,0.9586912065439673,24.0
1,60,office,0.9597137014314928,24.0
2,60,office,0.959918200408998,24.0
3,60,office,0.9582822085889571,24.0
4,60,office,0.9574642126789366,24.0
5,60,office,0.9593047034764827,24.0
6,60,office,0.9578732106339468,24.0
7,60,office,0.9586912065439673,24.0
8,60,office,0.9570552147239264,24.0
9,60,office,0.9564417177914111,24.0
10,60,office,0.9578732106339468,24.0
11,60,office,0.9625766871165644,24.0
12,60,office,0.9591002044989775,24.0
13,60,office,0.9593047034764827,24.0
14,60,office,0.9586912065439673,24.0
15,60,office,0.9609406952965235,24.0
16,60,office,0.9609406952965235,24.0
17,60,office,0.9586912065439673,24.0
18,60,office,0.9537832310838446,24.0
19,60,office,0.9588957055214724,24.0
20,60,office,0.9591002044989775,24.0
21,60,office,0.9552147239263804,24.0
22,60,office,0.9591002044989775,24.0
23,60,office,0.9582822085889571,24.0
24,60,office,0.9588957055214724,24.0
0,60,office,0.9588957055214724,21.0
1,60,office,0.9597137014314928,21.0
2,60,office,0.9597137014314928,21.0
3,60,office,0.9580777096114519,21.0
4,60,office,0.9570552147239264,21.0
5,60,office,0.9584867075664621,21.0
6,60,office,0.9568507157464212,21.0
7,60,office,0.9582822085889571,21.0
8,60,office,0.9562372188139059,21.0
9,60,office,0.9550102249488752,21.0
10,60,office,0.9595092024539877,21.0
11,60,office,0.9619631901840491,21.0
12,60,office,0.9586912065439673,21.0
13,60,office,0.9568507157464212,21.0
14,60,office,0.9578732106339468,21.0
15,60,office,0.9591002044989775,21.0
16,60,office,0.9603271983640081,21.0
17,60,office,0.9582822085889571,21.0
18,60,office,0.9533742331288344,21.0
19,60,office,0.9584867075664621,21.0
20,60,office,0.9593047034764827,21.0
21,60,office,0.9562372188139059,21.0
22,60,office,0.9588957055214724,21.0
23,60,office,0.9574642126789366,21.0
24,60,office,0.9543967280163599,21.0
0,60,office,0.9591002044989775,18.0
1,60,office,0.9588957055214724,18.0
2,60,office,0.9593047034764827,18.0
3,60,office,0.9568507157464212,18.0
4,60,office,0.9564417177914111,18.0
5,60,office,0.9582822085889571,18.0
6,60,office,0.9562372188139059,18.0
7,60,office,0.9572597137014315,18.0
8,60,office,0.9539877300613497,18.0
9,60,office,0.9543967280163599,18.0
10,60,office,0.9584867075664621,18.0
11,60,office,0.9625766871165644,18.0
12,60,office,0.9570552147239264,18.0
13,60,office,0.9554192229038855,18.0
14,60,office,0.9564417177914111,18.0
15,60,office,0.9582822085889571,18.0
16,60,office,0.9578732106339468,18.0
17,60,office,0.9574642126789366,18.0
18,60,office,0.9521472392638037,18.0
19,60,office,0.9574642126789366,18.0
20,60,office,0.9586912065439673,18.0
21,60,office,0.9568507157464212,18.0
22,60,office,0.9574642126789366,18.0
23,60,office,0.9568507157464212,18.0
24,60,office,0.9546012269938651,18.0
0,60,office,0.9582822085889571,15.0
1,60,office,0.9580777096114519,15.0
2,60,office,0.9580777096114519,15.0
3,60,office,0.9564417177914111,15.0
4,60,office,0.9548057259713701,15.0
5,60,office,0.9554192229038855,15.0
6,60,office,0.9558282208588957,15.0
7,60,office,0.9570552147239264,15.0
8,60,office,0.9550102249488752,15.0
9,60,office,0.9527607361963191,15.0
10,60,office,0.9580777096114519,15.0
11,60,office,0.9611451942740287,15.0
12,60,office,0.9560327198364008,15.0
13,60,office,0.9570552147239264,15.0
14,60,office,0.9556237218813906,15.0
15,60,office,0.9568507157464212,15.0
16,60,office,0.9580777096114519,15.0
17,60,office,0.9588957055214724,15.0
18,60,office,0.9511247443762781,15.0
19,60,office,0.9556237218813906,15.0
20,60,office,0.9578732106339468,15.0
21,60,office,0.9562372188139059,15.0
22,60,office,0.9582822085889571,15.0
23,60,office,0.9564417177914111,15.0
24,60,office,0.9543967280163599,15.0
0,60,office,0.9570552147239264,12.0
1,60,office,0.9556237218813906,12.0
2,60,office,0.9564417177914111,12.0
3,60,office,0.9539877300613497,12.0
4,60,office,0.9531697341513292,12.0
5,60,office,0.9541922290388548,12.0
6,60,office,0.9535787321063395,12.0
7,60,office,0.9546012269938651,12.0
8,60,office,0.9527607361963191,12.0
9,60,office,0.9529652351738241,12.0
10,60,office,0.9550102249488752,12.0
11,60,office,0.9588957055214724,12.0
12,60,office,0.9556237218813906,12.0
13,60,office,0.9554192229038855,12.0
14,60,office,0.9564417177914111,12.0
15,60,office,0.9541922290388548,12.0
16,60,office,0.9574642126789366,12.0
17,60,office,0.9572597137014315,12.0
18,60,office,0.9503067484662576,12.0
19,60,office,0.9541922290388548,12.0
20,60,office,0.9562372188139059,12.0
21,60,office,0.9546012269938651,12.0
22,60,office,0.9556237218813906,12.0
23,60,office,0.9558282208588957,12.0
24,60,office,0.9515337423312883,12.0
0,60,office,0.9535787321063395,9.0
1,60,office,0.9537832310838446,9.0
2,60,office,0.9546012269938651,9.0
3,60,office,0.9515337423312883,9.0
4,60,office,0.9519427402862985,9.0
5,60,office,0.9511247443762781,9.0
6,60,office,0.9511247443762781,9.0
7,60,office,0.9529652351738241,9.0
8,60,office,0.9507157464212679,9.0
9,60,office,0.9498977505112475,9.0
10,60,office,0.9537832310838446,9.0
11,60,office,0.9566462167689161,9.0
12,60,office,0.9529652351738241,9.0
13,60,office,0.9531697341513292,9.0
14,60,office,0.9539877300613497,9.0
15,60,office,0.9519427402862985,9.0
16,60,office,0.9558282208588957,9.0
17,60,office,0.9560327198364008,9.0
18,60,office,0.9498977505112475,9.0
19,60,office,0.949079754601227,9.0
20,60,office,0.9541922290388548,9.0
21,60,office,0.9515337423312883,9.0
22,60,office,0.9539877300613497,9.0
23,60,office,0.9543967280163599,9.0
24,60,office,0.9496932515337423,9.0
0,60,office,0.9505112474437628,6.0
1,60,office,0.9533742331288344,6.0
2,60,office,0.9529652351738241,6.0
3,60,office,0.9482617586912065,6.0
4,60,office,0.9505112474437628,6.0
5,60,office,0.9496932515337423,6.0
6,60,office,0.9494887525562372,6.0
7,60,office,0.9505112474437628,6.0
8,60,office,0.9486707566462168,6.0
9,60,office,0.9484662576687116,6.0
10,60,office,0.9541922290388548,6.0
11,60,office,0.9539877300613497,6.0
12,60,office,0.9505112474437628,6.0
13,60,office,0.9498977505112475,6.0
14,60,office,0.9517382413087935,6.0
15,60,office,0.9517382413087935,6.0
16,60,office,0.9537832310838446,6.0
17,60,office,0.9527607361963191,6.0
18,60,office,0.9470347648261759,6.0
19,60,office,0.9470347648261759,6.0
20,60,office,0.9515337423312883,6.0
21,60,office,0.9492842535787321,6.0
22,60,office,0.9515337423312883,6.0
23,60,office,0.9521472392638037,6.0
24,60,office,0.9486707566462168,6.0
0,60,office,0.9478527607361963,3.0
1,60,office,0.9503067484662576,3.0
2,60,office,0.9480572597137015,3.0
3,60,office,0.9449897750511247,3.0
4,60,office,0.9458077709611452,3.0
5,60,office,0.943762781186094,3.0
6,60,office,0.9462167689161555,3.0
7,60,office,0.945398773006135,3.0
8,60,office,0.9468302658486708,3.0
9,60,office,0.9468302658486708,3.0
10,60,office,0.9492842535787321,3.0
11,60,office,0.9507157464212679,3.0
12,60,office,0.9476482617586912,3.0
13,60,office,0.9470347648261759,3.0
14,60,office,0.9478527607361963,3.0
15,60,office,0.947239263803681,3.0
16,60,office,0.9519427402862985,3.0
17,60,office,0.9464212678936605,3.0
18,60,office,0.9423312883435583,3.0
19,60,office,0.9460122699386503,3.0
20,60,office,0.9466257668711656,3.0
21,60,office,0.9484662576687116,3.0
22,60,office,0.9474437627811861,3.0
23,60,office,0.9492842535787321,3.0
24,60,office,0.9476482617586912,3.0
0,60,office,0.9408997955010225,0.0
1,60,office,0.9456032719836401,0.0
2,60,office,0.941922290388548,0.0
3,60,office,0.939877300613497,0.0
4,60,office,0.9411042944785276,0.0
5,60,office,0.9433537832310839,0.0
6,60,office,0.9413087934560327,0.0
7,60,office,0.9413087934560327,0.0
8,60,office,0.9421267893660532,0.0
9,60,office,0.9415132924335379,0.0
10,60,office,0.9447852760736196,0.0
11,60,office,0.9484662576687116,0.0
12,60,office,0.943558282208589,0.0
13,60,office,0.9441717791411043,0.0
14,60,office,0.9470347648261759,0.0
15,60,office,0.9449897750511247,0.0
16,60,office,0.9482617586912065,0.0
17,60,office,0.9415132924335379,0.0
18,60,office,0.9378323108384458,0.0
19,60,office,0.9413087934560327,0.0
20,60,office,0.943762781186094,0.0
21,60,office,0.9447852760736196,0.0
22,60,office,0.939877300613497,0.0
23,60,office,0.943558282208589,0.0
24,60,office,0.9425357873210634,0.0
0,60,office,0.9357873210633947,-3.0
1,60,office,0.9384458077709611,-3.0
2,60,office,0.9372188139059304,-3.0
3,60,office,0.9374233128834356,-3.0
4,60,office,0.938036809815951,-3.0
5,60,office,0.9402862985685072,-3.0
6,60,office,0.9359918200408998,-3.0
7,60,office,0.9347648261758691,-3.0
8,60,office,0.938036809815951,-3.0
9,60,office,0.9388548057259714,-3.0
10,60,office,0.9423312883435583,-3.0
11,60,office,0.9429447852760736,-3.0
12,60,office,0.9378323108384458,-3.0
13,60,office,0.9402862985685072,-3.0
14,60,office,0.9390593047034764,-3.0
15,60,office,0.9370143149284254,-3.0
16,60,office,0.9423312883435583,-3.0
17,60,office,0.9374233128834356,-3.0
18,60,office,0.9325153374233128,-3.0
19,60,office,0.9310838445807771,-3.0
20,60,office,0.9357873210633947,-3.0
21,60,office,0.9406952965235174,-3.0
22,60,office,0.9357873210633947,-3.0
23,60,office,0.9378323108384458,-3.0
24,60,office,0.9355828220858896,-3.0
0,60,living,0.9554192229038855,24.0
1,60,living,0.9570552147239264,24.0
2,60,living,0.9601226993865031,24.0
3,60,living,0.9564417177914111,24.0
4,60,living,0.9572597137014315,24.0
5,60,living,0.9613496932515337,24.0
6,60,living,0.9558282208588957,24.0
