seed,noise_percentage,noise_test,accuracy,noise_snr
9,20,office,0.941922290388548,3.0
10,20,office,0.9447852760736196,3.0
11,20,office,0.9476482617586912,3.0
12,20,office,0.9478527607361963,3.0
13,20,office,0.941717791411043,3.0
14,20,office,0.9427402862985685,3.0
15,20,office,0.9443762781186094,3.0
16,20,office,0.9441717791411043,3.0
17,20,office,0.9447852760736196,3.0
18,20,office,0.939877300613497,3.0
19,20,office,0.9386503067484663,3.0
20,20,office,0.9406952965235174,3.0
21,20,office,0.9447852760736196,3.0
22,20,office,0.940081799591002,3.0
23,20,office,0.9423312883435583,3.0
24,20,office,0.9431492842535787,3.0
0,20,office,0.9329243353783231,0.0
1,20,office,0.9359918200408998,0.0
2,20,office,0.9378323108384458,0.0
3,20,office,0.940081799591002,0.0
4,20,office,0.9331288343558283,0.0
5,20,office,0.938036809815951,0.0
6,20,office,0.938241308793456,0.0
7,20,office,0.9384458077709611,0.0
8,20,office,0.9386503067484663,0.0
9,20,office,0.934560327198364,0.0
10,20,office,0.9402862985685072,0.0
11,20,office,0.9390593047034764,0.0
12,20,office,0.9406952965235174,0.0
13,20,office,0.9361963190184049,0.0
14,20,office,0.939877300613497,0.0
15,20,office,0.9351738241308793,0.0
16,20,office,0.938036809815951,0.0
17,20,office,0.9384458077709611,0.0
18,20,office,0.9339468302658487,0.0
19,20,office,0.9337423312883436,0.0
20,20,office,0.93640081799591,0.0
21,20,office,0.9439672801635992,0.0
22,20,office,0.9341513292433538,0.0
23,20,office,0.93640081799591,0.0
24,20,office,0.9384458077709611,0.0
0,20,office,0.9261758691206544,-3.0
1,20,office,0.9319018404907975,-3.0
2,20,office,0.9306748466257668,-3.0
3,20,office,0.9341513292433538,-3.0
4,20,office,0.9265848670756647,-3.0
5,20,office,0.9310838445807771,-3.0
6,20,office,0.9298568507157464,-3.0
7,20,office,0.9312883435582822,-3.0
8,20,office,0.9335378323108384,-3.0
9,20,office,0.929038854805726,-3.0
10,20,office,0.9325153374233128,-3.0
11,20,office,0.9353783231083844,-3.0
12,20,office,0.9329243353783231,-3.0
13,20,office,0.9298568507157464,-3.0
14,20,office,0.9349693251533743,-3.0
15,20,office,0.9280163599182004,-3.0
16,20,office,0.9312883435582822,-3.0
17,20,office,0.9331288343558283,-3.0
18,20,office,0.9276073619631902,-3.0
19,20,office,0.9249488752556237,-3.0
20,20,office,0.9333333333333333,-3.0
21,20,office,0.938036809815951,-3.0
22,20,office,0.9259713701431492,-3.0
23,20,office,0.9296523517382413,-3.0
24,20,office,0.9347648261758691,-3.0
0,20,living,0.9564417177914111,24.0
1,20,living,0.9560327198364008,24.0
2,20,living,0.959918200408998,24.0
3,20,living,0.9584867075664621,24.0
4,20,living,0.9554192229038855,24.0
5,20,living,0.9609406952965235,24.0
6,20,living,0.9552147239263804,24.0
7,20,living,0.9588957055214724,24.0
8,20,living,0.9566462167689161,24.0
9,20,living,0.9566462167689161,24.0
10,20,living,0.9576687116564417,24.0
11,20,living,0.9603271983640081,24.0
12,20,living,0.9603271983640081,24.0
13,20,living,0.9564417177914111,24.0
14,20,living,0.9580777096114519,24.0
15,20,living,0.9572597137014315,24.0
16,20,living,0.9593047034764827,24.0
17,20,living,0.9597137014314928,24.0
18,20,living,0.9537832310838446,24.0
19,20,living,0.9546012269938651,24.0
20,20,living,0.9550102249488752,24.0
21,20,living,0.9580777096114519,24.0
22,20,living,0.9586912065439673,24.0
23,20,living,0.9523517382413088,24.0
24,20,living,0.9562372188139059,24.0
0,20,living,0.9562372188139059,21.0
1,20,living,0.9550102249488752,21.0
2,20,living,0.9584867075664621,21.0
3,20,living,0.9558282208588957,21.0
4,20,living,0.9527607361963191,21.0
5,20,living,0.9578732106339468,21.0
6,20,living,0.9517382413087935,21.0
7,20,living,0.9558282208588957,21.0
8,20,living,0.9541922290388548,21.0
9,20,living,0.9574642126789366,21.0
10,20,living,0.9578732106339468,21.0
11,20,living,0.9588957055214724,21.0
12,20,living,0.9578732106339468,21.0
13,20,living,0.9550102249488752,21.0
14,20,living,0.9572597137014315,21.0
15,20,living,0.9552147239263804,21.0
16,20,living,0.9564417177914111,21.0
17,20,living,0.9568507157464212,21.0
18,20,living,0.9531697341513292,21.0
19,20,living,0.9548057259713701,21.0
20,20,living,0.9548057259713701,21.0
21,20,living,0.9574642126789366,21.0
22,20,living,0.9566462167689161,21.0
23,20,living,0.9523517382413088,21.0
24,20,living,0.9548057259713701,21.0
0,20,living,0.9543967280163599,18.0
1,20,living,0.9531697341513292,18.0
2,20,living,0.9556237218813906,18.0
3,20,living,0.9537832310838446,18.0
4,20,living,0.9511247443762781,18.0
5,20,living,0.9552147239263804,18.0
6,20,living,0.950920245398773,18.0
7,20,living,0.9527607361963191,18.0
8,20,living,0.9511247443762781,18.0
9,20,living,0.9546012269938651,18.0
10,20,living,0.9558282208588957,18.0
11,20,living,0.9560327198364008,18.0
12,20,living,0.9554192229038855,18.0
13,20,living,0.9531697341513292,18.0
14,20,living,0.9537832310838446,18.0
15,20,living,0.9521472392638037,18.0
16,20,living,0.9548057259713701,18.0
17,20,living,0.9548057259713701,18.0
18,20,living,0.9511247443762781,18.0
19,20,living,0.9525562372188139,18.0
20,20,living,0.9521472392638037,18.0
21,20,living,0.9533742331288344,18.0
22,20,living,0.9535787321063395,18.0
23,20,living,0.9511247443762781,18.0
24,20,living,0.9548057259713701,18.0
0,20,living,0.9521472392638037,15.0
1,20,living,0.9486707566462168,15.0
2,20,living,0.9535787321063395,15.0
3,20,living,0.9517382413087935,15.0
4,20,living,0.9482617586912065,15.0
5,20,living,0.9511247443762781,15.0
6,20,living,0.9488752556237219,15.0
7,20,living,0.9507157464212679,15.0
8,20,living,0.9513292433537832,15.0
9,20,living,0.950920245398773,15.0
10,20,living,0.9503067484662576,15.0
11,20,living,0.9519427402862985,15.0
12,20,living,0.9515337423312883,15.0
13,20,living,0.9519427402862985,15.0
14,20,living,0.9486707566462168,15.0
15,20,living,0.9505112474437628,15.0
16,20,living,0.9527607361963191,15.0
17,20,living,0.9543967280163599,15.0
18,20,living,0.9498977505112475,15.0
19,20,living,0.9478527607361963,15.0
20,20,living,0.9488752556237219,15.0
21,20,living,0.9511247443762781,15.0
22,20,living,0.9503067484662576,15.0
23,20,living,0.9470347648261759,15.0
24,20,living,0.9527607361963191,15.0
0,20,living,0.9443762781186094,12.0
1,20,living,0.9445807770961145,12.0
2,20,living,0.9488752556237219,12.0
3,20,living,0.9441717791411043,12.0
4,20,living,0.9429447852760736,12.0
5,20,living,0.947239263803681,12.0
6,20,living,0.9443762781186094,12.0
7,20,living,0.9451942740286299,12.0
8,20,living,0.945398773006135,12.0
9,20,living,0.947239263803681,12.0
10,20,living,0.9456032719836401,12.0
11,20,living,0.9494887525562372,12.0
12,20,living,0.945398773006135,12.0
13,20,living,0.9482617586912065,12.0
14,20,living,0.9445807770961145,12.0
15,20,living,0.9451942740286299,12.0
16,20,living,0.9468302658486708,12.0
17,20,living,0.9507157464212679,12.0
18,20,living,0.9456032719836401,12.0
19,20,living,0.943762781186094,12.0
20,20,living,0.9449897750511247,12.0
21,20,living,0.9482617586912065,12.0
22,20,living,0.9468302658486708,12.0
23,20,living,0.9441717791411043,12.0
24,20,living,0.947239263803681,12.0
0,20,living,0.9402862985685072,9.0
1,20,living,0.9411042944785276,9.0
2,20,living,0.9427402862985685,9.0
3,20,living,0.9396728016359919,9.0
4,20,living,0.939877300613497,9.0
5,20,living,0.9421267893660532,9.0
6,20,living,0.9366053169734151,9.0
7,20,living,0.9402862985685072,9.0
8,20,living,0.9421267893660532,9.0
9,20,living,0.9411042944785276,9.0
10,20,living,0.9406952965235174,9.0
11,20,living,0.9439672801635992,9.0
12,20,living,0.9415132924335379,9.0
13,20,living,0.9427402862985685,9.0
14,20,living,0.938241308793456,9.0
15,20,living,0.9370143149284254,9.0
16,20,living,0.9411042944785276,9.0
17,20,living,0.9447852760736196,9.0
18,20,living,0.941717791411043,9.0
19,20,living,0.9374233128834356,9.0
20,20,living,0.9378323108384458,9.0
21,20,living,0.9413087934560327,9.0
22,20,living,0.9411042944785276,9.0
23,20,living,0.9392638036809816,9.0
24,20,living,0.941922290388548,9.0
0,20,living,0.9316973415132924,6.0
1,20,living,0.9333333333333333,6.0
2,20,living,0.9323108384458078,6.0
3,20,living,0.9312883435582822,6.0
4,20,living,0.9304703476482618,6.0
5,20,living,0.9341513292433538,6.0
6,20,living,0.9298568507157464,6.0
7,20,living,0.9333333333333333,6.0
8,20,living,0.9347648261758691,6.0
9,20,living,0.9286298568507158,6.0
10,20,living,0.9312883435582822,6.0
11,20,living,0.9353783231083844,6.0
12,20,living,0.9343558282208589,6.0
13,20,living,0.9331288343558283,6.0
14,20,living,0.9321063394683027,6.0
15,20,living,0.9280163599182004,6.0
16,20,living,0.9329243353783231,6.0
17,20,living,0.93640081799591,6.0
18,20,living,0.9314928425357873,6.0
19,20,living,0.9300613496932515,6.0
20,20,living,0.9316973415132924,6.0
21,20,living,0.9329243353783231,6.0
22,20,living,0.9321063394683027,6.0
23,20,living,0.9335378323108384,6.0
24,20,living,0.9316973415132924,6.0
0,20,living,0.918200408997955,3.0
1,20,living,0.9210633946830266,3.0
2,20,living,0.918200408997955,3.0
3,20,living,0.9222903885480572,3.0
4,20,living,0.9224948875255624,3.0
5,20,living,0.9226993865030675,3.0
6,20,living,0.916359918200409,3.0
7,20,living,0.9257668711656442,3.0
8,20,living,0.9245398773006135,3.0
9,20,living,0.9157464212678936,3.0
10,20,living,0.9206543967280164,3.0
11,20,living,0.9210633946830266,3.0
12,20,living,0.9210633946830266,3.0
13,20,living,0.9233128834355828,3.0
14,20,living,0.9179959100204499,3.0
15,20,living,0.9165644171779141,3.0
16,20,living,0.9226993865030675,3.0
17,20,living,0.9257668711656442,3.0
18,20,living,0.9186094069529652,3.0
19,20,living,0.9200408997955011,3.0
20,20,living,0.9229038854805726,3.0
21,20,living,0.9188139059304703,3.0
22,20,living,0.9224948875255624,3.0
23,20,living,0.9233128834355828,3.0
24,20,living,0.9194274028629856,3.0
0,20,living,0.8965235173824131,0.0
1,20,living,0.9020449897750511,0.0
2,20,living,0.9004089979550102,0.0
3,20,living,0.9075664621676892,0.0
4,20,living,0.9063394683026584,0.0
5,20,living,0.9057259713701431,0.0
6,20,living,0.8969325153374234,0.0
7,20,living,0.9075664621676892,0.0
8,20,living,0.9075664621676892,0.0
9,20,living,0.8985685071574642,0.0
10,20,living,0.9049079754601227,0.0
11,20,living,0.9100204498977505,0.0
12,20,living,0.9087934560327199,0.0
13,20,living,0.9081799591002045,0.0
14,20,living,0.905316973415133,0.0
15,20,living,0.905316973415133,0.0
16,20,living,0.9049079754601227,0.0
17,20,living,0.907361963190184,0.0
18,20,living,0.9006134969325154,0.0
19,20,living,0.9,0.0
20,20,living,0.9059304703476483,0.0
21,20,living,0.9065439672801636,0.0
22,20,living,0.9042944785276074,0.0
23,20,living,0.9065439672801636,0.0
24,20,living,0.9002044989775051,0.0
0,20,living,0.8652351738241308,-3.0
1,20,living,0.872597137014315,-3.0
2,20,living,0.8683026584867075,-3.0
3,20,living,0.881799591002045,-3.0
4,20,living,0.8809815950920246,-3.0
5,20,living,0.8813905930470347,-3.0
6,20,living,0.8687116564417178,-3.0
7,20,living,0.8840490797546012,-3.0
8,20,living,0.8797546012269939,-3.0
9,20,living,0.8658486707566462,-3.0
10,20,living,0.8750511247443763,-3.0
11,20,living,0.8824130879345603,-3.0
12,20,living,0.878118609406953,-3.0
13,20,living,0.8850715746421268,-3.0
14,20,living,0.881799591002045,-3.0
15,20,living,0.8768916155419223,-3.0
16,20,living,0.8752556237218814,-3.0
17,20,living,0.8828220858895706,-3.0
18,20,living,0.8811860940695296,-3.0
19,20,living,0.8662576687116564,-3.0
20,20,living,0.8830265848670756,-3.0
21,20,living,0.879959100204499,-3.0
22,20,living,0.8805725971370143,-3.0
23,20,living,0.8775051124744376,-3.0
24,20,living,0.8652351738241308,-3.0
0,40,white,0.9474437627811861,24.0
1,40,white,0.9456032719836401,24.0
2,40,white,0.9480572597137015,24.0
3,40,white,0.9478527607361963,24.0
4,40,white,0.9476482617586912,24.0
5,40,white,0.9515337423312883,24.0
6,40,white,0.9466257668711656,24.0
7,40,white,0.9480572597137015,24.0
8,40,white,0.9451942740286299,24.0
9,40,white,0.9476482617586912,24.0
10,40,white,0.9460122699386503,24.0
11,40,white,0.9482617586912065,24.0
12,40,white,0.9535787321063395,24.0
13,40,white,0.9513292433537832,24.0
14,40,white,0.9474437627811861,24.0
15,40,white,0.9466257668711656,24.0
16,40,white,0.9478527607361963,24.0
17,40,white,0.9476482617586912,24.0
18,40,white,0.9447852760736196,24.0
19,40,white,0.9464212678936605,24.0
20,40,white,0.9470347648261759,24.0
21,40,white,0.9456032719836401,24.0
22,40,white,0.9474437627811861,24.0
23,40,white,0.9541922290388548,24.0
24,40,white,0.9460122699386503,24.0
0,40,white,0.9447852760736196,21.0
1,40,white,0.9390593047034764,21.0
2,40,white,0.9427402862985685,21.0
3,40,white,0.945398773006135,21.0
4,40,white,0.9443762781186094,21.0
5,40,white,0.9443762781186094,21.0
6,40,white,0.9443762781186094,21.0
7,40,white,0.943558282208589,21.0
8,40,white,0.9408997955010225,21.0
9,40,white,0.9474437627811861,21.0
10,40,white,0.941717791411043,21.0
11,40,white,0.9421267893660532,21.0
12,40,white,0.9474437627811861,21.0
13,40,white,0.9458077709611452,21.0
14,40,white,0.9411042944785276,21.0
15,40,white,0.9433537832310839,21.0
16,40,white,0.9421267893660532,21.0
17,40,white,0.9443762781186094,21.0
18,40,white,0.9415132924335379,21.0
19,40,white,0.943762781186094,21.0
20,40,white,0.9402862985685072,21.0
21,40,white,0.943762781186094,21.0
22,40,white,0.9456032719836401,21.0
23,40,white,0.9460122699386503,21.0
24,40,white,0.9433537832310839,21.0
0,40,white,0.9376278118609407,18.0
1,40,white,0.9384458077709611,18.0
2,40,white,0.9372188139059304,18.0
3,40,white,0.943762781186094,18.0
4,40,white,0.9392638036809816,18.0
5,40,white,0.940081799591002,18.0
6,40,white,0.938036809815951,18.0
7,40,white,0.9349693251533743,18.0
8,40,white,0.9329243353783231,18.0
9,40,white,0.9423312883435583,18.0
10,40,white,0.9361963190184049,18.0
11,40,white,0.9355828220858896,18.0
12,40,white,0.941717791411043,18.0
13,40,white,0.9421267893660532,18.0
14,40,white,0.9372188139059304,18.0
15,40,white,0.9374233128834356,18.0
16,40,white,0.9388548057259714,18.0
17,40,white,0.9425357873210634,18.0
18,40,white,0.9370143149284254,18.0
19,40,white,0.9359918200408998,18.0
20,40,white,0.9359918200408998,18.0
21,40,white,0.9396728016359919,18.0
22,40,white,0.9366053169734151,18.0
23,40,white,0.9404907975460123,18.0
24,40,white,0.9366053169734151,18.0
0,40,white,0.9304703476482618,15.0
1,40,white,0.9292433537832311,15.0
2,40,white,0.9310838445807771,15.0
3,40,white,0.9366053169734151,15.0
4,40,white,0.932719836400818,15.0
5,40,white,0.9366053169734151,15.0
6,40,white,0.9325153374233128,15.0
7,40,white,0.9337423312883436,15.0
8,40,white,0.9286298568507158,15.0
9,40,white,0.9333333333333333,15.0
10,40,white,0.9292433537832311,15.0
11,40,white,0.9296523517382413,15.0
12,40,white,0.9319018404907975,15.0
13,40,white,0.9329243353783231,15.0
14,40,white,0.9319018404907975,15.0
15,40,white,0.9321063394683027,15.0
16,40,white,0.9298568507157464,15.0
17,40,white,0.9321063394683027,15.0
18,40,white,0.9284253578732107,15.0
19,40,white,0.930879345603272,15.0
20,40,white,0.9294478527607362,15.0
21,40,white,0.9302658486707567,15.0
22,40,white,0.932719836400818,15.0
23,40,white,0.9353783231083844,15.0
24,40,white,0.9280163599182004,15.0
0,40,white,0.9190184049079755,12.0
1,40,white,0.9177914110429448,12.0
2,40,white,0.9220858895705522,12.0
3,40,white,0.9249488752556237,12.0
4,40,white,0.9224948875255624,12.0
5,40,white,0.9202453987730062,12.0
6,40,white,0.9226993865030675,12.0
7,40,white,0.9198364008179959,12.0
8,40,white,0.9165644171779141,12.0
9,40,white,0.9267893660531697,12.0
10,40,white,0.9198364008179959,12.0
11,40,white,0.9190184049079755,12.0
12,40,white,0.9241308793456032,12.0
13,40,white,0.9251533742331288,12.0
14,40,white,0.9216768916155419,12.0
15,40,white,0.9241308793456032,12.0
16,40,white,0.9212678936605317,12.0
17,40,white,0.9247443762781186,12.0
18,40,white,0.9220858895705522,12.0
19,40,white,0.9218813905930471,12.0
20,40,white,0.9179959100204499,12.0
21,40,white,0.9206543967280164,12.0
22,40,white,0.9235173824130879,12.0
23,40,white,0.9224948875255624,12.0
24,40,white,0.9226993865030675,12.0
0,40,white,0.9083844580777096,9.0
1,40,white,0.9077709611451943,9.0
2,40,white,0.9104294478527607,9.0
3,40,white,0.9151329243353783,9.0
4,40,white,0.914519427402863,9.0
5,40,white,0.9087934560327199,9.0
6,40,white,0.9085889570552147,9.0
7,40,white,0.9083844580777096,9.0
8,40,white,0.9087934560327199,9.0
9,40,white,0.9134969325153375,9.0
10,40,white,0.9069529652351738,9.0
11,40,white,0.9122699386503067,9.0
12,40,white,0.9141104294478528,9.0
13,40,white,0.9153374233128835,9.0
14,40,white,0.9087934560327199,9.0
15,40,white,0.9134969325153375,9.0
16,40,white,0.9087934560327199,9.0
17,40,white,0.9116564417177914,9.0
18,40,white,0.9096114519427403,9.0
19,40,white,0.9098159509202454,9.0
20,40,white,0.9124744376278119,9.0
21,40,white,0.9102249488752556,9.0
22,40,white,0.907157464212679,9.0
23,40,white,0.9143149284253579,9.0
24,40,white,0.9061349693251534,9.0
0,40,white,0.8936605316973415,6.0
1,40,white,0.8893660531697342,6.0
2,40,white,0.8957055214723927,6.0
3,40,white,0.8973415132924335,6.0
4,40,white,0.8991820040899795,6.0
5,40,white,0.8891615541922291,6.0
6,40,white,0.8987730061349694,6.0
7,40,white,0.8950920245398774,6.0
8,40,white,0.8950920245398774,6.0
9,40,white,0.894478527607362,6.0
10,40,white,0.903680981595092,6.0
11,40,white,0.8965235173824131,6.0
12,40,white,0.8991820040899795,6.0
13,40,white,0.9008179959100204,6.0
14,40,white,0.8987730061349694,6.0
15,40,white,0.8950920245398774,6.0
16,40,white,0.8950920245398774,6.0
17,40,white,0.8995910020449898,6.0
18,40,white,0.8969325153374234,6.0
19,40,white,0.8924335378323108,6.0
20,40,white,0.9026584867075664,6.0
21,40,white,0.8955010224948875,6.0
22,40,white,0.8973415132924335,6.0
23,40,white,0.9008179959100204,6.0
24,40,white,0.8975460122699387,6.0
0,40,white,0.8734151329243354,3.0
1,40,white,0.8721881390593047,3.0
2,40,white,0.874642126789366,3.0
3,40,white,0.8805725971370143,3.0
4,40,white,0.8809815950920246,3.0
5,40,white,0.8717791411042944,3.0
6,40,white,0.8732106339468303,3.0
7,40,white,0.874642126789366,3.0
8,40,white,0.8742331288343558,3.0
9,40,white,0.8777096114519427,3.0
10,40,white,0.8791411042944786,3.0
11,40,white,0.8734151329243354,3.0
12,40,white,0.878323108384458,3.0
13,40,white,0.8809815950920246,3.0
14,40,white,0.8803680981595092,3.0
15,40,white,0.8766871165644172,3.0
16,40,white,0.870961145194274,3.0
17,40,white,0.8758691206543967,3.0
18,40,white,0.8809815950920246,3.0
19,40,white,0.8775051124744376,3.0
20,40,white,0.879959100204499,3.0
21,40,white,0.8779141104294479,3.0
22,40,white,0.878323108384458,3.0
23,40,white,0.8844580777096115,3.0
24,40,white,0.8717791411042944,3.0
0,40,white,0.8519427402862986,0.0
1,40,white,0.8498977505112475,0.0
2,40,white,0.8515337423312883,0.0
3,40,white,0.8498977505112475,0.0
4,40,white,0.8568507157464212,0.0
5,40,white,0.8480572597137014,0.0
6,40,white,0.8515337423312883,0.0
7,40,white,0.8488752556237219,0.0
8,40,white,0.8466257668711656,0.0
9,40,white,0.8552147239263803,0.0
10,40,white,0.8505112474437628,0.0
11,40,white,0.8513292433537832,0.0
12,40,white,0.8554192229038855,0.0
13,40,white,0.8607361963190184,0.0
14,40,white,0.8529652351738242,0.0
15,40,white,0.849079754601227,0.0
16,40,white,0.8480572597137014,0.0
17,40,white,0.8498977505112475,0.0
18,40,white,0.8515337423312883,0.0
19,40,white,0.8443762781186094,0.0
20,40,white,0.8505112474437628,0.0
21,40,white,0.8529652351738242,0.0
22,40,white,0.8564417177914111,0.0
23,40,white,0.8584867075664622,0.0
24,40,white,0.8439672801635992,0.0
0,40,white,0.8118609406952966,-3.0
1,40,white,0.8032719836400818,-3.0
2,40,white,0.8102249488752556,-3.0
3,40,white,0.8016359918200409,-3.0
4,40,white,0.8102249488752556,-3.0
5,40,white,0.8051124744376278,-3.0
6,40,white,0.8051124744376278,-3.0
7,40,white,0.8114519427402863,-3.0
8,40,white,0.7940695296523518,-3.0
9,40,white,0.8175869120654397,-3.0
10,40,white,0.8102249488752556,-3.0
11,40,white,0.8102249488752556,-3.0
12,40,white,0.8004089979550102,-3.0
13,40,white,0.80920245398773,-3.0
14,40,white,0.8051124744376278,-3.0
15,40,white,0.8081799591002045,-3.0
16,40,white,0.8024539877300614,-3.0
17,40,white,0.8104294478527607,-3.0
18,40,white,0.8087934560327198,-3.0
19,40,white,0.8034764826175869,-3.0
20,40,white,0.8096114519427403,-3.0
21,40,white,0.805521472392638,-3.0
22,40,white,0.8057259713701431,-3.0
23,40,white,0.8100204498977505,-3.0
24,40,white,0.8063394683026585,-3.0
0,40,pink,0.9488752556237219,24.0
1,40,pink,0.9451942740286299,24.0
2,40,pink,0.9484662576687116,24.0
3,40,pink,0.950920245398773,24.0
4,40,pink,0.950920245398773,24.0
5,40,pink,0.9480572597137015,24.0
6,40,pink,0.9470347648261759,24.0
7,40,pink,0.9458077709611452,24.0
8,40,pink,0.9406952965235174,24.0
9,40,pink,0.9488752556237219,24.0
10,40,pink,0.9431492842535787,24.0
11,40,pink,0.9464212678936605,24.0
12,40,pink,0.950920245398773,24.0
13,40,pink,0.9511247443762781,24.0
14,40,pink,0.9482617586912065,24.0
15,40,pink,0.9466257668711656,24.0
16,40,pink,0.9476482617586912,24.0
17,40,pink,0.9488752556237219,24.0
18,40,pink,0.9468302658486708,24.0
19,40,pink,0.9470347648261759,24.0
20,40,pink,0.945398773006135,24.0
21,40,pink,0.947239263803681,24.0
22,40,pink,0.9460122699386503,24.0
23,40,pink,0.9515337423312883,24.0
24,40,pink,0.9458077709611452,24.0
0,40,pink,0.9433537832310839,21.0
1,40,pink,0.9384458077709611,21.0
2,40,pink,0.9423312883435583,21.0
3,40,pink,0.9462167689161555,21.0
4,40,pink,0.9476482617586912,21.0
5,40,pink,0.9443762781186094,21.0
6,40,pink,0.9439672801635992,21.0
7,40,pink,0.941717791411043,21.0
8,40,pink,0.9425357873210634,21.0
9,40,pink,0.9441717791411043,21.0
10,40,pink,0.9421267893660532,21.0
11,40,pink,0.943558282208589,21.0
12,40,pink,0.9460122699386503,21.0
13,40,pink,0.9464212678936605,21.0
14,40,pink,0.9394683026584867,21.0
15,40,pink,0.9425357873210634,21.0
16,40,pink,0.9413087934560327,21.0
17,40,pink,0.9433537832310839,21.0
18,40,pink,0.940081799591002,21.0
19,40,pink,0.9411042944785276,21.0
20,40,pink,0.9408997955010225,21.0
21,40,pink,0.9458077709611452,21.0
22,40,pink,0.9427402862985685,21.0
23,40,pink,0.9447852760736196,21.0
24,40,pink,0.941717791411043,21.0
0,40,pink,0.9335378323108384,18.0
1,40,pink,0.9310838445807771,18.0
2,40,pink,0.9406952965235174,18.0
3,40,pink,0.941922290388548,18.0
4,40,pink,0.9368098159509203,18.0
5,40,pink,0.939877300613497,18.0
6,40,pink,0.9359918200408998,18.0
7,40,pink,0.9341513292433538,18.0
8,40,pink,0.9353783231083844,18.0
9,40,pink,0.9384458077709611,18.0
10,40,pink,0.9357873210633947,18.0
11,40,pink,0.9370143149284254,18.0
12,40,pink,0.9376278118609407,18.0
13,40,pink,0.9406952965235174,18.0
14,40,pink,0.9357873210633947,18.0
15,40,pink,0.9374233128834356,18.0
16,40,pink,0.9339468302658487,18.0
17,40,pink,0.9415132924335379,18.0
18,40,pink,0.9347648261758691,18.0
19,40,pink,0.9378323108384458,18.0
20,40,pink,0.9359918200408998,18.0
21,40,pink,0.9386503067484663,18.0
22,40,pink,0.9370143149284254,18.0
23,40,pink,0.9404907975460123,18.0
24,40,pink,0.9339468302658487,18.0
0,40,pink,0.9267893660531697,15.0
1,40,pink,0.9235173824130879,15.0
2,40,pink,0.9282208588957055,15.0
3,40,pink,0.9319018404907975,15.0
4,40,pink,0.9300613496932515,15.0
5,40,pink,0.9286298568507158,15.0
6,40,pink,0.9316973415132924,15.0
7,40,pink,0.9249488752556237,15.0
8,40,pink,0.9237218813905931,15.0
9,40,pink,0.9310838445807771,15.0
10,40,pink,0.9249488752556237,15.0
11,40,pink,0.9276073619631902,15.0
12,40,pink,0.9282208588957055,15.0
13,40,pink,0.9347648261758691,15.0
14,40,pink,0.9276073619631902,15.0
15,40,pink,0.9274028629856851,15.0
16,40,pink,0.9269938650306748,15.0
17,40,pink,0.9312883435582822,15.0
18,40,pink,0.9276073619631902,15.0
19,40,pink,0.9261758691206544,15.0
20,40,pink,0.9278118609406953,15.0
21,40,pink,0.929038854805726,15.0
22,40,pink,0.9286298568507158,15.0
23,40,pink,0.9349693251533743,15.0
24,40,pink,0.9280163599182004,15.0
0,40,pink,0.9167689161554192,12.0
1,40,pink,0.916359918200409,12.0
2,40,pink,0.9216768916155419,12.0
3,40,pink,0.9212678936605317,12.0
4,40,pink,0.9192229038854806,12.0
5,40,pink,0.9179959100204499,12.0
6,40,pink,0.9192229038854806,12.0
7,40,pink,0.9159509202453988,12.0
8,40,pink,0.9167689161554192,12.0
9,40,pink,0.9196319018404908,12.0
10,40,pink,0.9184049079754601,12.0
11,40,pink,0.9190184049079755,12.0
12,40,pink,0.9196319018404908,12.0
13,40,pink,0.9194274028629856,12.0
14,40,pink,0.9198364008179959,12.0
15,40,pink,0.9208588957055215,12.0
16,40,pink,0.9169734151329243,12.0
17,40,pink,0.9235173824130879,12.0
18,40,pink,0.9192229038854806,12.0
19,40,pink,0.9175869120654396,12.0
20,40,pink,0.9204498977505112,12.0
21,40,pink,0.9157464212678936,12.0
22,40,pink,0.9202453987730062,12.0
23,40,pink,0.9226993865030675,12.0
24,40,pink,0.9194274028629856,12.0
0,40,pink,0.8997955010224948,9.0
1,40,pink,0.8991820040899795,9.0
2,40,pink,0.9006134969325154,9.0
3,40,pink,0.9059304703476483,9.0
4,40,pink,0.9047034764826176,9.0
5,40,pink,0.9061349693251534,9.0
6,40,pink,0.9038854805725971,9.0
7,40,pink,0.9004089979550102,9.0
8,40,pink,0.8983640081799591,9.0
9,40,pink,0.9030674846625767,9.0
10,40,pink,0.8977505112474438,9.0
11,40,pink,0.901635991820041,9.0
12,40,pink,0.9042944785276074,9.0
13,40,pink,0.9059304703476483,9.0
14,40,pink,0.9044989775051124,9.0
15,40,pink,0.908997955010225,9.0
16,40,pink,0.9024539877300614,9.0
17,40,pink,0.9030674846625767,9.0
18,40,pink,0.905316973415133,9.0
19,40,pink,0.9030674846625767,9.0
20,40,pink,0.9014314928425358,9.0
21,40,pink,0.901840490797546,9.0
22,40,pink,0.9026584867075664,9.0
23,40,pink,0.907361963190184,9.0
24,40,pink,0.8959100204498978,9.0
0,40,pink,0.8856850715746422,6.0
1,40,pink,0.8844580777096115,6.0
2,40,pink,0.8826175869120655,6.0
3,40,pink,0.8871165644171779,6.0
4,40,pink,0.8850715746421268,6.0
5,40,pink,0.878323108384458,6.0
6,40,pink,0.8848670756646216,6.0
7,40,pink,0.8834355828220859,6.0
8,40,pink,0.8846625766871166,6.0
9,40,pink,0.8905930470347648,6.0
10,40,pink,0.8813905930470347,6.0
