model,noise_type,snr_train,snr_test,accuracy
baseline,car_horn_background,6,0,0.8139059304703476
noise-aware,car_horn_background,6,0,0.7120654396728017
baseline,car_horn_background,6,3,0.8619631901840491
noise-aware,car_horn_background,6,3,0.7867075664621677
baseline,car_horn_background,6,6,0.8940695296523518
noise-aware,car_horn_background,6,6,0.843762781186094
baseline,car_horn_background,6,9,0.9087934560327199
noise-aware,car_horn_background,6,9,0.8842535787321063
baseline,car_horn_background,6,12,0.9229038854805726
noise-aware,car_horn_background,6,12,0.9081799591002045
baseline,car_horn_background,6,15,0.9337423312883436
noise-aware,car_horn_background,6,15,0.9280163599182004
baseline,car_horn_background,6,18,0.9415132924335379
noise-aware,car_horn_background,6,18,0.940081799591002
baseline,car_horn_background,6,21,0.943558282208589
noise-aware,car_horn_background,6,21,0.9470347648261759
baseline,car_horn_background,6,24,0.9480572597137015
noise-aware,car_horn_background,6,24,0.9513292433537832
baseline,car_horn_background,9,-3,0.7179959100204499
noise-aware,car_horn_background,9,-3,0.6177914110429448
baseline,car_horn_background,9,0,0.8118609406952966
noise-aware,car_horn_background,9,0,0.7098159509202454
baseline,car_horn_background,9,3,0.8621676891615542
noise-aware,car_horn_background,9,3,0.7840490797546013
baseline,car_horn_background,9,6,0.8924335378323108
noise-aware,car_horn_background,9,6,0.8406952965235174
baseline,car_horn_background,9,9,0.9079754601226994
noise-aware,car_horn_background,9,9,0.8842535787321063
baseline,car_horn_background,9,12,0.9235173824130879
noise-aware,car_horn_background,9,12,0.9075664621676892
baseline,car_horn_background,9,15,0.9335378323108384
noise-aware,car_horn_background,9,15,0.9278118609406953
baseline,car_horn_background,9,18,0.9415132924335379
noise-aware,car_horn_background,9,18,0.939877300613497
baseline,car_horn_background,9,21,0.943558282208589
noise-aware,car_horn_background,9,21,0.9476482617586912
baseline,car_horn_background,9,24,0.9478527607361963
noise-aware,car_horn_background,9,24,0.9513292433537832
baseline,car_horn_background,12,-3,0.7155419222903886
noise-aware,car_horn_background,12,-3,0.6159509202453988
baseline,car_horn_background,12,0,0.8079754601226994
noise-aware,car_horn_background,12,0,0.7069529652351738
baseline,car_horn_background,12,3,0.8609406952965235
noise-aware,car_horn_background,12,3,0.7795501022494887
baseline,car_horn_background,12,6,0.8914110429447852
noise-aware,car_horn_background,12,6,0.838241308793456
baseline,car_horn_background,12,9,0.9081799591002045
noise-aware,car_horn_background,12,9,0.8830265848670756
baseline,car_horn_background,12,12,0.9226993865030675
noise-aware,car_horn_background,12,12,0.9075664621676892
baseline,car_horn_background,12,15,0.9335378323108384
noise-aware,car_horn_background,12,15,0.9269938650306748
baseline,car_horn_background,12,18,0.9411042944785276
noise-aware,car_horn_background,12,18,0.939877300613497
baseline,car_horn_background,12,21,0.9433537832310839
noise-aware,car_horn_background,12,21,0.9470347648261759
baseline,car_horn_background,12,24,0.9476482617586912
noise-aware,car_horn_background,12,24,0.9511247443762781
baseline,car_horn_background,15,-3,0.7114519427402863
noise-aware,car_horn_background,15,-3,0.6083844580777096
baseline,car_horn_background,15,0,0.8049079754601227
noise-aware,car_horn_background,15,0,0.6971370143149285
baseline,car_horn_background,15,3,0.8605316973415132
noise-aware,car_horn_background,15,3,0.7746421267893661
baseline,car_horn_background,15,6,0.8914110429447852
noise-aware,car_horn_background,15,6,0.8349693251533742
baseline,car_horn_background,15,9,0.9077709611451943
noise-aware,car_horn_background,15,9,0.8807770961145194
baseline,car_horn_background,15,12,0.9218813905930471
noise-aware,car_horn_background,15,12,0.9059304703476483
baseline,car_horn_background,15,15,0.9329243353783231
noise-aware,car_horn_background,15,15,0.9249488752556237
baseline,car_horn_background,15,18,0.9408997955010225
noise-aware,car_horn_background,15,18,0.9406952965235174
baseline,car_horn_background,15,21,0.943558282208589
noise-aware,car_horn_background,15,21,0.9464212678936605
baseline,car_horn_background,15,24,0.9474437627811861
noise-aware,car_horn_background,15,24,0.9496932515337423
baseline,car_horn_background,18,-3,0.708997955010225
noise-aware,car_horn_background,18,-3,0.6051124744376278
baseline,car_horn_background,18,0,0.8030674846625767
noise-aware,car_horn_background,18,0,0.6934560327198364
baseline,car_horn_background,18,3,0.8586912065439672
noise-aware,car_horn_background,18,3,0.7715746421267894
baseline,car_horn_background,18,6,0.8910020449897751
noise-aware,car_horn_background,18,6,0.8329243353783231
baseline,car_horn_background,18,9,0.9075664621676892
noise-aware,car_horn_background,18,9,0.8789366053169734
baseline,car_horn_background,18,12,0.9212678936605317
noise-aware,car_horn_background,18,12,0.9049079754601227
baseline,car_horn_background,18,15,0.932719836400818
noise-aware,car_horn_background,18,15,0.9239263803680982
baseline,car_horn_background,18,18,0.9413087934560327
noise-aware,car_horn_background,18,18,0.9394683026584867
baseline,car_horn_background,18,21,0.9433537832310839
noise-aware,car_horn_background,18,21,0.9456032719836401
baseline,car_horn_background,18,24,0.9474437627811861
noise-aware,car_horn_background,18,24,0.9496932515337423
baseline,car_horn_background,21,-3,0.7069529652351738
noise-aware,car_horn_background,21,-3,0.6028629856850716
baseline,car_horn_background,21,0,0.8020449897750511
noise-aware,car_horn_background,21,0,0.6901840490797546
baseline,car_horn_background,21,3,0.8582822085889571
noise-aware,car_horn_background,21,3,0.7680981595092025
baseline,car_horn_background,21,6,0.8905930470347648
noise-aware,car_horn_background,21,6,0.8312883435582822
baseline,car_horn_background,21,9,0.907157464212679
noise-aware,car_horn_background,21,9,0.8777096114519427
baseline,car_horn_background,21,12,0.9218813905930471
noise-aware,car_horn_background,21,12,0.9032719836400818
baseline,car_horn_background,21,15,0.9325153374233128
noise-aware,car_horn_background,21,15,0.9231083844580777
baseline,car_horn_background,21,18,0.9413087934560327
noise-aware,car_horn_background,21,18,0.9390593047034764
baseline,car_horn_background,21,21,0.9431492842535787
noise-aware,car_horn_background,21,21,0.945398773006135
baseline,car_horn_background,21,24,0.9474437627811861
noise-aware,car_horn_background,21,24,0.9501022494887525
baseline,car_horn_background,24,-3,0.7055214723926381
noise-aware,car_horn_background,24,-3,0.6030674846625766
baseline,car_horn_background,24,0,0.8
noise-aware,car_horn_background,24,0,0.6897750511247444
baseline,car_horn_background,24,3,0.8578732106339468
noise-aware,car_horn_background,24,3,0.7662576687116565
baseline,car_horn_background,24,6,0.8901840490797546
noise-aware,car_horn_background,24,6,0.8304703476482618
baseline,car_horn_background,24,9,0.9067484662576687
noise-aware,car_horn_background,24,9,0.8768916155419223
baseline,car_horn_background,24,12,0.9214723926380368
noise-aware,car_horn_background,24,12,0.9014314928425358
baseline,car_horn_background,24,15,0.9319018404907975
noise-aware,car_horn_background,24,15,0.9222903885480572
baseline,car_horn_background,24,18,0.9411042944785276
noise-aware,car_horn_background,24,18,0.938241308793456
baseline,car_horn_background,24,21,0.9433537832310839
noise-aware,car_horn_background,24,21,0.9456032719836401
baseline,car_horn_background,24,24,0.947239263803681
noise-aware,car_horn_background,24,24,0.950920245398773
baseline,dog_bark_foreground,-3,-3,0.8431492842535787
noise-aware,dog_bark_foreground,-3,-3,0.838036809815951
baseline,dog_bark_foreground,-3,0,0.8717791411042944
noise-aware,dog_bark_foreground,-3,0,0.8697341513292434
baseline,dog_bark_foreground,-3,3,0.8955010224948875
noise-aware,dog_bark_foreground,-3,3,0.8946830265848671
baseline,dog_bark_foreground,-3,6,0.9139059304703476
noise-aware,dog_bark_foreground,-3,6,0.9118609406952966
baseline,dog_bark_foreground,-3,9,0.9284253578732107
noise-aware,dog_bark_foreground,-3,9,0.9231083844580777
baseline,dog_bark_foreground,-3,12,0.9376278118609407
noise-aware,dog_bark_foreground,-3,12,0.9349693251533743
baseline,dog_bark_foreground,-3,15,0.9460122699386503
noise-aware,dog_bark_foreground,-3,15,0.9458077709611452
baseline,dog_bark_foreground,-3,18,0.9505112474437628
noise-aware,dog_bark_foreground,-3,18,0.9535787321063395
baseline,dog_bark_foreground,-3,21,0.9552147239263804
noise-aware,dog_bark_foreground,-3,21,0.9570552147239264
baseline,dog_bark_foreground,-3,24,0.9568507157464212
noise-aware,dog_bark_foreground,-3,24,0.9591002044989775
baseline,dog_bark_foreground,0,-3,0.8427402862985685
noise-aware,dog_bark_foreground,0,-3,0.8372188139059304
baseline,dog_bark_foreground,0,0,0.8715746421267894
noise-aware,dog_bark_foreground,0,0,0.8678936605316974
baseline,dog_bark_foreground,0,3,0.8950920245398774
noise-aware,dog_bark_foreground,0,3,0.8940695296523518
baseline,dog_bark_foreground,0,6,0.9130879345603272
noise-aware,dog_bark_foreground,0,6,0.911042944785276
baseline,dog_bark_foreground,0,9,0.9280163599182004
noise-aware,dog_bark_foreground,0,9,0.9231083844580777
baseline,dog_bark_foreground,0,12,0.9366053169734151
noise-aware,dog_bark_foreground,0,12,0.9341513292433538
baseline,dog_bark_foreground,0,15,0.9462167689161555
noise-aware,dog_bark_foreground,0,15,0.9456032719836401
baseline,dog_bark_foreground,0,18,0.9503067484662576
noise-aware,dog_bark_foreground,0,18,0.9533742331288344
baseline,dog_bark_foreground,0,21,0.9554192229038855
noise-aware,dog_bark_foreground,0,21,0.9570552147239264
baseline,dog_bark_foreground,0,24,0.9568507157464212
noise-aware,dog_bark_foreground,0,24,0.9588957055214724
baseline,dog_bark_foreground,3,-3,0.8415132924335378
noise-aware,dog_bark_foreground,3,-3,0.8366053169734151
baseline,dog_bark_foreground,3,0,0.8715746421267894
noise-aware,dog_bark_foreground,3,0,0.8670756646216768
baseline,dog_bark_foreground,3,3,0.894478527607362
noise-aware,dog_bark_foreground,3,3,0.8932515337423312
baseline,dog_bark_foreground,3,6,0.9132924335378323
noise-aware,dog_bark_foreground,3,6,0.9100204498977505
baseline,dog_bark_foreground,3,9,0.92719836400818
noise-aware,dog_bark_foreground,3,9,0.9231083844580777
baseline,dog_bark_foreground,3,12,0.9366053169734151
noise-aware,dog_bark_foreground,3,12,0.9341513292433538
baseline,dog_bark_foreground,3,15,0.9462167689161555
noise-aware,dog_bark_foreground,3,15,0.945398773006135
baseline,dog_bark_foreground,3,18,0.9496932515337423
noise-aware,dog_bark_foreground,3,18,0.9531697341513292
baseline,dog_bark_foreground,3,21,0.9552147239263804
noise-aware,dog_bark_foreground,3,21,0.9568507157464212
baseline,dog_bark_foreground,3,24,0.9568507157464212
noise-aware,dog_bark_foreground,3,24,0.9593047034764827
baseline,dog_bark_foreground,6,-3,0.8408997955010225
noise-aware,dog_bark_foreground,6,-3,0.8368098159509203
baseline,dog_bark_foreground,6,0,0.8721881390593047
noise-aware,dog_bark_foreground,6,0,0.8662576687116564
baseline,dog_bark_foreground,6,3,0.8936605316973415
noise-aware,dog_bark_foreground,6,3,0.8926380368098159
baseline,dog_bark_foreground,6,6,0.912883435582822
noise-aware,dog_bark_foreground,6,6,0.9100204498977505
baseline,dog_bark_foreground,6,9,0.9269938650306748
noise-aware,dog_bark_foreground,6,9,0.9229038854805726
baseline,dog_bark_foreground,6,12,0.9361963190184049
noise-aware,dog_bark_foreground,6,12,0.9341513292433538
baseline,dog_bark_foreground,6,15,0.9460122699386503
noise-aware,dog_bark_foreground,6,15,0.9464212678936605
baseline,dog_bark_foreground,6,18,0.9494887525562372
noise-aware,dog_bark_foreground,6,18,0.9535787321063395
baseline,dog_bark_foreground,6,21,0.9546012269938651
noise-aware,dog_bark_foreground,6,21,0.9566462167689161
baseline,dog_bark_foreground,6,24,0.9568507157464212
noise-aware,dog_bark_foreground,6,24,0.9595092024539877
baseline,dog_bark_foreground,9,-3,0.8392638036809816
noise-aware,dog_bark_foreground,9,-3,0.8359918200408998
baseline,dog_bark_foreground,9,0,0.8717791411042944
noise-aware,dog_bark_foreground,9,0,0.8658486707566462
baseline,dog_bark_foreground,9,3,0.8938650306748466
noise-aware,dog_bark_foreground,9,3,0.8920245398773006
baseline,dog_bark_foreground,9,6,0.912883435582822
noise-aware,dog_bark_foreground,9,6,0.90920245398773
baseline,dog_bark_foreground,9,9,0.9265848670756647
noise-aware,dog_bark_foreground,9,9,0.9229038854805726
baseline,dog_bark_foreground,9,12,0.9359918200408998
noise-aware,dog_bark_foreground,9,12,0.934560327198364
baseline,dog_bark_foreground,9,15,0.9458077709611452
noise-aware,dog_bark_foreground,9,15,0.9460122699386503
baseline,dog_bark_foreground,9,18,0.9492842535787321
noise-aware,dog_bark_foreground,9,18,0.9535787321063395
baseline,dog_bark_foreground,9,21,0.9546012269938651
noise-aware,dog_bark_foreground,9,21,0.9566462167689161
baseline,dog_bark_foreground,9,24,0.9566462167689161
noise-aware,dog_bark_foreground,9,24,0.9595092024539877
baseline,dog_bark_foreground,12,-3,0.8372188139059304
noise-aware,dog_bark_foreground,12,-3,0.8355828220858895
baseline,dog_bark_foreground,12,0,0.8697341513292434
noise-aware,dog_bark_foreground,12,0,0.8646216768916155
baseline,dog_bark_foreground,12,3,0.8926380368098159
noise-aware,dog_bark_foreground,12,3,0.8920245398773006
baseline,dog_bark_foreground,12,6,0.912678936605317
noise-aware,dog_bark_foreground,12,6,0.90920245398773
baseline,dog_bark_foreground,12,9,0.9259713701431492
noise-aware,dog_bark_foreground,12,9,0.9226993865030675
baseline,dog_bark_foreground,12,12,0.9361963190184049
noise-aware,dog_bark_foreground,12,12,0.9339468302658487
baseline,dog_bark_foreground,12,15,0.9456032719836401
noise-aware,dog_bark_foreground,12,15,0.9462167689161555
baseline,dog_bark_foreground,12,18,0.9492842535787321
noise-aware,dog_bark_foreground,12,18,0.9533742331288344
baseline,dog_bark_foreground,12,21,0.9539877300613497
noise-aware,dog_bark_foreground,12,21,0.9568507157464212
baseline,dog_bark_foreground,12,24,0.9562372188139059
noise-aware,dog_bark_foreground,12,24,0.9595092024539877
baseline,dog_bark_foreground,15,-3,0.8359918200408998
noise-aware,dog_bark_foreground,15,-3,0.8355828220858895
baseline,dog_bark_foreground,15,0,0.8693251533742331
noise-aware,dog_bark_foreground,15,0,0.8646216768916155
baseline,dog_bark_foreground,15,3,0.8930470347648262
noise-aware,dog_bark_foreground,15,3,0.8920245398773006
baseline,dog_bark_foreground,15,6,0.912678936605317
noise-aware,dog_bark_foreground,15,6,0.9094069529652352
baseline,dog_bark_foreground,15,9,0.9265848670756647
noise-aware,dog_bark_foreground,15,9,0.9231083844580777
baseline,dog_bark_foreground,15,12,0.9355828220858896
noise-aware,dog_bark_foreground,15,12,0.9343558282208589
baseline,dog_bark_foreground,15,15,0.9447852760736196
noise-aware,dog_bark_foreground,15,15,0.9464212678936605
baseline,dog_bark_foreground,15,18,0.9494887525562372
noise-aware,dog_bark_foreground,15,18,0.9533742331288344
baseline,dog_bark_foreground,15,21,0.9537832310838446
noise-aware,dog_bark_foreground,15,21,0.9572597137014315
baseline,dog_bark_foreground,15,24,0.9560327198364008
noise-aware,dog_bark_foreground,15,24,0.9597137014314928
baseline,dog_bark_foreground,18,-3,0.8355828220858895
noise-aware,dog_bark_foreground,18,-3,0.8355828220858895
baseline,dog_bark_foreground,18,0,0.8695296523517383
noise-aware,dog_bark_foreground,18,0,0.8648261758691207
baseline,dog_bark_foreground,18,3,0.8928425357873211
noise-aware,dog_bark_foreground,18,3,0.8920245398773006
baseline,dog_bark_foreground,18,6,0.9122699386503067
noise-aware,dog_bark_foreground,18,6,0.90920245398773
baseline,dog_bark_foreground,18,9,0.9263803680981595
noise-aware,dog_bark_foreground,18,9,0.9231083844580777
baseline,dog_bark_foreground,18,12,0.9355828220858896
noise-aware,dog_bark_foreground,18,12,0.9341513292433538
baseline,dog_bark_foreground,18,15,0.9449897750511247
noise-aware,dog_bark_foreground,18,15,0.9456032719836401
baseline,dog_bark_foreground,18,18,0.9496932515337423
noise-aware,dog_bark_foreground,18,18,0.9529652351738241
baseline,dog_bark_foreground,18,21,0.9537832310838446
noise-aware,dog_bark_foreground,18,21,0.9568507157464212
baseline,dog_bark_foreground,18,24,0.9556237218813906
noise-aware,dog_bark_foreground,18,24,0.9597137014314928
baseline,dog_bark_foreground,21,-3,0.8349693251533742
noise-aware,dog_bark_foreground,21,-3,0.8347648261758691
baseline,dog_bark_foreground,21,0,0.868916155419223
noise-aware,dog_bark_foreground,21,0,0.8646216768916155
baseline,dog_bark_foreground,21,3,0.8922290388548058
noise-aware,dog_bark_foreground,21,3,0.8920245398773006
baseline,dog_bark_foreground,21,6,0.9122699386503067
noise-aware,dog_bark_foreground,21,6,0.908997955010225
baseline,dog_bark_foreground,21,9,0.9263803680981595
noise-aware,dog_bark_foreground,21,9,0.9226993865030675
baseline,dog_bark_foreground,21,12,0.9353783231083844
noise-aware,dog_bark_foreground,21,12,0.934560327198364
baseline,dog_bark_foreground,21,15,0.9449897750511247
noise-aware,dog_bark_foreground,21,15,0.9456032719836401
baseline,dog_bark_foreground,21,18,0.9494887525562372
noise-aware,dog_bark_foreground,21,18,0.9529652351738241
baseline,dog_bark_foreground,21,21,0.9533742331288344
noise-aware,dog_bark_foreground,21,21,0.9568507157464212
baseline,dog_bark_foreground,21,24,0.9556237218813906
noise-aware,dog_bark_foreground,21,24,0.9597137014314928
baseline,dog_bark_foreground,24,-3,0.8349693251533742
noise-aware,dog_bark_foreground,24,-3,0.8343558282208589
baseline,dog_bark_foreground,24,0,0.869120654396728
noise-aware,dog_bark_foreground,24,0,0.8646216768916155
baseline,dog_bark_foreground,24,3,0.8922290388548058
noise-aware,dog_bark_foreground,24,3,0.8920245398773006
baseline,dog_bark_foreground,24,6,0.9122699386503067
noise-aware,dog_bark_foreground,24,6,0.908997955010225
baseline,dog_bark_foreground,24,9,0.9263803680981595
noise-aware,dog_bark_foreground,24,9,0.9224948875255624
baseline,dog_bark_foreground,24,12,0.9353783231083844
noise-aware,dog_bark_foreground,24,12,0.9347648261758691
baseline,dog_bark_foreground,24,15,0.9449897750511247
noise-aware,dog_bark_foreground,24,15,0.945398773006135
baseline,dog_bark_foreground,24,18,0.9492842535787321
noise-aware,dog_bark_foreground,24,18,0.9523517382413088
baseline,dog_bark_foreground,24,21,0.9533742331288344
noise-aware,dog_bark_foreground,24,21,0.9566462167689161
baseline,dog_bark_foreground,24,24,0.9558282208588957
noise-aware,dog_bark_foreground,24,24,0.959918200408998
baseline,street_music_foreground,-3,-3,0.2820040899795501
noise-aware,street_music_foreground,-3,-3,0.33394683026584865
baseline,street_music_foreground,-3,0,0.4578732106339468
noise-aware,street_music_foreground,-3,0,0.5513292433537832
baseline,street_music_foreground,-3,3,0.6572597137014315
noise-aware,street_music_foreground,-3,3,0.7314928425357873
baseline,street_music_foreground,-3,6,0.7901840490797546
noise-aware,street_music_foreground,-3,6,0.8370143149284254
baseline,street_music_foreground,-3,9,0.865439672801636
noise-aware,street_music_foreground,-3,9,0.8871165644171779
baseline,street_music_foreground,-3,12,0.9057259713701431
noise-aware,street_music_foreground,-3,12,0.9118609406952966
baseline,street_music_foreground,-3,15,0.9251533742331288
noise-aware,street_music_foreground,-3,15,0.9292433537832311
baseline,street_music_foreground,-3,18,0.9351738241308793
noise-aware,street_music_foreground,-3,18,0.9368098159509203
baseline,street_music_foreground,-3,21,0.9402862985685072
noise-aware,street_music_foreground,-3,21,0.9443762781186094
baseline,street_music_foreground,-3,24,0.9433537832310839
noise-aware,street_music_foreground,-3,24,0.9492842535787321
baseline,street_music_foreground,0,-3,0.2791411042944785
noise-aware,street_music_foreground,0,-3,0.3292433537832311
baseline,street_music_foreground,0,0,0.4523517382413088
noise-aware,street_music_foreground,0,0,0.5419222903885481
baseline,street_music_foreground,0,3,0.6531697341513293
noise-aware,street_music_foreground,0,3,0.7278118609406953
baseline,street_music_foreground,0,6,0.7869120654396728
noise-aware,street_music_foreground,0,6,0.8351738241308794
baseline,street_music_foreground,0,9,0.8640081799591002
noise-aware,street_music_foreground,0,9,0.8879345603271984
baseline,street_music_foreground,0,12,0.9061349693251534
noise-aware,street_music_foreground,0,12,0.9120654396728016
baseline,street_music_foreground,0,15,0.9245398773006135
noise-aware,street_music_foreground,0,15,0.9296523517382413
baseline,street_music_foreground,0,18,0.9353783231083844
noise-aware,street_music_foreground,0,18,0.9357873210633947
baseline,street_music_foreground,0,21,0.9394683026584867
noise-aware,street_music_foreground,0,21,0.9431492842535787
baseline,street_music_foreground,0,24,0.9445807770961145
noise-aware,street_music_foreground,0,24,0.9486707566462168
baseline,street_music_foreground,3,-3,0.27934560327198366
noise-aware,street_music_foreground,3,-3,0.32413087934560325
baseline,street_music_foreground,3,0,0.4494887525562372
noise-aware,street_music_foreground,3,0,0.5376278118609407
baseline,street_music_foreground,3,3,0.6511247443762781
noise-aware,street_music_foreground,3,3,0.7243353783231083
baseline,street_music_foreground,3,6,0.7852760736196319
noise-aware,street_music_foreground,3,6,0.8333333333333334
baseline,street_music_foreground,3,9,0.8648261758691207
noise-aware,street_music_foreground,3,9,0.8869120654396728
baseline,street_music_foreground,3,12,0.907361963190184
noise-aware,street_music_foreground,3,12,0.9130879345603272
baseline,street_music_foreground,3,15,0.9257668711656442
noise-aware,street_music_foreground,3,15,0.9294478527607362
baseline,street_music_foreground,3,18,0.9353783231083844
noise-aware,street_music_foreground,3,18,0.9353783231083844
baseline,street_music_foreground,3,21,0.9396728016359919
noise-aware,street_music_foreground,3,21,0.9433537832310839
baseline,street_music_foreground,3,24,0.9451942740286299
noise-aware,street_music_foreground,3,24,0.9498977505112475
baseline,street_music_foreground,6,-3,0.2773006134969325
noise-aware,street_music_foreground,6,-3,0.31901840490797545
baseline,street_music_foreground,6,0,0.4462167689161554
noise-aware,street_music_foreground,6,0,0.5325153374233129
baseline,street_music_foreground,6,3,0.6488752556237218
noise-aware,street_music_foreground,6,3,0.7210633946830266
baseline,street_music_foreground,6,6,0.7848670756646217
noise-aware,street_music_foreground,6,6,0.8321063394683027
baseline,street_music_foreground,6,9,0.8642126789366054
noise-aware,street_music_foreground,6,9,0.8871165644171779
baseline,street_music_foreground,6,12,0.907157464212679
noise-aware,street_music_foreground,6,12,0.912883435582822
baseline,street_music_foreground,6,15,0.9261758691206544
noise-aware,street_music_foreground,6,15,0.9288343558282208
baseline,street_music_foreground,6,18,0.9359918200408998
noise-aware,street_music_foreground,6,18,0.9353783231083844
baseline,street_music_foreground,6,21,0.9402862985685072
noise-aware,street_music_foreground,6,21,0.9427402862985685
baseline,street_music_foreground,6,24,0.9456032719836401
noise-aware,street_music_foreground,6,24,0.949079754601227
baseline,street_music_foreground,9,-3,0.2748466257668712
noise-aware,street_music_foreground,9,-3,0.316359918200409
baseline,street_music_foreground,9,0,0.4439672801635992
noise-aware,street_music_foreground,9,0,0.5294478527607362
baseline,street_music_foreground,9,3,0.6439672801635992
noise-aware,street_music_foreground,9,3,0.7184049079754601
baseline,street_music_foreground,9,6,0.7832310838445807
noise-aware,street_music_foreground,9,6,0.8314928425357874
baseline,street_music_foreground,9,9,0.8633946830265848
noise-aware,street_music_foreground,9,9,0.8871165644171779
baseline,street_music_foreground,9,12,0.9067484662576687
noise-aware,street_music_foreground,9,12,0.9122699386503067
baseline,street_music_foreground,9,15,0.9265848670756647
noise-aware,street_music_foreground,9,15,0.9280163599182004
baseline,street_music_foreground,9,18,0.9359918200408998
noise-aware,street_music_foreground,9,18,0.9351738241308793
baseline,street_music_foreground,9,21,0.9415132924335379
noise-aware,street_music_foreground,9,21,0.9429447852760736
baseline,street_music_foreground,9,24,0.9451942740286299
noise-aware,street_music_foreground,9,24,0.9494887525562372
baseline,street_music_foreground,12,-3,0.27034764826175867
noise-aware,street_music_foreground,12,-3,0.31390593047034765
baseline,street_music_foreground,12,0,0.4372188139059305
noise-aware,street_music_foreground,12,0,0.5265848670756647
baseline,street_music_foreground,12,3,0.6376278118609406
noise-aware,street_music_foreground,12,3,0.7171779141104294
baseline,street_music_foreground,12,6,0.7824130879345603
noise-aware,street_music_foreground,12,6,0.8290388548057259
baseline,street_music_foreground,12,9,0.8650306748466258
noise-aware,street_music_foreground,12,9,0.8862985685071575
baseline,street_music_foreground,12,12,0.9059304703476483
noise-aware,street_music_foreground,12,12,0.9118609406952966
baseline,street_music_foreground,12,15,0.9267893660531697
noise-aware,street_music_foreground,12,15,0.9274028629856851
baseline,street_music_foreground,12,18,0.9357873210633947
noise-aware,street_music_foreground,12,18,0.9353783231083844
baseline,street_music_foreground,12,21,0.9402862985685072
noise-aware,street_music_foreground,12,21,0.9425357873210634
baseline,street_music_foreground,12,24,0.9456032719836401
noise-aware,street_music_foreground,12,24,0.9492842535787321
baseline,street_music_foreground,15,-3,0.2687116564417178
noise-aware,street_music_foreground,15,-3,0.3098159509202454
baseline,street_music_foreground,15,0,0.4357873210633947
noise-aware,street_music_foreground,15,0,0.5226993865030675
baseline,street_music_foreground,15,3,0.6351738241308793
noise-aware,street_music_foreground,15,3,0.7151329243353783
