model,noise_type,snr_train,snr_test,accuracy
baseline,car_horn_background,9,-3,0.7098159509202454
noise-aware,car_horn_background,9,-3,0.6065439672801636
baseline,car_horn_background,9,0,0.8049079754601227
noise-aware,car_horn_background,9,0,0.6948875255623722
baseline,car_horn_background,9,3,0.8595092024539878
noise-aware,car_horn_background,9,3,0.7732106339468303
baseline,car_horn_background,9,6,0.8918200408997955
noise-aware,car_horn_background,9,6,0.8339468302658487
baseline,car_horn_background,9,9,0.9087934560327199
noise-aware,car_horn_background,9,9,0.8797546012269939
baseline,car_horn_background,9,12,0.9218813905930471
noise-aware,car_horn_background,9,12,0.9051124744376278
baseline,car_horn_background,9,15,0.9333333333333333
noise-aware,car_horn_background,9,15,0.9249488752556237
baseline,car_horn_background,9,18,0.9406952965235174
noise-aware,car_horn_background,9,18,0.940081799591002
baseline,car_horn_background,9,21,0.9441717791411043
noise-aware,car_horn_background,9,21,0.9462167689161555
baseline,car_horn_background,9,24,0.9482617586912065
noise-aware,car_horn_background,9,24,0.9505112474437628
baseline,car_horn_background,12,-3,0.7059304703476482
noise-aware,car_horn_background,12,-3,0.603680981595092
baseline,car_horn_background,12,0,0.801840490797546
noise-aware,car_horn_background,12,0,0.6912065439672802
baseline,car_horn_background,12,3,0.8580777096114519
noise-aware,car_horn_background,12,3,0.7683026584867075
baseline,car_horn_background,12,6,0.8910020449897751
noise-aware,car_horn_background,12,6,0.8319018404907975
baseline,car_horn_background,12,9,0.9077709611451943
noise-aware,car_horn_background,12,9,0.878323108384458
baseline,car_horn_background,12,12,0.9218813905930471
noise-aware,car_horn_background,12,12,0.9040899795501023
baseline,car_horn_background,12,15,0.9337423312883436
noise-aware,car_horn_background,12,15,0.9245398773006135
baseline,car_horn_background,12,18,0.940081799591002
noise-aware,car_horn_background,12,18,0.9402862985685072
baseline,car_horn_background,12,21,0.943762781186094
noise-aware,car_horn_background,12,21,0.9458077709611452
baseline,car_horn_background,12,24,0.9480572597137015
noise-aware,car_horn_background,12,24,0.950920245398773
baseline,car_horn_background,15,-3,0.7030674846625767
noise-aware,car_horn_background,15,-3,0.5997955010224949
baseline,car_horn_background,15,0,0.8004089979550102
noise-aware,car_horn_background,15,0,0.6895705521472393
baseline,car_horn_background,15,3,0.8576687116564418
noise-aware,car_horn_background,15,3,0.7652351738241309
baseline,car_horn_background,15,6,0.8901840490797546
noise-aware,car_horn_background,15,6,0.8286298568507158
baseline,car_horn_background,15,9,0.9075664621676892
noise-aware,car_horn_background,15,9,0.876482617586912
baseline,car_horn_background,15,12,0.9218813905930471
noise-aware,car_horn_background,15,12,0.9028629856850716
baseline,car_horn_background,15,15,0.9331288343558283
noise-aware,car_horn_background,15,15,0.9226993865030675
baseline,car_horn_background,15,18,0.9406952965235174
noise-aware,car_horn_background,15,18,0.939877300613497
baseline,car_horn_background,15,21,0.943558282208589
noise-aware,car_horn_background,15,21,0.9456032719836401
baseline,car_horn_background,15,24,0.9476482617586912
noise-aware,car_horn_background,15,24,0.9511247443762781
baseline,car_horn_background,18,-3,0.7012269938650306
noise-aware,car_horn_background,18,-3,0.596319018404908
baseline,car_horn_background,18,0,0.798159509202454
noise-aware,car_horn_background,18,0,0.6858895705521473
baseline,car_horn_background,18,3,0.8564417177914111
noise-aware,car_horn_background,18,3,0.7623721881390593
baseline,car_horn_background,18,6,0.8903885480572598
noise-aware,car_horn_background,18,6,0.8263803680981595
baseline,car_horn_background,18,9,0.9075664621676892
noise-aware,car_horn_background,18,9,0.8752556237218814
baseline,car_horn_background,18,12,0.9218813905930471
noise-aware,car_horn_background,18,12,0.9022494887525563
baseline,car_horn_background,18,15,0.9319018404907975
noise-aware,car_horn_background,18,15,0.9222903885480572
baseline,car_horn_background,18,18,0.9402862985685072
noise-aware,car_horn_background,18,18,0.9390593047034764
baseline,car_horn_background,18,21,0.943558282208589
noise-aware,car_horn_background,18,21,0.9460122699386503
baseline,car_horn_background,18,24,0.9478527607361963
noise-aware,car_horn_background,18,24,0.9511247443762781
baseline,car_horn_background,21,-3,0.6979550102249489
noise-aware,car_horn_background,21,-3,0.5950920245398773
baseline,car_horn_background,21,0,0.7969325153374233
noise-aware,car_horn_background,21,0,0.6840490797546013
baseline,car_horn_background,21,3,0.8560327198364008
noise-aware,car_horn_background,21,3,0.7613496932515338
baseline,car_horn_background,21,6,0.8905930470347648
noise-aware,car_horn_background,21,6,0.8241308793456033
baseline,car_horn_background,21,9,0.9075664621676892
noise-aware,car_horn_background,21,9,0.874437627811861
baseline,car_horn_background,21,12,0.9216768916155419
noise-aware,car_horn_background,21,12,0.901635991820041
baseline,car_horn_background,21,15,0.9319018404907975
noise-aware,car_horn_background,21,15,0.9218813905930471
baseline,car_horn_background,21,18,0.940081799591002
noise-aware,car_horn_background,21,18,0.938036809815951
baseline,car_horn_background,21,21,0.943558282208589
noise-aware,car_horn_background,21,21,0.9466257668711656
baseline,car_horn_background,21,24,0.9480572597137015
noise-aware,car_horn_background,21,24,0.9513292433537832
baseline,car_horn_background,24,-3,0.696319018404908
noise-aware,car_horn_background,24,-3,0.5848670756646217
baseline,car_horn_background,24,0,0.7967280163599182
noise-aware,car_horn_background,24,0,0.6762781186094069
baseline,car_horn_background,24,3,0.8558282208588958
noise-aware,car_horn_background,24,3,0.7531697341513293
baseline,car_horn_background,24,6,0.8901840490797546
noise-aware,car_horn_background,24,6,0.8192229038854806
baseline,car_horn_background,24,9,0.9079754601226994
noise-aware,car_horn_background,24,9,0.8713701431492843
baseline,car_horn_background,24,12,0.9212678936605317
noise-aware,car_horn_background,24,12,0.8997955010224948
baseline,car_horn_background,24,15,0.9319018404907975
noise-aware,car_horn_background,24,15,0.9214723926380368
baseline,car_horn_background,24,18,0.940081799591002
noise-aware,car_horn_background,24,18,0.9376278118609407
baseline,car_horn_background,24,21,0.9439672801635992
noise-aware,car_horn_background,24,21,0.9456032719836401
baseline,car_horn_background,24,24,0.9480572597137015
noise-aware,car_horn_background,24,24,0.9513292433537832
baseline,dog_bark_foreground,-3,-3,0.8384458077709611
noise-aware,dog_bark_foreground,-3,-3,0.8347648261758691
baseline,dog_bark_foreground,-3,0,0.8703476482617587
noise-aware,dog_bark_foreground,-3,0,0.8650306748466258
baseline,dog_bark_foreground,-3,3,0.8934560327198364
noise-aware,dog_bark_foreground,-3,3,0.8912065439672802
baseline,dog_bark_foreground,-3,6,0.912678936605317
noise-aware,dog_bark_foreground,-3,6,0.9087934560327199
baseline,dog_bark_foreground,-3,9,0.9269938650306748
noise-aware,dog_bark_foreground,-3,9,0.9237218813905931
baseline,dog_bark_foreground,-3,12,0.9384458077709611
noise-aware,dog_bark_foreground,-3,12,0.9357873210633947
baseline,dog_bark_foreground,-3,15,0.9458077709611452
noise-aware,dog_bark_foreground,-3,15,0.9460122699386503
baseline,dog_bark_foreground,-3,18,0.9492842535787321
noise-aware,dog_bark_foreground,-3,18,0.9539877300613497
baseline,dog_bark_foreground,-3,21,0.9548057259713701
noise-aware,dog_bark_foreground,-3,21,0.9576687116564417
baseline,dog_bark_foreground,-3,24,0.9566462167689161
noise-aware,dog_bark_foreground,-3,24,0.9593047034764827
baseline,dog_bark_foreground,0,-3,0.83640081799591
noise-aware,dog_bark_foreground,0,-3,0.8333333333333334
baseline,dog_bark_foreground,0,0,0.8685071574642127
noise-aware,dog_bark_foreground,0,0,0.8642126789366054
baseline,dog_bark_foreground,0,3,0.8924335378323108
noise-aware,dog_bark_foreground,0,3,0.8903885480572598
baseline,dog_bark_foreground,0,6,0.9122699386503067
noise-aware,dog_bark_foreground,0,6,0.907361963190184
baseline,dog_bark_foreground,0,9,0.9267893660531697
noise-aware,dog_bark_foreground,0,9,0.9233128834355828
baseline,dog_bark_foreground,0,12,0.9372188139059304
noise-aware,dog_bark_foreground,0,12,0.9357873210633947
baseline,dog_bark_foreground,0,15,0.945398773006135
noise-aware,dog_bark_foreground,0,15,0.9451942740286299
baseline,dog_bark_foreground,0,18,0.9492842535787321
noise-aware,dog_bark_foreground,0,18,0.9525562372188139
baseline,dog_bark_foreground,0,21,0.9543967280163599
noise-aware,dog_bark_foreground,0,21,0.9568507157464212
baseline,dog_bark_foreground,0,24,0.9570552147239264
noise-aware,dog_bark_foreground,0,24,0.9593047034764827
baseline,dog_bark_foreground,3,-3,0.8351738241308794
noise-aware,dog_bark_foreground,3,-3,0.8323108384458078
baseline,dog_bark_foreground,3,0,0.8683026584867075
noise-aware,dog_bark_foreground,3,0,0.86359918200409
baseline,dog_bark_foreground,3,3,0.8922290388548058
noise-aware,dog_bark_foreground,3,3,0.8901840490797546
baseline,dog_bark_foreground,3,6,0.9124744376278119
noise-aware,dog_bark_foreground,3,6,0.9079754601226994
baseline,dog_bark_foreground,3,9,0.9259713701431492
noise-aware,dog_bark_foreground,3,9,0.9239263803680982
baseline,dog_bark_foreground,3,12,0.9370143149284254
noise-aware,dog_bark_foreground,3,12,0.9357873210633947
baseline,dog_bark_foreground,3,15,0.945398773006135
noise-aware,dog_bark_foreground,3,15,0.9449897750511247
baseline,dog_bark_foreground,3,18,0.9494887525562372
noise-aware,dog_bark_foreground,3,18,0.9519427402862985
baseline,dog_bark_foreground,3,21,0.9541922290388548
noise-aware,dog_bark_foreground,3,21,0.9566462167689161
baseline,dog_bark_foreground,3,24,0.9570552147239264
noise-aware,dog_bark_foreground,3,24,0.9586912065439673
baseline,dog_bark_foreground,6,-3,0.8337423312883435
noise-aware,dog_bark_foreground,6,-3,0.8306748466257668
baseline,dog_bark_foreground,6,0,0.8678936605316974
noise-aware,dog_bark_foreground,6,0,0.8625766871165644
baseline,dog_bark_foreground,6,3,0.8916155419222904
noise-aware,dog_bark_foreground,6,3,0.8889570552147239
baseline,dog_bark_foreground,6,6,0.9114519427402863
noise-aware,dog_bark_foreground,6,6,0.9077709611451943
baseline,dog_bark_foreground,6,9,0.9255623721881391
noise-aware,dog_bark_foreground,6,9,0.9239263803680982
baseline,dog_bark_foreground,6,12,0.9368098159509203
noise-aware,dog_bark_foreground,6,12,0.9353783231083844
baseline,dog_bark_foreground,6,15,0.9451942740286299
noise-aware,dog_bark_foreground,6,15,0.9439672801635992
baseline,dog_bark_foreground,6,18,0.9494887525562372
noise-aware,dog_bark_foreground,6,18,0.9517382413087935
baseline,dog_bark_foreground,6,21,0.9543967280163599
noise-aware,dog_bark_foreground,6,21,0.9564417177914111
baseline,dog_bark_foreground,6,24,0.9568507157464212
noise-aware,dog_bark_foreground,6,24,0.9586912065439673
baseline,dog_bark_foreground,9,-3,0.8329243353783231
noise-aware,dog_bark_foreground,9,-3,0.8302658486707567
baseline,dog_bark_foreground,9,0,0.8670756646216768
noise-aware,dog_bark_foreground,9,0,0.8619631901840491
baseline,dog_bark_foreground,9,3,0.8916155419222904
noise-aware,dog_bark_foreground,9,3,0.8883435582822086
baseline,dog_bark_foreground,9,6,0.911042944785276
noise-aware,dog_bark_foreground,9,6,0.9069529652351738
baseline,dog_bark_foreground,9,9,0.9253578732106339
noise-aware,dog_bark_foreground,9,9,0.9233128834355828
baseline,dog_bark_foreground,9,12,0.9366053169734151
noise-aware,dog_bark_foreground,9,12,0.9355828220858896
baseline,dog_bark_foreground,9,15,0.9449897750511247
noise-aware,dog_bark_foreground,9,15,0.943558282208589
baseline,dog_bark_foreground,9,18,0.9494887525562372
noise-aware,dog_bark_foreground,9,18,0.9515337423312883
baseline,dog_bark_foreground,9,21,0.9539877300613497
noise-aware,dog_bark_foreground,9,21,0.9564417177914111
baseline,dog_bark_foreground,9,24,0.9568507157464212
noise-aware,dog_bark_foreground,9,24,0.9593047034764827
baseline,dog_bark_foreground,12,-3,0.8323108384458078
noise-aware,dog_bark_foreground,12,-3,0.8294478527607362
baseline,dog_bark_foreground,12,0,0.8662576687116564
noise-aware,dog_bark_foreground,12,0,0.8613496932515338
baseline,dog_bark_foreground,12,3,0.8907975460122699
noise-aware,dog_bark_foreground,12,3,0.8887525562372188
baseline,dog_bark_foreground,12,6,0.9114519427402863
noise-aware,dog_bark_foreground,12,6,0.9067484662576687
baseline,dog_bark_foreground,12,9,0.9247443762781186
noise-aware,dog_bark_foreground,12,9,0.9224948875255624
baseline,dog_bark_foreground,12,12,0.9368098159509203
noise-aware,dog_bark_foreground,12,12,0.9355828220858896
baseline,dog_bark_foreground,12,15,0.9447852760736196
noise-aware,dog_bark_foreground,12,15,0.943558282208589
baseline,dog_bark_foreground,12,18,0.9496932515337423
noise-aware,dog_bark_foreground,12,18,0.950920245398773
baseline,dog_bark_foreground,12,21,0.9539877300613497
noise-aware,dog_bark_foreground,12,21,0.9560327198364008
baseline,dog_bark_foreground,12,24,0.9566462167689161
noise-aware,dog_bark_foreground,12,24,0.9597137014314928
baseline,dog_bark_foreground,15,-3,0.8316973415132924
noise-aware,dog_bark_foreground,15,-3,0.8286298568507158
baseline,dog_bark_foreground,15,0,0.8656441717791411
noise-aware,dog_bark_foreground,15,0,0.8607361963190184
baseline,dog_bark_foreground,15,3,0.8901840490797546
noise-aware,dog_bark_foreground,15,3,0.8879345603271984
baseline,dog_bark_foreground,15,6,0.911042944785276
noise-aware,dog_bark_foreground,15,6,0.9067484662576687
baseline,dog_bark_foreground,15,9,0.9239263803680982
noise-aware,dog_bark_foreground,15,9,0.9220858895705522
baseline,dog_bark_foreground,15,12,0.93640081799591
noise-aware,dog_bark_foreground,15,12,0.9357873210633947
baseline,dog_bark_foreground,15,15,0.9447852760736196
noise-aware,dog_bark_foreground,15,15,0.943762781186094
baseline,dog_bark_foreground,15,18,0.9496932515337423
noise-aware,dog_bark_foreground,15,18,0.9507157464212679
baseline,dog_bark_foreground,15,21,0.9537832310838446
noise-aware,dog_bark_foreground,15,21,0.9558282208588957
baseline,dog_bark_foreground,15,24,0.9566462167689161
noise-aware,dog_bark_foreground,15,24,0.959918200408998
baseline,dog_bark_foreground,18,-3,0.8321063394683027
noise-aware,dog_bark_foreground,18,-3,0.8286298568507158
baseline,dog_bark_foreground,18,0,0.865439672801636
noise-aware,dog_bark_foreground,18,0,0.8603271983640082
baseline,dog_bark_foreground,18,3,0.8901840490797546
noise-aware,dog_bark_foreground,18,3,0.887321063394683
baseline,dog_bark_foreground,18,6,0.910838445807771
noise-aware,dog_bark_foreground,18,6,0.9065439672801636
baseline,dog_bark_foreground,18,9,0.9239263803680982
noise-aware,dog_bark_foreground,18,9,0.9218813905930471
baseline,dog_bark_foreground,18,12,0.93640081799591
noise-aware,dog_bark_foreground,18,12,0.9355828220858896
baseline,dog_bark_foreground,18,15,0.9443762781186094
noise-aware,dog_bark_foreground,18,15,0.9439672801635992
baseline,dog_bark_foreground,18,18,0.9492842535787321
noise-aware,dog_bark_foreground,18,18,0.9505112474437628
baseline,dog_bark_foreground,18,21,0.9539877300613497
noise-aware,dog_bark_foreground,18,21,0.9560327198364008
baseline,dog_bark_foreground,18,24,0.9568507157464212
noise-aware,dog_bark_foreground,18,24,0.959918200408998
baseline,dog_bark_foreground,21,-3,0.8325153374233129
noise-aware,dog_bark_foreground,21,-3,0.8284253578732106
baseline,dog_bark_foreground,21,0,0.865439672801636
noise-aware,dog_bark_foreground,21,0,0.8593047034764826
baseline,dog_bark_foreground,21,3,0.8905930470347648
noise-aware,dog_bark_foreground,21,3,0.8867075664621676
baseline,dog_bark_foreground,21,6,0.9100204498977505
noise-aware,dog_bark_foreground,21,6,0.9065439672801636
baseline,dog_bark_foreground,21,9,0.9241308793456032
noise-aware,dog_bark_foreground,21,9,0.9214723926380368
baseline,dog_bark_foreground,21,12,0.93640081799591
noise-aware,dog_bark_foreground,21,12,0.9351738241308793
baseline,dog_bark_foreground,21,15,0.9445807770961145
noise-aware,dog_bark_foreground,21,15,0.943762781186094
baseline,dog_bark_foreground,21,18,0.9492842535787321
noise-aware,dog_bark_foreground,21,18,0.9503067484662576
baseline,dog_bark_foreground,21,21,0.9537832310838446
noise-aware,dog_bark_foreground,21,21,0.9560327198364008
baseline,dog_bark_foreground,21,24,0.9568507157464212
noise-aware,dog_bark_foreground,21,24,0.959918200408998
baseline,dog_bark_foreground,24,-3,0.8331288343558282
noise-aware,dog_bark_foreground,24,-3,0.8274028629856851
baseline,dog_bark_foreground,24,0,0.8652351738241308
noise-aware,dog_bark_foreground,24,0,0.8593047034764826
baseline,dog_bark_foreground,24,3,0.8907975460122699
noise-aware,dog_bark_foreground,24,3,0.8869120654396728
baseline,dog_bark_foreground,24,6,0.9102249488752556
noise-aware,dog_bark_foreground,24,6,0.9059304703476483
baseline,dog_bark_foreground,24,9,0.9243353783231084
noise-aware,dog_bark_foreground,24,9,0.9216768916155419
baseline,dog_bark_foreground,24,12,0.93640081799591
noise-aware,dog_bark_foreground,24,12,0.9353783231083844
baseline,dog_bark_foreground,24,15,0.9445807770961145
noise-aware,dog_bark_foreground,24,15,0.9443762781186094
baseline,dog_bark_foreground,24,18,0.9492842535787321
noise-aware,dog_bark_foreground,24,18,0.9505112474437628
baseline,dog_bark_foreground,24,21,0.9537832310838446
noise-aware,dog_bark_foreground,24,21,0.9562372188139059
baseline,dog_bark_foreground,24,24,0.9566462167689161
noise-aware,dog_bark_foreground,24,24,0.959918200408998
baseline,street_music_foreground,-3,-3,0.2789366053169734
noise-aware,street_music_foreground,-3,-3,0.3276073619631902
baseline,street_music_foreground,-3,0,0.4541922290388548
noise-aware,street_music_foreground,-3,0,0.5447852760736196
baseline,street_music_foreground,-3,3,0.6539877300613497
noise-aware,street_music_foreground,-3,3,0.7261758691206543
baseline,street_music_foreground,-3,6,0.7881390593047035
noise-aware,street_music_foreground,-3,6,0.8339468302658487
baseline,street_music_foreground,-3,9,0.8658486707566462
noise-aware,street_music_foreground,-3,9,0.8869120654396728
baseline,street_music_foreground,-3,12,0.9075664621676892
noise-aware,street_music_foreground,-3,12,0.9118609406952966
baseline,street_music_foreground,-3,15,0.9253578732106339
noise-aware,street_music_foreground,-3,15,0.929038854805726
baseline,street_music_foreground,-3,18,0.9353783231083844
noise-aware,street_music_foreground,-3,18,0.93640081799591
baseline,street_music_foreground,-3,21,0.939877300613497
noise-aware,street_music_foreground,-3,21,0.9427402862985685
baseline,street_music_foreground,-3,24,0.9433537832310839
noise-aware,street_music_foreground,-3,24,0.9505112474437628
baseline,street_music_foreground,0,-3,0.27300613496932513
noise-aware,street_music_foreground,0,-3,0.3216768916155419
baseline,street_music_foreground,0,0,0.4456032719836401
noise-aware,street_music_foreground,0,0,0.5372188139059305
baseline,street_music_foreground,0,3,0.6484662576687117
noise-aware,street_music_foreground,0,3,0.7208588957055214
baseline,street_music_foreground,0,6,0.7830265848670757
noise-aware,street_music_foreground,0,6,0.8304703476482618
baseline,street_music_foreground,0,9,0.8660531697341514
noise-aware,street_music_foreground,0,9,0.8862985685071575
baseline,street_music_foreground,0,12,0.9075664621676892
noise-aware,street_music_foreground,0,12,0.9124744376278119
baseline,street_music_foreground,0,15,0.9253578732106339
noise-aware,street_music_foreground,0,15,0.929038854805726
baseline,street_music_foreground,0,18,0.9353783231083844
noise-aware,street_music_foreground,0,18,0.9351738241308793
baseline,street_music_foreground,0,21,0.9402862985685072
noise-aware,street_music_foreground,0,21,0.9425357873210634
baseline,street_music_foreground,0,24,0.9441717791411043
noise-aware,street_music_foreground,0,24,0.9507157464212679
baseline,street_music_foreground,3,-3,0.26932515337423313
noise-aware,street_music_foreground,3,-3,0.31901840490797545
baseline,street_music_foreground,3,0,0.4411042944785276
noise-aware,street_music_foreground,3,0,0.5333333333333333
baseline,street_music_foreground,3,3,0.6404907975460122
noise-aware,street_music_foreground,3,3,0.7184049079754601
baseline,street_music_foreground,3,6,0.7809815950920246
noise-aware,street_music_foreground,3,6,0.8294478527607362
baseline,street_music_foreground,3,9,0.8646216768916155
noise-aware,street_music_foreground,3,9,0.8856850715746422
baseline,street_music_foreground,3,12,0.9061349693251534
noise-aware,street_music_foreground,3,12,0.9122699386503067
baseline,street_music_foreground,3,15,0.9255623721881391
noise-aware,street_music_foreground,3,15,0.9282208588957055
baseline,street_music_foreground,3,18,0.9351738241308793
noise-aware,street_music_foreground,3,18,0.9351738241308793
baseline,street_music_foreground,3,21,0.9404907975460123
noise-aware,street_music_foreground,3,21,0.9423312883435583
baseline,street_music_foreground,3,24,0.9447852760736196
noise-aware,street_music_foreground,3,24,0.9496932515337423
baseline,street_music_foreground,6,-3,0.2705521472392638
noise-aware,street_music_foreground,6,-3,0.31533742331288345
baseline,street_music_foreground,6,0,0.43640081799591
noise-aware,street_music_foreground,6,0,0.5280163599182004
baseline,street_music_foreground,6,3,0.6396728016359918
noise-aware,street_music_foreground,6,3,0.7167689161554193
baseline,street_music_foreground,6,6,0.7807770961145194
noise-aware,street_music_foreground,6,6,0.8302658486707567
baseline,street_music_foreground,6,9,0.8644171779141104
noise-aware,street_music_foreground,6,9,0.885480572597137
baseline,street_music_foreground,6,12,0.9057259713701431
noise-aware,street_music_foreground,6,12,0.910838445807771
baseline,street_music_foreground,6,15,0.9257668711656442
noise-aware,street_music_foreground,6,15,0.9274028629856851
baseline,street_music_foreground,6,18,0.9353783231083844
noise-aware,street_music_foreground,6,18,0.9353783231083844
baseline,street_music_foreground,6,21,0.9402862985685072
noise-aware,street_music_foreground,6,21,0.9427402862985685
baseline,street_music_foreground,6,24,0.9456032719836401
noise-aware,street_music_foreground,6,24,0.9496932515337423
baseline,street_music_foreground,9,-3,0.2687116564417178
noise-aware,street_music_foreground,9,-3,0.314519427402863
baseline,street_music_foreground,9,0,0.43558282208588955
noise-aware,street_music_foreground,9,0,0.5276073619631901
baseline,street_music_foreground,9,3,0.63640081799591
noise-aware,street_music_foreground,9,3,0.7169734151329243
baseline,street_music_foreground,9,6,0.7801635991820041
noise-aware,street_music_foreground,9,6,0.8304703476482618
baseline,street_music_foreground,9,9,0.86359918200409
noise-aware,street_music_foreground,9,9,0.8860940695296523
baseline,street_music_foreground,9,12,0.9047034764826176
noise-aware,street_music_foreground,9,12,0.9106339468302659
baseline,street_music_foreground,9,15,0.9265848670756647
noise-aware,street_music_foreground,9,15,0.92719836400818
baseline,street_music_foreground,9,18,0.9357873210633947
noise-aware,street_music_foreground,9,18,0.9359918200408998
baseline,street_music_foreground,9,21,0.939877300613497
noise-aware,street_music_foreground,9,21,0.9425357873210634
baseline,street_music_foreground,9,24,0.9456032719836401
noise-aware,street_music_foreground,9,24,0.9494887525562372
baseline,street_music_foreground,12,-3,0.2656441717791411
noise-aware,street_music_foreground,12,-3,0.31247443762781185
baseline,street_music_foreground,12,0,0.43333333333333335
noise-aware,street_music_foreground,12,0,0.5255623721881391
baseline,street_music_foreground,12,3,0.634560327198364
noise-aware,street_music_foreground,12,3,0.7147239263803681
baseline,street_music_foreground,12,6,0.7801635991820041
noise-aware,street_music_foreground,12,6,0.8294478527607362
baseline,street_music_foreground,12,9,0.8633946830265848
noise-aware,street_music_foreground,12,9,0.8850715746421268
baseline,street_music_foreground,12,12,0.9047034764826176
noise-aware,street_music_foreground,12,12,0.9102249488752556
baseline,street_music_foreground,12,15,0.9265848670756647
noise-aware,street_music_foreground,12,15,0.9269938650306748
baseline,street_music_foreground,12,18,0.9359918200408998
noise-aware,street_music_foreground,12,18,0.9359918200408998
baseline,street_music_foreground,12,21,0.940081799591002
noise-aware,street_music_foreground,12,21,0.9423312883435583
baseline,street_music_foreground,12,24,0.9460122699386503
noise-aware,street_music_foreground,12,24,0.9494887525562372
baseline,street_music_foreground,15,-3,0.26523517382413087
noise-aware,street_music_foreground,15,-3,0.3096114519427403
baseline,street_music_foreground,15,0,0.4312883435582822
noise-aware,street_music_foreground,15,0,0.5226993865030675
baseline,street_music_foreground,15,3,0.6333333333333333
noise-aware,street_music_foreground,15,3,0.7134969325153374
baseline,street_music_foreground,15,6,0.7779141104294478
