model,noise_type,snr_train,snr_test,accuracy
noise-aware,street_music_foreground,15,6,0.8284253578732106
baseline,street_music_foreground,15,9,0.86359918200409
noise-aware,street_music_foreground,15,9,0.8848670756646216
baseline,street_music_foreground,15,12,0.903680981595092
noise-aware,street_music_foreground,15,12,0.9100204498977505
baseline,street_music_foreground,15,15,0.9263803680981595
noise-aware,street_music_foreground,15,15,0.9280163599182004
baseline,street_music_foreground,15,18,0.9357873210633947
noise-aware,street_music_foreground,15,18,0.9357873210633947
baseline,street_music_foreground,15,21,0.9411042944785276
noise-aware,street_music_foreground,15,21,0.9425357873210634
baseline,street_music_foreground,15,24,0.9458077709611452
noise-aware,street_music_foreground,15,24,0.949079754601227
baseline,street_music_foreground,18,-3,0.26339468302658486
noise-aware,street_music_foreground,18,-3,0.3071574642126789
baseline,street_music_foreground,18,0,0.4298568507157464
noise-aware,street_music_foreground,18,0,0.5210633946830265
baseline,street_music_foreground,18,3,0.6316973415132925
noise-aware,street_music_foreground,18,3,0.7114519427402863
baseline,street_music_foreground,18,6,0.7777096114519427
noise-aware,street_music_foreground,18,6,0.8276073619631902
baseline,street_music_foreground,18,9,0.8629856850715747
noise-aware,street_music_foreground,18,9,0.8840490797546012
baseline,street_music_foreground,18,12,0.903680981595092
noise-aware,street_music_foreground,18,12,0.9098159509202454
baseline,street_music_foreground,18,15,0.9265848670756647
noise-aware,street_music_foreground,18,15,0.9280163599182004
baseline,street_music_foreground,18,18,0.9349693251533743
noise-aware,street_music_foreground,18,18,0.9353783231083844
baseline,street_music_foreground,18,21,0.9411042944785276
noise-aware,street_music_foreground,18,21,0.9423312883435583
baseline,street_music_foreground,18,24,0.9460122699386503
noise-aware,street_music_foreground,18,24,0.9492842535787321
baseline,street_music_foreground,21,-3,0.26196319018404907
noise-aware,street_music_foreground,21,-3,0.3053169734151329
baseline,street_music_foreground,21,0,0.42576687116564416
noise-aware,street_music_foreground,21,0,0.5184049079754601
baseline,street_music_foreground,21,3,0.6296523517382413
noise-aware,street_music_foreground,21,3,0.7085889570552147
baseline,street_music_foreground,21,6,0.7768916155419223
noise-aware,street_music_foreground,21,6,0.8259713701431493
baseline,street_music_foreground,21,9,0.8621676891615542
noise-aware,street_music_foreground,21,9,0.8815950920245399
baseline,street_music_foreground,21,12,0.903476482617587
noise-aware,street_music_foreground,21,12,0.9098159509202454
baseline,street_music_foreground,21,15,0.9263803680981595
noise-aware,street_music_foreground,21,15,0.9280163599182004
baseline,street_music_foreground,21,18,0.9349693251533743
noise-aware,street_music_foreground,21,18,0.9353783231083844
baseline,street_music_foreground,21,21,0.9406952965235174
noise-aware,street_music_foreground,21,21,0.941717791411043
baseline,street_music_foreground,21,24,0.9460122699386503
noise-aware,street_music_foreground,21,24,0.9488752556237219
baseline,street_music_foreground,24,-3,0.26155419222903886
noise-aware,street_music_foreground,24,-3,0.3042944785276074
baseline,street_music_foreground,24,0,0.4245398773006135
noise-aware,street_music_foreground,24,0,0.5159509202453988
baseline,street_music_foreground,24,3,0.6267893660531697
noise-aware,street_music_foreground,24,3,0.7079754601226994
baseline,street_music_foreground,24,6,0.7754601226993865
noise-aware,street_music_foreground,24,6,0.8241308793456033
baseline,street_music_foreground,24,9,0.8615541922290388
noise-aware,street_music_foreground,24,9,0.8813905930470347
baseline,street_music_foreground,24,12,0.9024539877300614
noise-aware,street_music_foreground,24,12,0.90920245398773
baseline,street_music_foreground,24,15,0.9261758691206544
noise-aware,street_music_foreground,24,15,0.9284253578732107
baseline,street_music_foreground,24,18,0.9347648261758691
noise-aware,street_music_foreground,24,18,0.9351738241308793
baseline,street_music_foreground,24,21,0.9413087934560327
noise-aware,street_music_foreground,24,21,0.9423312883435583
baseline,street_music_foreground,24,24,0.9458077709611452
noise-aware,street_music_foreground,24,24,0.9486707566462168
