model,noise_type,snr_train,snr_test,accuracy
noise-aware,street_music_foreground,15,6,0.8288343558282208
baseline,street_music_foreground,15,9,0.8646216768916155
noise-aware,street_music_foreground,15,9,0.8850715746421268
baseline,street_music_foreground,15,12,0.9047034764826176
noise-aware,street_music_foreground,15,12,0.9114519427402863
baseline,street_music_foreground,15,15,0.9276073619631902
noise-aware,street_music_foreground,15,15,0.92719836400818
baseline,street_music_foreground,15,18,0.9351738241308793
noise-aware,street_music_foreground,15,18,0.9359918200408998
baseline,street_music_foreground,15,21,0.9421267893660532
noise-aware,street_music_foreground,15,21,0.9431492842535787
baseline,street_music_foreground,15,24,0.9464212678936605
noise-aware,street_music_foreground,15,24,0.9486707566462168
baseline,street_music_foreground,18,-3,0.27034764826175867
noise-aware,street_music_foreground,18,-3,0.3075664621676892
baseline,street_music_foreground,18,0,0.4343558282208589
noise-aware,street_music_foreground,18,0,0.5226993865030675
baseline,street_music_foreground,18,3,0.6366053169734152
noise-aware,street_music_foreground,18,3,0.7139059304703477
baseline,street_music_foreground,18,6,0.7815950920245399
noise-aware,street_music_foreground,18,6,0.8278118609406953
baseline,street_music_foreground,18,9,0.8644171779141104
noise-aware,street_music_foreground,18,9,0.8838445807770962
baseline,street_music_foreground,18,12,0.9044989775051124
noise-aware,street_music_foreground,18,12,0.9106339468302659
baseline,street_music_foreground,18,15,0.9274028629856851
noise-aware,street_music_foreground,18,15,0.9269938650306748
baseline,street_music_foreground,18,18,0.9357873210633947
noise-aware,street_music_foreground,18,18,0.9351738241308793
baseline,street_music_foreground,18,21,0.9415132924335379
noise-aware,street_music_foreground,18,21,0.9431492842535787
baseline,street_music_foreground,18,24,0.9466257668711656
noise-aware,street_music_foreground,18,24,0.9486707566462168
baseline,street_music_foreground,21,-3,0.2701431492842536
noise-aware,street_music_foreground,21,-3,0.30552147239263805
baseline,street_music_foreground,21,0,0.4329243353783231
noise-aware,street_music_foreground,21,0,0.5216768916155419
baseline,street_music_foreground,21,3,0.6347648261758692
noise-aware,street_music_foreground,21,3,0.7112474437627812
baseline,street_music_foreground,21,6,0.7811860940695297
noise-aware,street_music_foreground,21,6,0.8269938650306748
baseline,street_music_foreground,21,9,0.8638036809815951
noise-aware,street_music_foreground,21,9,0.8828220858895706
baseline,street_music_foreground,21,12,0.9040899795501023
noise-aware,street_music_foreground,21,12,0.9100204498977505
baseline,street_music_foreground,21,15,0.9278118609406953
noise-aware,street_music_foreground,21,15,0.9276073619631902
baseline,street_music_foreground,21,18,0.9359918200408998
noise-aware,street_music_foreground,21,18,0.9353783231083844
baseline,street_music_foreground,21,21,0.941717791411043
noise-aware,street_music_foreground,21,21,0.9429447852760736
baseline,street_music_foreground,21,24,0.9458077709611452
noise-aware,street_music_foreground,21,24,0.9482617586912065
baseline,street_music_foreground,24,-3,0.2689161554192229
noise-aware,street_music_foreground,24,-3,0.3028629856850716
baseline,street_music_foreground,24,0,0.4321063394683027
noise-aware,street_music_foreground,24,0,0.518200408997955
baseline,street_music_foreground,24,3,0.6331288343558282
noise-aware,street_music_foreground,24,3,0.7083844580777097
baseline,street_music_foreground,24,6,0.779959100204499
noise-aware,street_music_foreground,24,6,0.8261758691206544
baseline,street_music_foreground,24,9,0.8638036809815951
noise-aware,street_music_foreground,24,9,0.8815950920245399
baseline,street_music_foreground,24,12,0.9038854805725971
noise-aware,street_music_foreground,24,12,0.9096114519427403
baseline,street_music_foreground,24,15,0.9274028629856851
noise-aware,street_music_foreground,24,15,0.9280163599182004
baseline,street_music_foreground,24,18,0.9357873210633947
noise-aware,street_music_foreground,24,18,0.9351738241308793
baseline,street_music_foreground,24,21,0.9415132924335379
noise-aware,street_music_foreground,24,21,0.9423312883435583
baseline,street_music_foreground,24,24,0.9456032719836401
noise-aware,street_music_foreground,24,24,0.9482617586912065
