model,noise_type,snr_train,epochs_1,epochs_2,epochs_3,epochs_4,epochs_5
noise_aware,street_music_foreground,0,0.5396728016359919,0.5693251533742332,0.5948875255623722,0.618200408997955,0.6341513292433538
baseline,street_music_foreground,3,0.6476482617586912,0.661963190184049,0.6795501022494888,0.6924335378323109,0.7047034764826176
noise_aware,street_music_foreground,3,0.7206543967280163,0.7370143149284254,0.7515337423312883,0.7609406952965235,0.7664621676891615
baseline,street_music_foreground,6,0.7832310838445807,0.7897750511247443,0.7977505112474438,0.8044989775051125,0.8122699386503067
noise_aware,street_music_foreground,6,0.8306748466257668,0.8388548057259714,0.8447852760736196,0.849284253578732,0.8523517382413088
baseline,street_music_foreground,9,0.8642126789366054,0.8676891615541922,0.8703476482617587,0.874642126789366,0.876482617586912
noise_aware,street_music_foreground,9,0.8852760736196319,0.8899795501022495,0.8948875255623722,0.8950920245398774,0.896319018404908
baseline,street_music_foreground,12,0.9057259713701431,0.9057259713701431,0.9096114519427403,0.9100204498977505,0.911042944785276
noise_aware,street_music_foreground,12,0.9114519427402863,0.9151329243353783,0.9184049079754601,0.9188139059304703,0.9175869120654396
baseline,street_music_foreground,15,0.9278118609406953,0.9257668711656442,0.9253578732106339,0.9257668711656442,0.9259713701431492
noise_aware,street_music_foreground,15,0.9267893660531697,0.92719836400818,0.9284253578732107,0.929038854805726,0.9296523517382413
baseline,street_music_foreground,18,0.9359918200408998,0.9357873210633947,0.9351738241308793,0.9351738241308793,0.9351738241308793
noise_aware,street_music_foreground,18,0.934560327198364,0.9361963190184049,0.9374233128834356,0.938241308793456,0.9374233128834356
baseline,street_music_foreground,21,0.941717791411043,0.9425357873210634,0.9421267893660532,0.9402862985685072,0.9413087934560327
noise_aware,street_music_foreground,21,0.9425357873210634,0.9423312883435583,0.943558282208589,0.9439672801635992,0.9441717791411043
baseline,street_music_foreground,24,0.9447852760736196,0.947239263803681,0.947239263803681,0.9474437627811861,0.947239263803681
noise_aware,street_music_foreground,24,0.9484662576687116,0.9496932515337423,0.9503067484662576,0.9498977505112475,0.9501022494887525
