,seed,noise_snr,noise_test,accuracy
779,15,12,living,0.9433537832310839
780,16,12,living,0.9464212678936605
781,17,12,living,0.9447852760736196
782,18,12,living,0.9406952965235174
783,19,12,living,0.9462167689161555
784,20,12,living,0.9456032719836401
785,21,12,living,0.9449897750511247
786,22,12,living,0.9466257668711656
787,23,12,living,0.9466257668711656
788,24,12,living,0.9458077709611452
789,0,9,white,0.6578732106339469
790,1,9,white,0.7476482617586913
791,2,9,white,0.6662576687116565
792,3,9,white,0.7067484662576687
793,4,9,white,0.7826175869120654
794,5,9,white,0.7474437627811861
795,6,9,white,0.7977505112474438
796,7,9,white,0.6631901840490797
797,8,9,white,0.7092024539877301
798,9,9,white,0.7815950920245399
799,10,9,white,0.7143149284253578
800,11,9,white,0.8167689161554192
801,12,9,white,0.7768916155419223
802,13,9,white,0.7265848670756646
803,14,9,white,0.6496932515337424
804,15,9,white,0.7431492842535787
805,16,9,white,0.701840490797546
806,17,9,white,0.7032719836400818
807,18,9,white,0.7394683026584867
808,19,9,white,0.7533742331288343
809,20,9,white,0.7179959100204499
810,21,9,white,0.747239263803681
811,22,9,white,0.8441717791411043
812,23,9,white,0.6840490797546013
813,24,9,white,0.6950920245398773
814,0,9,pink,0.6247443762781186
815,1,9,pink,0.7713701431492842
816,2,9,pink,0.605521472392638
817,3,9,pink,0.6905930470347649
818,4,9,pink,0.7496932515337423
819,5,9,pink,0.7212678936605317
820,6,9,pink,0.7507157464212679
821,7,9,pink,0.6885480572597137
822,8,9,pink,0.7100204498977505
823,9,9,pink,0.7445807770961145
824,10,9,pink,0.7028629856850716
825,11,9,pink,0.7515337423312883
826,12,9,pink,0.7267893660531697
827,13,9,pink,0.6987730061349693
828,14,9,pink,0.6261758691206544
829,15,9,pink,0.7161554192229039
830,16,9,pink,0.6552147239263804
831,17,9,pink,0.7116564417177914
832,18,9,pink,0.6879345603271984
833,19,9,pink,0.7402862985685071
834,20,9,pink,0.6905930470347649
835,21,9,pink,0.7554192229038855
836,22,9,pink,0.8026584867075665
837,23,9,pink,0.6648261758691206
838,24,9,pink,0.6263803680981596
839,0,9,babble,0.8938650306748466
840,1,9,babble,0.8985685071574642
841,2,9,babble,0.8942740286298568
842,3,9,babble,0.8979550102249488
843,4,9,babble,0.8897750511247444
844,5,9,babble,0.8848670756646216
845,6,9,babble,0.8895705521472392
846,7,9,babble,0.8856850715746422
847,8,9,babble,0.8961145194274028
848,9,9,babble,0.8756646216768916
849,10,9,babble,0.8858895705521472
850,11,9,babble,0.903476482617587
851,12,9,babble,0.8946830265848671
852,13,9,babble,0.8997955010224948
853,14,9,babble,0.8967280163599182
854,15,9,babble,0.8957055214723927
855,16,9,babble,0.880163599182004
856,17,9,babble,0.8879345603271984
857,18,9,babble,0.872597137014315
858,19,9,babble,0.8969325153374234
859,20,9,babble,0.8979550102249488
860,21,9,babble,0.8840490797546012
861,22,9,babble,0.9014314928425358
862,23,9,babble,0.8924335378323108
863,24,9,babble,0.8777096114519427
864,0,9,kitchen,0.910838445807771
865,1,9,kitchen,0.9198364008179959
866,2,9,kitchen,0.92719836400818
867,3,9,kitchen,0.9237218813905931
868,4,9,kitchen,0.9229038854805726
869,5,9,kitchen,0.9190184049079755
870,6,9,kitchen,0.9233128834355828
871,7,9,kitchen,0.9206543967280164
872,8,9,kitchen,0.9280163599182004
873,9,9,kitchen,0.9294478527607362
874,10,9,kitchen,0.908997955010225
875,11,9,kitchen,0.9335378323108384
876,12,9,kitchen,0.9302658486707567
877,13,9,kitchen,0.9314928425357873
878,14,9,kitchen,0.9276073619631902
879,15,9,kitchen,0.9188139059304703
880,16,9,kitchen,0.9231083844580777
881,17,9,kitchen,0.9157464212678936
882,18,9,kitchen,0.9231083844580777
883,19,9,kitchen,0.929038854805726
884,20,9,kitchen,0.9229038854805726
885,21,9,kitchen,0.9149284253578732
886,22,9,kitchen,0.9329243353783231
887,23,9,kitchen,0.9245398773006135
888,24,9,kitchen,0.9284253578732107
889,0,9,office,0.9343558282208589
890,1,9,office,0.9480572597137015
891,2,9,office,0.947239263803681
892,3,9,office,0.9476482617586912
893,4,9,office,0.9427402862985685
894,5,9,office,0.9458077709611452
895,6,9,office,0.9480572597137015
896,7,9,office,0.9404907975460123
897,8,9,office,0.9466257668711656
898,9,9,office,0.9513292433537832
899,10,9,office,0.9441717791411043
900,11,9,office,0.9496932515337423
901,12,9,office,0.9521472392638037
902,13,9,office,0.9402862985685072
903,14,9,office,0.9519427402862985
904,15,9,office,0.9478527607361963
905,16,9,office,0.9474437627811861
906,17,9,office,0.949079754601227
907,18,9,office,0.9494887525562372
908,19,9,office,0.939877300613497
909,20,9,office,0.9486707566462168
910,21,9,office,0.9478527607361963
911,22,9,office,0.9525562372188139
912,23,9,office,0.9505112474437628
913,24,9,office,0.9503067484662576
914,0,9,living,0.938036809815951
915,1,9,living,0.9388548057259714
916,2,9,living,0.9386503067484663
917,3,9,living,0.9386503067484663
918,4,9,living,0.9314928425357873
919,5,9,living,0.9374233128834356
920,6,9,living,0.9347648261758691
921,7,9,living,0.9376278118609407
922,8,9,living,0.9423312883435583
923,9,9,living,0.9394683026584867
924,10,9,living,0.9413087934560327
925,11,9,living,0.9431492842535787
926,12,9,living,0.9388548057259714
927,13,9,living,0.9392638036809816
928,14,9,living,0.9368098159509203
929,15,9,living,0.9341513292433538
930,16,9,living,0.938036809815951
931,17,9,living,0.9372188139059304
932,18,9,living,0.9335378323108384
933,19,9,living,0.9392638036809816
934,20,9,living,0.939877300613497
935,21,9,living,0.9372188139059304
936,22,9,living,0.9378323108384458
937,23,9,living,0.9413087934560327
938,24,9,living,0.9396728016359919
939,0,6,white,0.48466257668711654
940,1,6,white,0.5478527607361963
941,2,6,white,0.48936605316973414
942,3,6,white,0.5259713701431493
943,4,6,white,0.627402862985685
944,5,6,white,0.5820040899795501
945,6,6,white,0.6494887525562372
946,7,6,white,0.4750511247443763
947,8,6,white,0.5374233128834356
948,9,6,white,0.5955010224948876
949,10,6,white,0.5433537832310839
950,11,6,white,0.6713701431492842
951,12,6,white,0.6110429447852761
952,13,6,white,0.5355828220858896
953,14,6,white,0.4535787321063395
954,15,6,white,0.5494887525562372
955,16,6,white,0.5108384458077709
956,17,6,white,0.5239263803680981
957,18,6,white,0.5613496932515337
958,19,6,white,0.592842535787321
959,20,6,white,0.5210633946830265
960,21,6,white,0.5883435582822086
961,22,6,white,0.7355828220858895
962,23,6,white,0.5143149284253579
963,24,6,white,0.5245398773006135
964,0,6,pink,0.42678936605316975
965,1,6,pink,0.5607361963190184
966,2,6,pink,0.38609406952965236
967,3,6,pink,0.47975460122699387
968,4,6,pink,0.5488752556237219
969,5,6,pink,0.5116564417177915
970,6,6,pink,0.5588957055214724
971,7,6,pink,0.4734151329243354
972,8,6,pink,0.5024539877300613
973,9,6,pink,0.5134969325153375
974,10,6,pink,0.5094069529652352
975,11,6,pink,0.5650306748466257
976,12,6,pink,0.49284253578732107
977,13,6,pink,0.4703476482617587
978,14,6,pink,0.401840490797546
979,15,6,pink,0.49038854805725973
980,16,6,pink,0.4349693251533742
981,17,6,pink,0.48445807770961147
982,18,6,pink,0.4652351738241309
983,19,6,pink,0.5415132924335379
984,20,6,pink,0.47464212678936607
985,21,6,pink,0.5629856850715746
986,22,6,pink,0.6331288343558282
987,23,6,pink,0.47280163599182007
988,24,6,pink,0.4247443762781186
989,0,6,babble,0.8605316973415132
990,1,6,babble,0.8574642126789366
991,2,6,babble,0.8568507157464212
992,3,6,babble,0.8631901840490798
993,4,6,babble,0.8488752556237219
994,5,6,babble,0.8294478527607362
995,6,6,babble,0.8603271983640082
996,7,6,babble,0.8445807770961146
997,8,6,babble,0.8560327198364008
998,9,6,babble,0.8276073619631902
999,10,6,babble,0.8402862985685071
1000,11,6,babble,0.8613496932515338
1001,12,6,babble,0.8601226993865031
1002,13,6,babble,0.8597137014314928
1003,14,6,babble,0.8625766871165644
1004,15,6,babble,0.8513292433537832
1005,16,6,babble,0.840081799591002
1006,17,6,babble,0.8445807770961146
1007,18,6,babble,0.8198364008179959
1008,19,6,babble,0.8519427402862986
1009,20,6,babble,0.8623721881390594
1010,21,6,babble,0.8366053169734151
1011,22,6,babble,0.8676891615541922
1012,23,6,babble,0.847239263803681
1013,24,6,babble,0.8269938650306748
1014,0,6,kitchen,0.8867075664621676
1015,1,6,kitchen,0.8959100204498978
1016,2,6,kitchen,0.9085889570552147
1017,3,6,kitchen,0.8985685071574642
1018,4,6,kitchen,0.9100204498977505
1019,5,6,kitchen,0.8932515337423312
1020,6,6,kitchen,0.907361963190184
1021,7,6,kitchen,0.8924335378323108
1022,8,6,kitchen,0.905316973415133
1023,9,6,kitchen,0.9124744376278119
1024,10,6,kitchen,0.8777096114519427
1025,11,6,kitchen,0.9190184049079755
1026,12,6,kitchen,0.9165644171779141
1027,13,6,kitchen,0.9175869120654396
1028,14,6,kitchen,0.8997955010224948
1029,15,6,kitchen,0.896319018404908
1030,16,6,kitchen,0.901840490797546
1031,17,6,kitchen,0.8897750511247444
1032,18,6,kitchen,0.901635991820041
1033,19,6,kitchen,0.910838445807771
1034,20,6,kitchen,0.901840490797546
1035,21,6,kitchen,0.8936605316973415
1036,22,6,kitchen,0.9167689161554192
1037,23,6,kitchen,0.907157464212679
1038,24,6,kitchen,0.9116564417177914
1039,0,6,office,0.9280163599182004
1040,1,6,office,0.9408997955010225
1041,2,6,office,0.9406952965235174
1042,3,6,office,0.9406952965235174
1043,4,6,office,0.9388548057259714
1044,5,6,office,0.9411042944785276
1045,6,6,office,0.9425357873210634
1046,7,6,office,0.9331288343558283
1047,8,6,office,0.9431492842535787
1048,9,6,office,0.9470347648261759
1049,10,6,office,0.9408997955010225
1050,11,6,office,0.9433537832310839
1051,12,6,office,0.9474437627811861
1052,13,6,office,0.9325153374233128
1053,14,6,office,0.9470347648261759
1054,15,6,office,0.9431492842535787
1055,16,6,office,0.9429447852760736
1056,17,6,office,0.9415132924335379
1057,18,6,office,0.9456032719836401
1058,19,6,office,0.9341513292433538
1059,20,6,office,0.9429447852760736
1060,21,6,office,0.9413087934560327
1061,22,6,office,0.9501022494887525
1062,23,6,office,0.945398773006135
1063,24,6,office,0.9449897750511247
1064,0,6,living,0.9274028629856851
1065,1,6,living,0.9288343558282208
1066,2,6,living,0.9274028629856851
1067,3,6,living,0.9239263803680982
1068,4,6,living,0.9206543967280164
1069,5,6,living,0.9257668711656442
1070,6,6,living,0.9218813905930471
1071,7,6,living,0.9235173824130879
1072,8,6,living,0.9316973415132924
1073,9,6,living,0.9224948875255624
1074,10,6,living,0.9278118609406953
1075,11,6,living,0.9286298568507158
1076,12,6,living,0.9286298568507158
1077,13,6,living,0.9296523517382413
1078,14,6,living,0.9231083844580777
1079,15,6,living,0.9192229038854806
1080,16,6,living,0.9265848670756647
1081,17,6,living,0.9278118609406953
1082,18,6,living,0.9220858895705522
1083,19,6,living,0.9276073619631902
1084,20,6,living,0.9280163599182004
1085,21,6,living,0.9245398773006135
1086,22,6,living,0.9194274028629856
1087,23,6,living,0.9298568507157464
1088,24,6,living,0.9235173824130879
1089,0,3,white,0.3067484662576687
1090,1,3,white,0.33210633946830265
1091,2,3,white,0.2901840490797546
1092,3,3,white,0.3310838445807771
1093,4,3,white,0.42433537832310836
1094,5,3,white,0.38916155419222903
1095,6,3,white,0.45337423312883435
1096,7,3,white,0.28343558282208586
1097,8,3,white,0.3656441717791411
1098,9,3,white,0.35930470347648263
1099,10,3,white,0.36155419222903884
1100,11,3,white,0.467280163599182
1101,12,3,white,0.3783231083844581
1102,13,3,white,0.3257668711656442
1103,14,3,white,0.26380368098159507
1104,15,3,white,0.329038854805726
1105,16,3,white,0.30368098159509205
1106,17,3,white,0.3249488752556237
1107,18,3,white,0.3605316973415133
1108,19,3,white,0.39815950920245397
1109,20,3,white,0.31758691206543965
1110,21,3,white,0.3928425357873211
1111,22,3,white,0.53640081799591
1112,23,3,white,0.33026584867075665
1113,24,3,white,0.3296523517382413
1114,0,3,pink,0.23803680981595093
1115,1,3,pink,0.314519427402863
1116,2,3,pink,0.2002044989775051
1117,3,3,pink,0.27280163599182006
1118,4,3,pink,0.316359918200409
1119,5,3,pink,0.2850715746421268
1120,6,3,pink,0.33967280163599184
1121,7,3,pink,0.26768916155419226
1122,8,3,pink,0.28486707566462166
1123,9,3,pink,0.2740286298568507
1124,10,3,pink,0.2903885480572597
1125,11,3,pink,0.3249488752556237
1126,12,3,pink,0.2593047034764826
1127,13,3,pink,0.2578732106339468
1128,14,3,pink,0.20777096114519428
1129,15,3,pink,0.25541922290388547
1130,16,3,pink,0.23885480572597137
1131,17,3,pink,0.27689161554192226
1132,18,3,pink,0.2513292433537832
1133,19,3,pink,0.3188139059304703
1134,20,3,pink,0.2611451942740286
1135,21,3,pink,0.330879345603272
1136,22,3,pink,0.36155419222903884
1137,23,3,pink,0.26339468302658486
1138,24,3,pink,0.2265848670756646
1139,0,3,babble,0.789161554192229
1140,1,3,babble,0.7860940695296523
1141,2,3,babble,0.7793456032719837
1142,3,3,babble,0.805521472392638
1143,4,3,babble,0.7787321063394683
1144,5,3,babble,0.7376278118609407
1145,6,3,babble,0.8002044989775051
1146,7,3,babble,0.785480572597137
1147,8,3,babble,0.7938650306748466
1148,9,3,babble,0.7576687116564417
1149,10,3,babble,0.7429447852760737
1150,11,3,babble,0.7871165644171779
1151,12,3,babble,0.7930470347648262
1152,13,3,babble,0.7807770961145194
1153,14,3,babble,0.7924335378323109
1154,15,3,babble,0.7775051124744377
1155,16,3,babble,0.7654396728016359
1156,17,3,babble,0.7791411042944786
1157,18,3,babble,0.7404907975460123
1158,19,3,babble,0.7783231083844581
1159,20,3,babble,0.7901840490797546
1160,21,3,babble,0.7752556237218814
1161,22,3,babble,0.8165644171779141
1162,23,3,babble,0.778118609406953
1163,24,3,babble,0.7574642126789366
1164,0,3,kitchen,0.850920245398773
1165,1,3,kitchen,0.838036809815951
1166,2,3,kitchen,0.868916155419223
1167,3,3,kitchen,0.8498977505112475
1168,4,3,kitchen,0.8844580777096115
1169,5,3,kitchen,0.8523517382413088
1170,6,3,kitchen,0.8852760736196319
1171,7,3,kitchen,0.8413087934560327
1172,8,3,kitchen,0.8648261758691207
1173,9,3,kitchen,0.8871165644171779
1174,10,3,kitchen,0.8220858895705522
1175,11,3,kitchen,0.9006134969325154
1176,12,3,kitchen,0.8979550102249488
1177,13,3,kitchen,0.8977505112474438
1178,14,3,kitchen,0.8372188139059304
1179,15,3,kitchen,0.8588957055214724
1180,16,3,kitchen,0.8640081799591002
1181,17,3,kitchen,0.8496932515337423
1182,18,3,kitchen,0.8680981595092024
1183,19,3,kitchen,0.8822085889570552
1184,20,3,kitchen,0.8652351738241308
1185,21,3,kitchen,0.8633946830265848
1186,22,3,kitchen,0.8907975460122699
1187,23,3,kitchen,0.8676891615541922
1188,24,3,kitchen,0.8848670756646216
1189,0,3,office,0.9161554192229039
1190,1,3,office,0.932719836400818
1191,2,3,office,0.9325153374233128
1192,3,3,office,0.9298568507157464
1193,4,3,office,0.93640081799591
1194,5,3,office,0.9316973415132924
1195,6,3,office,0.9366053169734151
1196,7,3,office,0.9214723926380368
1197,8,3,office,0.9376278118609407
1198,9,3,office,0.9413087934560327
1199,10,3,office,0.9349693251533743
1200,11,3,office,0.9353783231083844
1201,12,3,office,0.9408997955010225
1202,13,3,office,0.9194274028629856
1203,14,3,office,0.943558282208589
1204,15,3,office,0.9413087934560327
1205,16,3,office,0.9370143149284254
1206,17,3,office,0.9351738241308793
1207,18,3,office,0.9368098159509203
1208,19,3,office,0.9278118609406953
1209,20,3,office,0.9355828220858896
1210,21,3,office,0.9343558282208589
1211,22,3,office,0.943558282208589
1212,23,3,office,0.9368098159509203
1213,24,3,office,0.9411042944785276
1214,0,3,living,0.9096114519427403
1215,1,3,living,0.9139059304703476
1216,2,3,living,0.9085889570552147
1217,3,3,living,0.8969325153374234
1218,4,3,living,0.903680981595092
1219,5,3,living,0.910838445807771
1220,6,3,living,0.9030674846625767
1221,7,3,living,0.8948875255623722
1222,8,3,living,0.9132924335378323
1223,9,3,living,0.9044989775051124
1224,10,3,living,0.911042944785276
1225,11,3,living,0.9094069529652352
1226,12,3,living,0.9112474437627812
1227,13,3,living,0.9139059304703476
1228,14,3,living,0.9024539877300614
1229,15,3,living,0.8973415132924335
1230,16,3,living,0.9104294478527607
1231,17,3,living,0.9132924335378323
1232,18,3,living,0.8997955010224948
1233,19,3,living,0.914519427402863
1234,20,3,living,0.9079754601226994
1235,21,3,living,0.8979550102249488
1236,22,3,living,0.9012269938650307
1237,23,3,living,0.912678936605317
1238,24,3,living,0.9067484662576687
1239,0,0,white,0.1619631901840491
1240,1,0,white,0.16993865030674846
1241,2,0,white,0.14867075664621676
1242,3,0,white,0.17934560327198365
1243,4,0,white,0.2394683026584867
1244,5,0,white,0.21206543967280164
1245,6,0,white,0.2607361963190184
1246,7,0,white,0.14948875255623723
1247,8,0,white,0.20224948875255624
1248,9,0,white,0.18098159509202455
1249,10,0,white,0.18916155419222905
1250,11,0,white,0.25828220858895706
1251,12,0,white,0.18732106339468302
1252,13,0,white,0.17464212678936605
1253,14,0,white,0.1427402862985685
1254,15,0,white,0.16359918200409
1255,16,0,white,0.1640081799591002
1256,17,0,white,0.16932515337423312
1257,18,0,white,0.19366053169734151
1258,19,0,white,0.22208588957055214
1259,20,0,white,0.16789366053169735
1260,21,0,white,0.2198364008179959
1261,22,0,white,0.3006134969325153
1262,23,0,white,0.17770961145194275
1263,24,0,white,0.17096114519427402
1264,0,0,pink,0.11758691206543967
1265,1,0,pink,0.15644171779141106
1266,2,0,pink,0.10797546012269939
1267,3,0,pink,0.13210633946830266
1268,4,0,pink,0.15603271983640082
1269,5,0,pink,0.13701431492842536
1270,6,0,pink,0.16789366053169735
1271,7,0,pink,0.12740286298568507
1272,8,0,pink,0.13374233128834356
1273,9,0,pink,0.13537832310838446
1274,10,0,pink,0.1329243353783231
1275,11,0,pink,0.15685071574642126
1276,12,0,pink,0.13047034764826176
1277,13,0,pink,0.13333333333333333
1278,14,0,pink,0.10777096114519427
1279,15,0,pink,0.12494887525562372
1280,16,0,pink,0.12269938650306748
1281,17,0,pink,0.13496932515337423
1282,18,0,pink,0.12392638036809817
1283,19,0,pink,0.15357873210633946
1284,20,0,pink,0.1294478527607362
1285,21,0,pink,0.15991820040899796
1286,22,0,pink,0.16421267893660532
1287,23,0,pink,0.12842535787321063
1288,24,0,pink,0.1165644171779141
1289,0,0,babble,0.669120654396728
1290,1,0,babble,0.6779141104294478
1291,2,0,babble,0.6388548057259714
1292,3,0,babble,0.7128834355828221
1293,4,0,babble,0.6591002044989775
1294,5,0,babble,0.5977505112474437
1295,6,0,babble,0.7106339468302658
1296,7,0,babble,0.6893660531697342
1297,8,0,babble,0.6867075664621677
1298,9,0,babble,0.6503067484662577
1299,10,0,babble,0.5916155419222904
1300,11,0,babble,0.6687116564417178
1301,12,0,babble,0.694683026584867
1302,13,0,babble,0.6744376278118609
1303,14,0,babble,0.6934560327198364
1304,15,0,babble,0.6668711656441718
1305,16,0,babble,0.652556237218814
1306,17,0,babble,0.6768916155419223
1307,18,0,babble,0.621676891615542
1308,19,0,babble,0.6566462167689161
1309,20,0,babble,0.6676891615541922
1310,21,0,babble,0.6717791411042945
1311,22,0,babble,0.7226993865030675
1312,23,0,babble,0.6676891615541922
1313,24,0,babble,0.6284253578732106
1314,0,0,kitchen,0.8002044989775051
1315,1,0,kitchen,0.727402862985685
1316,2,0,kitchen,0.7934560327198364
1317,3,0,kitchen,0.7693251533742331
1318,4,0,kitchen,0.8470347648261759
1319,5,0,kitchen,0.7697341513292434
1320,6,0,kitchen,0.84560327198364
1321,7,0,kitchen,0.7543967280163599
1322,8,0,kitchen,0.7858895705521473
1323,9,0,kitchen,0.841717791411043
1324,10,0,kitchen,0.7323108384458078
1325,11,0,kitchen,0.8717791411042944
1326,12,0,kitchen,0.8470347648261759
1327,13,0,kitchen,0.8652351738241308
1328,14,0,kitchen,0.721881390593047
1329,15,0,kitchen,0.7805725971370143
1330,16,0,kitchen,0.7950920245398773
1331,17,0,kitchen,0.7537832310838446
1332,18,0,kitchen,0.807361963190184
1333,19,0,kitchen,0.8253578732106339
1334,20,0,kitchen,0.7758691206543967
1335,21,0,kitchen,0.8026584867075665
1336,22,0,kitchen,0.8316973415132924
1337,23,0,kitchen,0.7916155419222903
1338,24,0,kitchen,0.8304703476482618
1339,0,0,office,0.9028629856850716
1340,1,0,office,0.9206543967280164
1341,2,0,office,0.9241308793456032
1342,3,0,office,0.9151329243353783
1343,4,0,office,0.929038854805726
1344,5,0,office,0.9253578732106339
1345,6,0,office,0.9257668711656442
1346,7,0,office,0.9096114519427403
1347,8,0,office,0.9286298568507158
1348,9,0,office,0.9349693251533743
1349,10,0,office,0.9304703476482618
1350,11,0,office,0.9243353783231084
1351,12,0,office,0.9333333333333333
1352,13,0,office,0.9040899795501023
1353,14,0,office,0.9349693251533743
1354,15,0,office,0.9335378323108384
1355,16,0,office,0.9300613496932515
1356,17,0,office,0.9263803680981595
1357,18,0,office,0.9280163599182004
1358,19,0,office,0.9171779141104295
1359,20,0,office,0.9302658486707567
1360,21,0,office,0.9269938650306748
1361,22,0,office,0.9376278118609407
1362,23,0,office,0.9300613496932515
1363,24,0,office,0.9321063394683027
1364,0,0,living,0.8809815950920246
1365,1,0,living,0.8820040899795502
1366,2,0,living,0.8793456032719836
1367,3,0,living,0.8564417177914111
1368,4,0,living,0.8840490797546012
1369,5,0,living,0.8860940695296523
1370,6,0,living,0.880163599182004
1371,7,0,living,0.8568507157464212
1372,8,0,living,0.8897750511247444
1373,9,0,living,0.872597137014315
1374,10,0,living,0.8787321063394683
1375,11,0,living,0.876482617586912
1376,12,0,living,0.8844580777096115
1377,13,0,living,0.8840490797546012
1378,14,0,living,0.8627811860940695
1379,15,0,living,0.8621676891615542
1380,16,0,living,0.8891615541922291
1381,17,0,living,0.8910020449897751
1382,18,0,living,0.8758691206543967
1383,19,0,living,0.8916155419222904
1384,20,0,living,0.8789366053169734
1385,21,0,living,0.8541922290388548
1386,22,0,living,0.8695296523517383
1387,23,0,living,0.8871165644171779
1388,24,0,living,0.8824130879345603
1389,0,-3,white,0.09550102249488752
1390,1,-3,white,0.09795501022494887
1391,2,-3,white,0.09366053169734151
1392,3,-3,white,0.1032719836400818
1393,4,-3,white,0.12535787321063394
1394,5,-3,white,0.11022494887525562
1395,6,-3,white,0.13312883435582823
1396,7,-3,white,0.09284253578732106
1397,8,-3,white,0.10736196319018405
1398,9,-3,white,0.10736196319018405
1399,10,-3,white,0.10122699386503067
1400,11,-3,white,0.1343558282208589
1401,12,-3,white,0.1049079754601227
1402,13,-3,white,0.10265848670756646
1403,14,-3,white,0.09182004089979551
1404,15,-3,white,0.09550102249488752
1405,16,-3,white,0.09366053169734151
1406,17,-3,white,0.09795501022494887
1407,18,-3,white,0.10756646216768916
1408,19,-3,white,0.1130879345603272
1409,20,-3,white,0.10061349693251534
1410,21,-3,white,0.11390593047034765
1411,22,-3,white,0.14192229038854806
1412,23,-3,white,0.09938650306748466
1413,24,-3,white,0.09856850715746421
1414,0,-3,pink,0.0850715746421268
1415,1,-3,pink,0.09161554192229039
1416,2,-3,pink,0.08466257668711656
1417,3,-3,pink,0.08711656441717791
1418,4,-3,pink,0.09161554192229039
1419,5,-3,pink,0.08711656441717791
1420,6,-3,pink,0.09550102249488752
1421,7,-3,pink,0.08650306748466258
1422,8,-3,pink,0.08548057259713701
1423,9,-3,pink,0.08834355828220859
1424,10,-3,pink,0.08813905930470348
1425,11,-3,pink,0.09468302658486707
1426,12,-3,pink,0.0852760736196319
1427,13,-3,pink,0.09079754601226994
1428,14,-3,pink,0.08466257668711656
1429,15,-3,pink,0.0869120654396728
1430,16,-3,pink,0.08609406952965235
1431,17,-3,pink,0.08711656441717791
1432,18,-3,pink,0.08629856850715746
1433,19,-3,pink,0.09141104294478528
1434,20,-3,pink,0.08773006134969324
1435,21,-3,pink,0.09100204498977506
1436,22,-3,pink,0.09243353783231084
1437,23,-3,pink,0.08752556237218814
1438,24,-3,pink,0.08486707566462168
1439,0,-3,babble,0.5087934560327199
1440,1,-3,babble,0.5323108384458077
1441,2,-3,babble,0.47116564417177914
1442,3,-3,babble,0.5844580777096114
1443,4,-3,babble,0.5038854805725972
1444,5,-3,babble,0.4601226993865031
1445,6,-3,babble,0.5916155419222904
1446,7,-3,babble,0.5488752556237219
1447,8,-3,babble,0.5482617586912065
1448,9,-3,babble,0.5159509202453988
1449,10,-3,babble,0.4179959100204499
1450,11,-3,babble,0.5040899795501023
1451,12,-3,babble,0.5423312883435583
1452,13,-3,babble,0.5298568507157464
1453,14,-3,babble,0.5296523517382413
1454,15,-3,babble,0.5261758691206544
1455,16,-3,babble,0.5026584867075664
1456,17,-3,babble,0.5337423312883436
1457,18,-3,babble,0.4703476482617587
1458,19,-3,babble,0.498159509202454
1459,20,-3,babble,0.50920245398773
1460,21,-3,babble,0.5177914110429448
1461,22,-3,babble,0.596319018404908
1462,23,-3,babble,0.523517382413088
1463,24,-3,babble,0.48057259713701433
1464,0,-3,kitchen,0.7184049079754601
1465,1,-3,kitchen,0.57280163599182
1466,2,-3,kitchen,0.6881390593047034
1467,3,-3,kitchen,0.6451942740286298
1468,4,-3,kitchen,0.781799591002045
1469,5,-3,kitchen,0.6813905930470348
1470,6,-3,kitchen,0.7697341513292434
1471,7,-3,kitchen,0.6288343558282209
1472,8,-3,kitchen,0.6828220858895706
1473,9,-3,kitchen,0.7402862985685071
1474,10,-3,kitchen,0.614519427402863
1475,11,-3,kitchen,0.8139059304703476
1476,12,-3,kitchen,0.7494887525562373
1477,13,-3,kitchen,0.7809815950920246
1478,14,-3,kitchen,0.5652351738241309
1479,15,-3,kitchen,0.6417177914110429
1480,16,-3,kitchen,0.6725971370143149
1481,17,-3,kitchen,0.6312883435582822
1482,18,-3,kitchen,0.7132924335378323
1483,19,-3,kitchen,0.7343558282208589
1484,20,-3,kitchen,0.6124744376278118
1485,21,-3,kitchen,0.708997955010225
1486,22,-3,kitchen,0.7476482617586913
1487,23,-3,kitchen,0.6642126789366053
1488,24,-3,kitchen,0.752760736196319
1489,0,-3,office,0.8793456032719836
1490,1,-3,office,0.9012269938650307
1491,2,-3,office,0.912678936605317
1492,3,-3,office,0.894478527607362
1493,4,-3,office,0.9190184049079755
1494,5,-3,office,0.9132924335378323
1495,6,-3,office,0.9161554192229039
1496,7,-3,office,0.8858895705521472
1497,8,-3,office,0.9173824130879346
1498,9,-3,office,0.9257668711656442
1499,10,-3,office,0.9192229038854806
1500,11,-3,office,0.9124744376278119
1501,12,-3,office,0.9241308793456032
1502,13,-3,office,0.881799591002045
1503,14,-3,office,0.92719836400818
1504,15,-3,office,0.9241308793456032
1505,16,-3,office,0.9198364008179959
1506,17,-3,office,0.9161554192229039
1507,18,-3,office,0.9157464212678936
1508,19,-3,office,0.9030674846625767
1509,20,-3,office,0.9198364008179959
1510,21,-3,office,0.9167689161554192
1511,22,-3,office,0.9312883435582822
1512,23,-3,office,0.9190184049079755
1513,24,-3,office,0.9212678936605317
1514,0,-3,living,0.8312883435582822
1515,1,-3,living,0.8231083844580777
1516,2,-3,living,0.8212678936605317
1517,3,-3,living,0.7793456032719837
1518,4,-3,living,0.8423312883435583
1519,5,-3,living,0.8343558282208589
1520,6,-3,living,0.8284253578732106
1521,7,-3,living,0.7766871165644171
1522,8,-3,living,0.843558282208589
1523,9,-3,living,0.8294478527607362
1524,10,-3,living,0.8271983640081799
1525,11,-3,living,0.8267893660531698
1526,12,-3,living,0.8388548057259714
1527,13,-3,living,0.8359918200408998
1528,14,-3,living,0.7918200408997955
