noise_type,snr_train,snr_test,accuracy
pink,3,15,0.8077709611451943
pink,3,18,0.8167689161554192
pink,3,21,0.8271983640081799
pink,3,24,0.8290388548057259
pink,3,27,0.8321063394683027
pink,3,30,0.8366053169734151
pink,6,-3,0.23006134969325154
pink,6,0,0.4701431492842536
pink,6,3,0.661758691206544
pink,6,6,0.7570552147239263
pink,6,9,0.803680981595092
pink,6,12,0.8259713701431493
pink,6,15,0.8331288343558282
pink,6,18,0.8439672801635992
pink,6,21,0.852760736196319
pink,6,24,0.8521472392638036
pink,6,27,0.8541922290388548
pink,6,30,0.8556237218813906
pink,9,-3,0.18527607361963191
pink,9,0,0.3871165644171779
pink,9,3,0.5433537832310839
pink,9,6,0.7429447852760737
pink,9,9,0.8165644171779141
pink,9,12,0.83640081799591
pink,9,15,0.847239263803681
pink,9,18,0.8601226993865031
pink,9,21,0.8662576687116564
pink,9,24,0.8678936605316974
pink,9,27,0.8683026584867075
pink,9,30,0.8736196319018404
pink,12,-3,0.1623721881390593
pink,12,0,0.2758691206543967
pink,12,3,0.5623721881390593
pink,12,6,0.7341513292433538
pink,12,9,0.83640081799591
pink,12,12,0.8607361963190184
pink,12,15,0.8754601226993866
pink,12,18,0.8860940695296523
pink,12,21,0.8924335378323108
pink,12,24,0.8930470347648262
pink,12,27,0.8977505112474438
pink,12,30,0.8985685071574642
pink,15,-3,0.1196319018404908
pink,15,0,0.296319018404908
pink,15,3,0.5190184049079755
pink,15,6,0.7474437627811861
pink,15,9,0.8186094069529652
pink,15,12,0.8593047034764826
pink,15,15,0.8815950920245399
pink,15,18,0.8922290388548058
pink,15,21,0.9020449897750511
pink,15,24,0.9047034764826176
pink,15,27,0.9100204498977505
pink,15,30,0.9098159509202454
pink,18,-3,0.12044989775051125
pink,18,0,0.254601226993865
pink,18,3,0.5231083844580777
pink,18,6,0.7337423312883435
pink,18,9,0.8124744376278119
pink,18,12,0.8703476482617587
pink,18,15,0.885480572597137
pink,18,18,0.901635991820041
pink,18,21,0.9096114519427403
pink,18,24,0.9139059304703476
pink,18,27,0.9153374233128835
pink,18,30,0.9198364008179959
pink,21,-3,0.1098159509202454
pink,21,0,0.1934560327198364
pink,21,3,0.4503067484662577
pink,21,6,0.6762781186094069
pink,21,9,0.811042944785276
pink,21,12,0.8787321063394683
pink,21,15,0.8997955010224948
pink,21,18,0.9096114519427403
pink,21,21,0.9169734151329243
pink,21,24,0.9224948875255624
pink,21,27,0.9247443762781186
pink,21,30,0.9286298568507158
pink,24,-3,0.10449897750511247
pink,24,0,0.20306748466257668
pink,24,3,0.38282208588957056
pink,24,6,0.6615541922290389
pink,24,9,0.8065439672801636
pink,24,12,0.8754601226993866
pink,24,15,0.8987730061349694
pink,24,18,0.914519427402863
pink,24,21,0.9241308793456032
pink,24,24,0.9237218813905931
pink,24,27,0.9269938650306748
pink,24,30,0.930879345603272
pink,27,-3,0.10715746421267894
pink,27,0,0.26094069529652353
pink,27,3,0.38098159509202456
pink,27,6,0.6629856850715746
pink,27,9,0.8085889570552147
pink,27,12,0.8719836400817996
pink,27,15,0.9059304703476483
pink,27,18,0.9175869120654396
pink,27,21,0.9243353783231084
pink,27,24,0.9325153374233128
pink,27,27,0.9339468302658487
pink,27,30,0.9388548057259714
pink,30,-3,0.10777096114519427
pink,30,0,0.18404907975460122
pink,30,3,0.3525562372188139
pink,30,6,0.5550102249488753
pink,30,9,0.7433537832310838
pink,30,12,0.876278118609407
pink,30,15,0.9042944785276074
pink,30,18,0.9171779141104295
pink,30,21,0.9261758691206544
pink,30,24,0.9335378323108384
pink,30,27,0.941717791411043
pink,30,30,0.9423312883435583
babble,-3,-3,0.5447852760736196
babble,-3,0,0.6464212678936605
babble,-3,3,0.7253578732106339
babble,-3,6,0.7766871165644171
babble,-3,9,0.8081799591002045
babble,-3,12,0.8290388548057259
babble,-3,15,0.8404907975460123
babble,-3,18,0.8478527607361963
babble,-3,21,0.854601226993865
babble,-3,24,0.8593047034764826
babble,-3,27,0.8591002044989775
babble,-3,30,0.8625766871165644
babble,0,-3,0.5398773006134969
babble,0,0,0.652760736196319
babble,0,3,0.7460122699386503
babble,0,6,0.7989775051124745
babble,0,9,0.8337423312883435
babble,0,12,0.850920245398773
babble,0,15,0.8650306748466258
babble,0,18,0.8738241308793456
babble,0,21,0.8791411042944786
babble,0,24,0.8826175869120655
babble,0,27,0.8840490797546012
babble,0,30,0.885480572597137
babble,3,-3,0.49468302658486707
babble,3,0,0.625562372188139
babble,3,3,0.7321063394683026
babble,3,6,0.7987730061349694
babble,3,9,0.8411042944785276
babble,3,12,0.8642126789366054
babble,3,15,0.8785276073619632
babble,3,18,0.8912065439672802
babble,3,21,0.8973415132924335
babble,3,24,0.8993865030674847
babble,3,27,0.9030674846625767
babble,3,30,0.9038854805725971
babble,6,-3,0.4775051124744376
babble,6,0,0.614519427402863
babble,6,3,0.7321063394683026
babble,6,6,0.8077709611451943
babble,6,9,0.8496932515337423
babble,6,12,0.8756646216768916
babble,6,15,0.8912065439672802
babble,6,18,0.9057259713701431
babble,6,21,0.9118609406952966
babble,6,24,0.9134969325153375
babble,6,27,0.9153374233128835
babble,6,30,0.9175869120654396
babble,9,-3,0.45807770961145194
babble,9,0,0.6079754601226994
babble,9,3,0.7347648261758691
babble,9,6,0.8153374233128834
babble,9,9,0.8644171779141104
babble,9,12,0.8883435582822086
babble,9,15,0.9061349693251534
babble,9,18,0.9137014314928426
babble,9,21,0.9198364008179959
babble,9,24,0.9241308793456032
babble,9,27,0.9237218813905931
babble,9,30,0.9247443762781186
babble,12,-3,0.4378323108384458
babble,12,0,0.603680981595092
babble,12,3,0.7259713701431493
babble,12,6,0.816359918200409
babble,12,9,0.8721881390593047
babble,12,12,0.8995910020449898
babble,12,15,0.9157464212678936
babble,12,18,0.9235173824130879
babble,12,21,0.9274028629856851
babble,12,24,0.932719836400818
babble,12,27,0.934560327198364
babble,12,30,0.9355828220858896
babble,15,-3,0.42392638036809815
babble,15,0,0.59079754601227
babble,15,3,0.7216768916155419
babble,15,6,0.8161554192229039
babble,15,9,0.87280163599182
babble,15,12,0.901840490797546
babble,15,15,0.9177914110429448
babble,15,18,0.9292433537832311
babble,15,21,0.9323108384458078
babble,15,24,0.9376278118609407
babble,15,27,0.9406952965235174
babble,15,30,0.9415132924335379
babble,18,-3,0.4294478527607362
babble,18,0,0.5807770961145194
babble,18,3,0.7204498977505113
babble,18,6,0.811042944785276
babble,18,9,0.870961145194274
babble,18,12,0.9002044989775051
babble,18,15,0.9194274028629856
babble,18,18,0.9323108384458078
babble,18,21,0.9372188139059304
babble,18,24,0.9413087934560327
babble,18,27,0.943558282208589
babble,18,30,0.9462167689161555
babble,21,-3,0.4130879345603272
babble,21,0,0.5525562372188139
babble,21,3,0.6979550102249489
babble,21,6,0.7928425357873211
babble,21,9,0.8593047034764826
babble,21,12,0.8936605316973415
babble,21,15,0.9134969325153375
babble,21,18,0.929038854805726
babble,21,21,0.9349693251533743
babble,21,24,0.9402862985685072
babble,21,27,0.9433537832310839
babble,21,30,0.9464212678936605
babble,24,-3,0.40797546012269936
babble,24,0,0.5578732106339468
babble,24,3,0.6901840490797546
babble,24,6,0.7918200408997955
babble,24,9,0.8554192229038855
babble,24,12,0.8924335378323108
babble,24,15,0.9130879345603272
babble,24,18,0.92719836400818
babble,24,21,0.93640081799591
babble,24,24,0.9415132924335379
babble,24,27,0.9451942740286299
babble,24,30,0.9496932515337423
babble,27,-3,0.41083844580777096
babble,27,0,0.5656441717791411
babble,27,3,0.6932515337423313
babble,27,6,0.7995910020449898
babble,27,9,0.8564417177914111
babble,27,12,0.8926380368098159
babble,27,15,0.9159509202453988
babble,27,18,0.9294478527607362
babble,27,21,0.9376278118609407
babble,27,24,0.943558282208589
babble,27,27,0.9482617586912065
babble,27,30,0.9501022494887525
babble,30,-3,0.41370143149284255
babble,30,0,0.5715746421267893
babble,30,3,0.698159509202454
babble,30,6,0.7993865030674847
babble,30,9,0.8599182004089979
babble,30,12,0.8952965235173824
babble,30,15,0.9157464212678936
babble,30,18,0.9292433537832311
babble,30,21,0.9378323108384458
babble,30,24,0.9456032719836401
babble,30,27,0.9484662576687116
babble,30,30,0.950920245398773
car_horn_background,-3,-3,0.7390593047034765
car_horn_background,-3,0,0.7668711656441718
car_horn_background,-3,3,0.785480572597137
car_horn_background,-3,6,0.7942740286298569
car_horn_background,-3,9,0.8120654396728016
car_horn_background,-3,12,0.8288343558282208
car_horn_background,-3,15,0.8427402862985685
car_horn_background,-3,18,0.8507157464212679
car_horn_background,-3,21,0.8568507157464212
car_horn_background,-3,24,0.8631901840490798
car_horn_background,-3,27,0.8652351738241308
car_horn_background,-3,30,0.8685071574642127
car_horn_background,0,-3,0.7390593047034765
car_horn_background,0,0,0.7883435582822086
car_horn_background,0,3,0.8130879345603272
car_horn_background,0,6,0.8298568507157464
car_horn_background,0,9,0.8449897750511247
car_horn_background,0,12,0.8570552147239264
car_horn_background,0,15,0.8658486707566462
car_horn_background,0,18,0.8736196319018404
car_horn_background,0,21,0.8789366053169734
car_horn_background,0,24,0.8862985685071575
car_horn_background,0,27,0.887321063394683
car_horn_background,0,30,0.8897750511247444
car_horn_background,3,-3,0.7372188139059305
car_horn_background,3,0,0.7946830265848671
car_horn_background,3,3,0.8331288343558282
car_horn_background,3,6,0.8537832310838446
car_horn_background,3,9,0.8693251533742331
car_horn_background,3,12,0.8797546012269939
car_horn_background,3,15,0.8871165644171779
car_horn_background,3,18,0.8969325153374234
car_horn_background,3,21,0.9014314928425358
car_horn_background,3,24,0.9040899795501023
car_horn_background,3,27,0.9077709611451943
car_horn_background,3,30,0.9085889570552147
car_horn_background,6,-3,0.7122699386503067
car_horn_background,6,0,0.7871165644171779
car_horn_background,6,3,0.8374233128834356
car_horn_background,6,6,0.865439672801636
car_horn_background,6,9,0.8813905930470347
car_horn_background,6,12,0.8928425357873211
car_horn_background,6,15,0.8975460122699387
car_horn_background,6,18,0.9061349693251534
car_horn_background,6,21,0.9130879345603272
car_horn_background,6,24,0.9161554192229039
car_horn_background,6,27,0.9188139059304703
car_horn_background,6,30,0.9204498977505112
car_horn_background,9,-3,0.7032719836400818
car_horn_background,9,0,0.7887525562372188
car_horn_background,9,3,0.839877300613497
car_horn_background,9,6,0.8705521472392638
car_horn_background,9,9,0.8875255623721882
car_horn_background,9,12,0.9014314928425358
car_horn_background,9,15,0.9094069529652352
car_horn_background,9,18,0.9171779141104295
car_horn_background,9,21,0.9235173824130879
car_horn_background,9,24,0.9259713701431492
car_horn_background,9,27,0.9282208588957055
car_horn_background,9,30,0.9294478527607362
car_horn_background,12,-3,0.6893660531697342
car_horn_background,12,0,0.7856850715746422
car_horn_background,12,3,0.8451942740286299
car_horn_background,12,6,0.8758691206543967
car_horn_background,12,9,0.8940695296523518
car_horn_background,12,12,0.9106339468302659
car_horn_background,12,15,0.9192229038854806
car_horn_background,12,18,0.9237218813905931
car_horn_background,12,21,0.9296523517382413
car_horn_background,12,24,0.9329243353783231
car_horn_background,12,27,0.9355828220858896
car_horn_background,12,30,0.9355828220858896
car_horn_background,15,-3,0.6680981595092025
car_horn_background,15,0,0.7742331288343558
car_horn_background,15,3,0.843558282208589
car_horn_background,15,6,0.8785276073619632
car_horn_background,15,9,0.8979550102249488
car_horn_background,15,12,0.9120654396728016
car_horn_background,15,15,0.9245398773006135
car_horn_background,15,18,0.9300613496932515
car_horn_background,15,21,0.9337423312883436
car_horn_background,15,24,0.9368098159509203
car_horn_background,15,27,0.9386503067484663
car_horn_background,15,30,0.939877300613497
car_horn_background,18,-3,0.6331288343558282
car_horn_background,18,0,0.752760736196319
car_horn_background,18,3,0.8257668711656442
car_horn_background,18,6,0.8736196319018404
car_horn_background,18,9,0.8973415132924335
car_horn_background,18,12,0.9141104294478528
car_horn_background,18,15,0.9241308793456032
car_horn_background,18,18,0.9302658486707567
car_horn_background,18,21,0.9359918200408998
car_horn_background,18,24,0.940081799591002
car_horn_background,18,27,0.9423312883435583
car_horn_background,18,30,0.9423312883435583
car_horn_background,21,-3,0.5955010224948876
car_horn_background,21,0,0.7184049079754601
car_horn_background,21,3,0.8087934560327198
car_horn_background,21,6,0.8611451942740286
car_horn_background,21,9,0.8930470347648262
car_horn_background,21,12,0.9104294478527607
car_horn_background,21,15,0.9218813905930471
car_horn_background,21,18,0.9310838445807771
car_horn_background,21,21,0.9370143149284254
car_horn_background,21,24,0.940081799591002
car_horn_background,21,27,0.9427402862985685
car_horn_background,21,30,0.9443762781186094
car_horn_background,24,-3,0.5750511247443763
car_horn_background,24,0,0.6952965235173824
car_horn_background,24,3,0.7879345603271983
car_horn_background,24,6,0.847443762781186
car_horn_background,24,9,0.8893660531697342
car_horn_background,24,12,0.907361963190184
car_horn_background,24,15,0.9202453987730062
car_horn_background,24,18,0.9321063394683027
car_horn_background,24,21,0.9355828220858896
car_horn_background,24,24,0.9402862985685072
car_horn_background,24,27,0.9425357873210634
car_horn_background,24,30,0.9456032719836401
car_horn_background,27,-3,0.5460122699386503
car_horn_background,27,0,0.6742331288343558
car_horn_background,27,3,0.7674846625766871
car_horn_background,27,6,0.8366053169734151
car_horn_background,27,9,0.8824130879345603
