noise_type,snr_train,snr_test,accuracy
car_horn_background,30,30,0.9527607361963191
dog_bark_foreground,-3,-3,0.887321063394683
dog_bark_foreground,-3,0,0.905316973415133
dog_bark_foreground,-3,3,0.9190184049079755
dog_bark_foreground,-3,6,0.9278118609406953
dog_bark_foreground,-3,9,0.9361963190184049
dog_bark_foreground,-3,12,0.9406952965235174
dog_bark_foreground,-3,15,0.9445807770961145
dog_bark_foreground,-3,18,0.9466257668711656
dog_bark_foreground,-3,21,0.9511247443762781
dog_bark_foreground,-3,24,0.9531697341513292
dog_bark_foreground,-3,27,0.9543967280163599
dog_bark_foreground,-3,30,0.9552147239263804
dog_bark_foreground,0,-3,0.8879345603271984
dog_bark_foreground,0,0,0.9063394683026584
dog_bark_foreground,0,3,0.9179959100204499
dog_bark_foreground,0,6,0.9274028629856851
dog_bark_foreground,0,9,0.9353783231083844
dog_bark_foreground,0,12,0.9411042944785276
dog_bark_foreground,0,15,0.9447852760736196
dog_bark_foreground,0,18,0.9476482617586912
dog_bark_foreground,0,21,0.9513292433537832
dog_bark_foreground,0,24,0.9535787321063395
dog_bark_foreground,0,27,0.9556237218813906
dog_bark_foreground,0,30,0.9564417177914111
dog_bark_foreground,3,-3,0.8789366053169734
dog_bark_foreground,3,0,0.9012269938650307
dog_bark_foreground,3,3,0.9153374233128835
dog_bark_foreground,3,6,0.9251533742331288
dog_bark_foreground,3,9,0.932719836400818
dog_bark_foreground,3,12,0.938241308793456
dog_bark_foreground,3,15,0.9421267893660532
dog_bark_foreground,3,18,0.9456032719836401
dog_bark_foreground,3,21,0.950920245398773
dog_bark_foreground,3,24,0.9527607361963191
dog_bark_foreground,3,27,0.9543967280163599
dog_bark_foreground,3,30,0.9550102249488752
dog_bark_foreground,6,-3,0.8748466257668711
dog_bark_foreground,6,0,0.9010224948875256
dog_bark_foreground,6,3,0.9130879345603272
dog_bark_foreground,6,6,0.9245398773006135
dog_bark_foreground,6,9,0.9343558282208589
dog_bark_foreground,6,12,0.938036809815951
dog_bark_foreground,6,15,0.9431492842535787
dog_bark_foreground,6,18,0.9476482617586912
dog_bark_foreground,6,21,0.9505112474437628
dog_bark_foreground,6,24,0.9529652351738241
dog_bark_foreground,6,27,0.9554192229038855
dog_bark_foreground,6,30,0.9558282208588957
dog_bark_foreground,9,-3,0.8715746421267894
dog_bark_foreground,9,0,0.8969325153374234
dog_bark_foreground,9,3,0.9120654396728016
dog_bark_foreground,9,6,0.9214723926380368
dog_bark_foreground,9,9,0.9321063394683027
dog_bark_foreground,9,12,0.9355828220858896
dog_bark_foreground,9,15,0.941922290388548
dog_bark_foreground,9,18,0.9447852760736196
dog_bark_foreground,9,21,0.9503067484662576
dog_bark_foreground,9,24,0.9521472392638037
dog_bark_foreground,9,27,0.9548057259713701
dog_bark_foreground,9,30,0.9554192229038855
dog_bark_foreground,12,-3,0.8719836400817996
dog_bark_foreground,12,0,0.8950920245398774
dog_bark_foreground,12,3,0.9096114519427403
dog_bark_foreground,12,6,0.9241308793456032
dog_bark_foreground,12,9,0.9333333333333333
dog_bark_foreground,12,12,0.940081799591002
dog_bark_foreground,12,15,0.9451942740286299
dog_bark_foreground,12,18,0.9503067484662576
dog_bark_foreground,12,21,0.9529652351738241
dog_bark_foreground,12,24,0.9552147239263804
dog_bark_foreground,12,27,0.9572597137014315
dog_bark_foreground,12,30,0.9582822085889571
dog_bark_foreground,15,-3,0.84560327198364
dog_bark_foreground,15,0,0.8754601226993866
dog_bark_foreground,15,3,0.8975460122699387
dog_bark_foreground,15,6,0.9147239263803681
dog_bark_foreground,15,9,0.9269938650306748
dog_bark_foreground,15,12,0.9343558282208589
dog_bark_foreground,15,15,0.9427402862985685
dog_bark_foreground,15,18,0.9443762781186094
dog_bark_foreground,15,21,0.9486707566462168
dog_bark_foreground,15,24,0.9521472392638037
dog_bark_foreground,15,27,0.9554192229038855
dog_bark_foreground,15,30,0.9550102249488752
dog_bark_foreground,18,-3,0.843558282208589
dog_bark_foreground,18,0,0.8699386503067484
dog_bark_foreground,18,3,0.894478527607362
dog_bark_foreground,18,6,0.9139059304703476
dog_bark_foreground,18,9,0.9257668711656442
